,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Material,MCantidad
12,M2,PREV_MEC_VENTI_ FA205,TEC-MEC,MVEN003,MVEN003M2,20,Limpieza y mtto ducto ventilador 4000H,TEC-MEC,PM01,2.0,3.0,MVEN003M220,,
13,E1,INSP_ELE_VENTI_ FA205,TEC-ELE,MVEN003,MVEN003E1,10,Inspec general motor y cable conexi 1M,TEC-ELE,PM01,2.0,0.5,MVEN003E110,,
14,E2,PREV_ELE_VENTI_ FA205,TEC-ELE,MVEN003,MVEN003E2,10,Mtto mecanismo de arranque motor 4000H,TEC-ELE,PM01,2.0,1.0,MVEN003E210,,
15,E2,PREV_ELE_VENTI_ FA205,TEC-ELE,MVEN003,MVEN003E2,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MVEN003E220,,
16,I1,INSP_INS_VENTI_ FA205,TEC-INS,MVEN003,MVEN003I1,10,Inspeccionar el estado componentes 1M,TEC-INS,PM01,2.0,0.5,MVEN003I110,,
17,I2,PREV_INS_VENTI_ FA205,TEC-INS,MVEN003,MVEN003I2,10,Realizar mtto instrumentos ventil 4000H,TEC-INS,PM01,2.0,2.0,MVEN003I210,,
18,I2,PREV_INS_VENTI_ FA205,TEC-INS,MVEN003,MVEN003I2,20,Realizar calibracion instrumento 4000H,TEC-INS,PM01,2.0,1.0,MVEN003I220,,
19,P1,PRED_CON_VENTI_ FA205,TEC-PRD,MVEN003,MVEN003P1,10,"Monitoreo vibrac, temp ventilador 2000H",TEC-PRD,PM01,2.0,2.0,MVEN003P110,,
20,M1,INSP_MEC_BOMBA_PEDROLLO PU413,TEC-MEC,MBOM106,MBOM106M1,10,Inspeccionar elemento union y fugas 660H,TEC-MEC,PM01,1.0,0.5,MBOM106M110,,
21,M1,INSP_MEC_BOMBA_PEDROLLO PU413,TEC-MEC,MBOM106,MBOM106M1,20,Inspec posible desgaste eje bomba 4000H,TEC-MEC,PM01,1.0,0.5,MBOM106M120,,
22,M2,PREV_MEC_BOMBA_PEDROLLO PU413,TEC-MEC,MBOM106,MBOM106M2,10,Cambio impulsor de laton de rodete 8000H,TEC-MEC,PM01,2.0,1.0,MBOM106M210,,
23,E1,INSP_ELE_BOMBA_PEDROLLO PU413,TEC-ELE,MBOM106,MBOM106E1,10,Inspeccion general d motor y cables 1M,TEC-ELE,PM01,2.0,0.5,MBOM106E110,,
24,E2,PREV_ELE_BOMBA_PEDROLLO PU413,TEC-ELE,MBOM106,MBOM106E2,10,Limpiar la superficie del motor 4000H,TEC-ELE,PM01,2.0,0.5,MBOM106E210,,
25,E2,PREV_ELE_BOMBA_PEDROLLO PU413,TEC-ELE,MBOM106,MBOM106E2,20,Mantenimiento de arrancador bomba 8000H,TEC-ELE,PM01,2.0,0.5,MBOM106E220,,
26,E2,PREV_ELE_BOMBA_PEDROLLO PU413,TEC-ELE,MBOM106,MBOM106E2,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,1.5,MBOM106E230,,
27,I1,INSP_INS_BOMBA_PEDROLLO PU413,TEC-INS,MBOM106,MBOM106I1,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM106I110,,
28,I2,PREV_INS_BOMBA_PEDROLLO PU413,TEC-INS,MBOM106,MBOM106I2,10,Limpieza y mtto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM106I210,,
29,I2,PREV_INS_BOMBA_PEDROLLO PU413,TEC-INS,MBOM106,MBOM106I2,20,Contrastacion instrumento transm 4000H,TEC-INS,PM01,2.0,1.0,MBOM106I220,,
30,M1,INSP_MEC_SOPLA_MAPNER SEM2,TEC-MEC,MSOP002,MSOP002M1,10,Inspeccion general soplador 660H,TEC-MEC,PM01,2.0,3.3,MSOP002M110,,
31,E1,INSP_ELE_SOPLA_MAPNER SEM2,TEC-ELE,MSOP002,MSOP002E1,10,Inspeccion general soplador 1M,TEC-ELE,PM01,2.0,1.4,MSOP002E110,,
32,E2,PREV_ELE_SOPLA_MAPNER SEM2,TEC-ELE,MSOP002,MSOP002E2,10,Mtto panel ctrl y caja conexiones 8000H,TEC-ELE,PM01,2.0,0.8,MSOP002E210,,
33,E2,PREV_ELE_SOPLA_MAPNER SEM2,TEC-ELE,MSOP002,MSOP002E2,20,Mtto general motor 8000H,TEC-ELE,PM01,2.0,1.8,MSOP002E220,,
34,P1,PRED_CON_SOPLA_MAPNER SEM2,TEC-PRD,MSOP002,MSOP002P1,10,Monitoreo vibracion y temp motor 4000H,TEC-PRD,PM01,1.0,0.5,MSOP002P110,,
35,P1,PRED_CON_SOPLA_MAPNER SEM2,TEC-PRD,MSOP002,MSOP002P1,20,Monitoreo vibracion y temp motor 4000H,TEC-PRD,PM01,1.0,0.5,MSOP002P120,,
36,M1,INSP_MEC_SOPLA_MAPNER SM10,TEC-MEC,MSOP003,MSOP003M1,10,Inspeccion general soplador 660H,TEC-MEC,PM01,2.0,2.0,MSOP003M110,,
37,E1,INSP_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E1,10,Mtto de panel de control de bomba 1A,TEC-ELE,PM01,2.0,0.5,MSOP003E110,,
38,E1,INSP_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E1,20,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.3,MSOP003E120,,
39,E2,PREV_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E2,10,Mtto botonera d campo bomba 4000H,TEC-ELE,PM01,2.0,0.5,MSOP003E210,,
40,E2,PREV_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E2,20,Insp panel ctrl y caja conex bomba 660H,TEC-ELE,PM01,2.0,0.5,MSOP003E220,,
41,E2,PREV_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E2,30,Mtto caja de conexiones soplador 8000H,TEC-ELE,PM01,2.0,1.0,MSOP003E230,,
42,E2,PREV_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E2,40,Mtto general motor 4000H,TEC-ELE,PM01,2.0,2.0,MSOP003E240,,
43,E2,PREV_ELE_SOPLA_MAPNER SM10,TEC-ELE,MSOP003,MSOP003E2,50,Mtto general motor 8000H,TEC-ELE,PM01,2.0,2.0,MSOP003E250,,
44,P1,PRED_CON_SOPLA_MAPNER SM10,TEC-PRD,MSOP003,MSOP003P1,10,Medicion de vibracion de motor 660H,TEC-PRD,PM01,2.0,0.3,MSOP003P110,,
45,P1,PRED_CON_SOPLA_MAPNER SM10,TEC-PRD,MSOP003,MSOP003P1,20,Medicion de termografia de motor 660H,TEC-PRD,PM01,2.0,0.3,MSOP003P120,,
46,M1,INSP_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M1,10,Inspeccion general filtro 1000H,TEC-MEC,PM01,2.0,2.5,MFIL005M110,,
47,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M2,10,Limpieza y lubricacion bastidor 660H,TEC-MEC,PM01,2.0,1.0,MFIL005M210,,
48,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M2,20,Limpieza y lubrica piñon cremallera 660H,TEC-MEC,PM01,2.0,1.0,MFIL005M220,,
49,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M2,30,Limpieza y cambio filtro de aire 8000H,TEC-MEC,PM01,2.0,1.0,MFIL005M230,,
50,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M2,40,Mtto general tanque hidraulico 4000H,TEC-MEC,PM01,2.0,3.5,MFIL005M240,,
51,M3,LUBR_MEC_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-MEC,MFIL005,MFIL005M3,10,Extraccion aceite para analisis 1000H,TEC-MEC,PM01,2.0,0.3,MFIL005M310,,
52,E1,INSP_ELE_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-ELE,MFIL005,MFIL005E1,10,Inspeccion general filtro 6S,TEC-ELE,PM01,2.0,1.1,MFIL005E110,,
53,E2,PREV_ELE_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-ELE,MFIL005,MFIL005E2,10,Mtto panel control y caja conexion 8000H,TEC-ELE,PM01,2.0,0.8,MFIL005E210,,
54,E2,PREV_ELE_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-ELE,MFIL005,MFIL005E2,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,1.8,MFIL005E220,,
55,P1,PRED_CON_FILTR_TORO EQUIPMENT FPSA 47-35,TEC-PRD,MFIL005,MFIL005P1,10,Medicion termografia motor electri 1000H,TEC-PRD,PM01,2.0,0.3,MFIL005P110,,
56,M1,INSP_MEC_COMPR_ WB50100V,TEC-MEC,MCOM009,MCOM009M1,10,Inspeccion general compresor 1000H,TEC-MEC,PM01,2.0,1.0,MCOM009M110,,
57,M2,PREV_MEC_COMPR_ WB50100V,TEC-MEC,MCOM009,MCOM009M2,10,Mantenimiento acumulador de aire 8000H,TEC-MEC,PM01,2.0,4.0,MCOM009M210,,
58,E1,INSP_ELE_COMPR_ WB50100V,TEC-ELE,MCOM009,MCOM009E1,10,Insp gneral motor y cable conexion 6S,TEC-ELE,PM01,2.0,0.5,MCOM009E110,,
59,E2,PREV_ELE_COMPR_ WB50100V,TEC-ELE,MCOM009,MCOM009E2,10,Limpiar la superficie del motor 4000H,TEC-ELE,PM01,2.0,0.5,MCOM009E210,,
60,E2,PREV_ELE_COMPR_ WB50100V,TEC-ELE,MCOM009,MCOM009E2,20,Mtto general motor 8000H,TEC-ELE,PM01,2.0,1.5,MCOM009E220,,
61,P1,PRED_CON_COMPR_ WB50100V,TEC-PRD,MCOM009,MCOM009P1,10,Monitoreo condicion por vibracion 2000H,TEC-PRD,PM01,2.0,1.0,MCOM009P110,,
62,P1,PRED_CON_COMPR_ WB50100V,TEC-PRD,MCOM009,MCOM009P1,20,Monitoreo condicion p termografia 2000H,TEC-PRD,PM01,2.0,1.0,MCOM009P120,,
63,M1,INSP_MEC_MUEST_OUTOTEC MSA 2/80-S,TEC-MEC,MMUE001,MMUE001M1,10,Inspeccion general muestreador 660H,TEC-MEC,PM01,2.0,3.3,MMUE001M110,,
64,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/80-S,TEC-MEC,MMUE001,MMUE001M2,10,Camb cuchills cortador no ajustabl 4000H,TEC-MEC,PM01,2.0,3.0,MMUE001M210,,
65,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/80-S,TEC-MEC,MMUE001,MMUE001M2,20,Camb cuchillas cortador ajustable 4000H,TEC-MEC,PM01,2.0,3.0,MMUE001M220,,
66,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/80-S,TEC-MEC,MMUE001,MMUE001M2,30,Mtto general cuerpo principal 8000H,TEC-MEC,PM01,2.0,10.0,MMUE001M230,,
67,M1,INSP_MEC_MUEST_OUTOTEC MSA 2/50-H,TEC-MEC,MMUE002,MMUE002M1,10,Inspeccion general muestreador 660H,TEC-MEC,PM01,2.0,3.3,MMUE002M110,,
68,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/50-H,TEC-MEC,MMUE002,MMUE002M2,10,Camb cuchills cortador no ajustabl 4000H,TEC-MEC,PM01,2.0,3.0,MMUE002M210,3043806,1
69,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/50-H,TEC-MEC,MMUE002,MMUE002M2,20,Camb cuchillas cortador ajustable 4000H,TEC-MEC,PM01,2.0,3.0,MMUE002M220,3043805,1
70,M2,PREV_MEC_MUEST_OUTOTEC MSA 2/50-H,TEC-MEC,MMUE002,MMUE002M2,30,Mtto general cuerpo principal 8000H,TEC-MEC,PM01,2.0,10.0,MMUE002M230,,
71,M1,INSP_MEC_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-MEC,MFIL006,MFIL006M1,10,Inspeccion general filtro 1000H,TEC-MEC,PM01,2.0,2.5,MFIL006M110,,
72,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-MEC,MFIL006,MFIL006M2,10,Limpieza y lubricacion bastidor 660H,TEC-MEC,PM01,2.0,1.0,MFIL006M210,,
73,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-MEC,MFIL006,MFIL006M2,20,Limpieza y lubrica piñon cremallera 660H,TEC-MEC,PM01,2.0,1.0,MFIL006M220,,
74,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-MEC,MFIL006,MFIL006M2,30,Limpieza y cambio filtro de aire 8000H,TEC-MEC,PM01,2.0,1.0,MFIL006M230,,
75,M2,PREV_MEC_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-MEC,MFIL006,MFIL006M2,40,Mtto general tanque hidraulico 4000H,TEC-MEC,PM01,2.0,3.5,MFIL006M240,,
76,E1,INSP_ELE_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-ELE,MFIL006,MFIL006E1,10,Inspeccion general filtro 6S,TEC-ELE,PM01,2.0,1.1,MFIL006E110,,
77,E2,PREV_ELE_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-ELE,MFIL006,MFIL006E2,10,Mtto panel control y caja conexion 8000H,TEC-ELE,PM01,2.0,0.8,MFIL006E210,,
78,E2,PREV_ELE_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-ELE,MFIL006,MFIL006E2,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,1.8,MFIL006E220,,
79,P1,PRED_CON_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-PRD,MFIL006,MFIL006P1,10,Medicion termografia motor electri 1000H,TEC-PRD,PM01,2.0,0.3,MFIL006P110,,
80,P1,PRED_CON_FILTR_TORO EQUIPMENT FPSA 47-20,TEC-PRD,MFIL006,MFIL006P1,20,Extraccion aceite para analisis 1000H,TEC-PRD,PM01,2.0,0.3,MFIL006P120,,
81,M1,INSP_MEC_COMPR_SCHULZ MSV20 MAX/250,TEC-MEC,MCOM010,MCOM010M1,10,Inspeccion general compresor 1000H,TEC-MEC,PM01,2.0,1.0,MCOM010M110,,
82,M2,PREV_MEC_COMPR_SCHULZ MSV20 MAX/250,TEC-MEC,MCOM010,MCOM010M2,10,Mantenimiento acumulador de aire 8000H,TEC-MEC,PM01,2.0,4.0,MCOM010M210,,
83,E1,INSP_ELE_COMPR_SCHULZ MSV20 MAX/250,TEC-ELE,MCOM010,MCOM010E1,10,Insp gneral motor y cables conex 6S,TEC-ELE,PM01,2.0,0.5,MCOM010E110,,
84,E2,PREV_ELE_COMPR_SCHULZ MSV20 MAX/250,TEC-ELE,MCOM010,MCOM010E2,10,Limpiar la superficie del motor 4000H,TEC-ELE,PM01,2.0,0.5,MCOM010E210,,
85,E2,PREV_ELE_COMPR_SCHULZ MSV20 MAX/250,TEC-ELE,MCOM010,MCOM010E2,20,Mtto general motor 8000H,TEC-ELE,PM01,2.0,1.5,MCOM010E220,,
86,P1,PRED_CON_COMPR_SCHULZ MSV20 MAX/250,TEC-PRD,MCOM010,MCOM010P1,10,Monitoreo condicion por vibracion 2000H,TEC-PRD,PM01,2.0,1.0,MCOM010P110,,
87,P1,PRED_CON_COMPR_SCHULZ MSV20 MAX/250,TEC-PRD,MCOM010,MCOM010P1,20,Monitoreo condicion p termografia 2000H,TEC-PRD,PM01,2.0,1.0,MCOM010P120,,
88,M1,INSP_MEC_VALVU_OUTOTEC PSI 300i,TEC-MEC,MVAL002,MVAL002M1,10,Verific movimien d divisor y fuelle 1M,TEC-MEC,PM01,2.0,0.5,MVAL002M110,,
89,M1,INSP_MEC_VALVU_OUTOTEC PSI 300i,TEC-MEC,MVAL002,MVAL002M1,20,Inspeccion general valvula 1S,TEC-MEC,PM01,2.0,1.0,MVAL002M120,,
90,M2,PREV_MEC_VALVU_OUTOTEC PSI 300i,TEC-MEC,MVAL002,MVAL002M2,10,Limp exterior e interior d deposito 1S,TEC-MEC,PM01,2.0,0.5,MVAL002M210,,
91,M2,PREV_MEC_VALVU_OUTOTEC PSI 300i,TEC-MEC,MVAL002,MVAL002M2,20,Mtto general linea de muestras 1S,TEC-MEC,PM01,2.0,1.0,MVAL002M220,,
92,M3,LUBR_MEC_VALVU_OUTOTEC PSI 300i,TEC-MEC,MVAL002,MVAL002M3,10,Lubric los cojinete d deslizamiento 1M,TEC-MEC,PM01,2.0,0.5,MVAL002M310,,
93,E1,INSP_ELE_VALVU_OUTOTEC PSI 300i,TEC-ELE,MVAL002,MVAL002E1,10,Verific componentes cables d daños 6M,TEC-ELE,PM01,2.0,0.5,MVAL002E110,,
94,E2,PREV_ELE_VALVU_OUTOTEC PSI 300i,TEC-ELE,MVAL002,MVAL002E2,10,Limpiar el pcs de control de sonda 1M,TEC-ELE,PM01,2.0,0.5,MVAL002E210,,
95,I1,INSP_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I1,10,Verific compon y cables d vavulas 6M,TEC-INS,PM01,2.0,0.5,MVAL002I110,,
96,I1,INSP_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I1,20,Verific transmisor particulas (psts) 1S,TEC-INS,PM01,2.0,0.5,MVAL002I120,,
97,I1,INSP_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I1,30,Inspeccion general valvula 1M,TEC-INS,PM01,2.0,2.0,MVAL002I130,,
98,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,10,Camb colect agua d purga y filtro 6M,TEC-INS,PM01,2.0,2.0,MVAL002I210,,
99,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,20,Limpiar el filtro d agua d colector 1S,TEC-INS,PM01,2.0,0.5,MVAL002I220,,
100,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,30,Cambiar el filtro agua de colector 6M,TEC-INS,PM01,2.0,0.5,MVAL002I230,,
101,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,40,Mtto conj. transm tamaño part (psts) 1M,TEC-INS,PM01,2.0,3.0,MVAL002I240,,
102,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,50,Mtto general cuadro de vavulas (vbs) 1M,TEC-INS,PM01,2.0,1.0,MVAL002I250,,
103,I2,PREV_INS_VALVU_OUTOTEC PSI 300i,TEC-INS,MVAL002,MVAL002I2,60,Mtto conj. transm tamaño part (psts) 6M,TEC-INS,PM01,2.0,1.0,MVAL002I260,,
104,M1,INSP_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M1,10,Inspeccion general muestreador 1M,TEC-MEC,PM01,2.0,0.5,MMUE003M110,,
105,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,10,Cambio de aceite del reductor 6M,TEC-MEC,PM01,2.0,2.0,MMUE003M210,,
106,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,20,Insp acople/sujeciones muestreador 1M,TEC-MEC,PM01,2.0,0.3,MMUE003M220,,
107,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,30,Ajuste pernos d acople muestreador 3M,TEC-MEC,PM01,2.0,0.5,MMUE003M230,,
108,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,40,Lub chumaceras cortador de muestr 1M,TEC-MEC,PM01,2.0,0.5,MMUE003M240,,
109,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,50,Camb raspadores/cuchillas cortador 6M,TEC-MEC,PM01,2.0,3.0,MMUE003M250,,
110,M2,PREV_MEC_MUEST_HEATH & SHEERWOOD ARM1200,TEC-MEC,MMUE003,MMUE003M2,60,Mtto general reductor 1M,TEC-MEC,PM01,2.0,1.0,MMUE003M260,,
111,E1,INSP_ELE_MUEST_HEATH & SHEERWOOD ARM1200,TEC-ELE,MMUE003,MMUE003E1,10,Insp gral motor/cables muestreador 1M,TEC-ELE,PM01,2.0,0.5,MMUE003E110,,
112,E2,PREV_ELE_MUEST_HEATH & SHEERWOOD ARM1200,TEC-ELE,MMUE003,MMUE003E2,10,Mtto general motor 2M,TEC-ELE,PM01,2.0,2.0,MMUE003E210,,
113,P1,PRED_CON_MUEST_HEATH & SHEERWOOD ARM1200,TEC-PRD,MMUE003,MMUE003P1,10,Monitoreo vibracion/temp reductor 3M,TEC-PRD,PM01,1.0,0.5,MMUE003P110,,
114,P1,PRED_CON_MUEST_HEATH & SHEERWOOD ARM1200,TEC-PRD,MMUE003,MMUE003P1,20,Monitoreo vibrac/temp de chumacera 3M,TEC-PRD,PM01,1.0,0.5,MMUE003P120,,
115,M1,INSP_MEC_MUEST_OUTOTEC LSA DN300/12,TEC-MEC,MMUE004,MMUE004M1,10,Inspeccion general muestreador 1M,TEC-MEC,PM01,2.0,3.3,MMUE004M110,,
116,M2,PREV_MEC_MUEST_OUTOTEC LSA DN300/12,TEC-MEC,MMUE004,MMUE004M2,10,Camb cuchills cortador no ajustabl 6M,TEC-MEC,PM01,2.0,3.0,MMUE004M210,,
117,M2,PREV_MEC_MUEST_OUTOTEC LSA DN300/12,TEC-MEC,MMUE004,MMUE004M2,20,Camb cuchillas cortador ajustable 6M,TEC-MEC,PM01,2.0,3.0,MMUE004M220,,
118,M2,PREV_MEC_MUEST_OUTOTEC LSA DN300/12,TEC-MEC,MMUE004,MMUE004M2,30,Mtto general cuerpo principal 1A,TEC-MEC,PM01,2.0,10.0,MMUE004M230,3043793,1
119,M1,INSP_MEC_MUEST_OUTOTEC LSA DN250/10,TEC-MEC,MMUE005,MMUE005M1,10,Inspeccion general muestreador 1M,TEC-MEC,PM01,2.0,3.3,MMUE005M110,,
120,M2,PREV_MEC_MUEST_OUTOTEC LSA DN250/10,TEC-MEC,MMUE005,MMUE005M2,10,Camb cuchills cortador no ajustabl 6M,TEC-MEC,PM01,2.0,3.0,MMUE005M210,,
121,M2,PREV_MEC_MUEST_OUTOTEC LSA DN250/10,TEC-MEC,MMUE005,MMUE005M2,20,Camb cuchillas cortador ajustable 6M,TEC-MEC,PM01,2.0,3.0,MMUE005M220,,
122,M2,PREV_MEC_MUEST_OUTOTEC LSA DN250/10,TEC-MEC,MMUE005,MMUE005M2,30,Mtto general cuerpo principal 1A,TEC-MEC,PM01,2.0,10.0,MMUE005M230,3043792,1
123,M1,INSP_MEC_MUEST_OUTOTEC LMC 80,TEC-MEC,MMUE006,MMUE006M1,10,Inspeccion general muestreador 1M,TEC-MEC,PM01,2.0,3.3,MMUE006M110,,
124,M2,PREV_MEC_MUEST_OUTOTEC LMC 80,TEC-MEC,MMUE006,MMUE006M2,10,Camb cuchills cortador no ajustabl 6M,TEC-MEC,PM01,2.0,3.0,MMUE006M210,,
125,M2,PREV_MEC_MUEST_OUTOTEC LMC 80,TEC-MEC,MMUE006,MMUE006M2,20,Camb cuchillas cortador ajustable 6M,TEC-MEC,PM01,2.0,3.0,MMUE006M220,,
126,M2,PREV_MEC_MUEST_OUTOTEC LMC 80,TEC-MEC,MMUE006,MMUE006M2,30,Mtto general cuerpo principal 1A,TEC-MEC,PM01,2.0,10.0,MMUE006M230,,
127,M1,INSP_MEC_MUEST_OUTOTEC MSA 3/140-H,TEC-MEC,MMUE007,MMUE007M1,10,Inspeccion general muestreador 1M,TEC-MEC,PM01,2.0,3.3,MMUE007M110,,
128,M2,PREV_MEC_MUEST_OUTOTEC MSA 3/140-H,TEC-MEC,MMUE007,MMUE007M2,10,Camb cuchills cortador no ajustabl 6M,TEC-MEC,PM01,2.0,3.0,MMUE007M210,,
129,M2,PREV_MEC_MUEST_OUTOTEC MSA 3/140-H,TEC-MEC,MMUE007,MMUE007M2,20,Camb cuchillas cortador ajustable 6M,TEC-MEC,PM01,2.0,3.0,MMUE007M220,,
130,M2,PREV_MEC_MUEST_OUTOTEC MSA 3/140-H,TEC-MEC,MMUE007,MMUE007M2,30,Mtto general cuerpo principal 1A,TEC-MEC,PM01,2.0,10.0,MMUE007M230,,
131,I1,INSP_INS_MUEST_OUTOTEC MSA 3/140-H,TEC-INS,MMUE007,MMUE007I1,10,Insp de instrumentos de muestreador 1M,TEC-INS,PM01,2.0,0.3,MMUE007I110,,
132,I2,PREV_INS_MUEST_OUTOTEC MSA 3/140-H,TEC-INS,MMUE007,MMUE007I2,10,Mtto d instrumentos de muestreador 1A,TEC-INS,PM01,2.0,0.5,MMUE007I210,,
133,I2,PREV_INS_MUEST_OUTOTEC MSA 3/140-H,TEC-INS,MMUE007,MMUE007I2,20,Calibracion del transmisor de ph 1A,TEC-INS,PM01,2.0,0.5,MMUE007I220,,
