,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Material,MCantidad
35,M5,PREV_MEC_BOMBA_PATTERSON 12X8 MAA,TEC-MEC,MBOM089,MBOM089M5,90,Mtto general sistema d lubricacion 8000H,TEC-MEC,PM01,2.0,6.0,MBOM089M590,,
36,M5,PREV_MEC_BOMBA_PATTERSON 12X8 MAA,TEC-MEC,MBOM089,MBOM089M5,100,Mtto general sist de enfriamiento 12000H,TEC-MEC,PM01,2.0,5.0,MBOM089M5100,,
37,I3,INSP_INS_BOMBA_PATTERSON 12X8 MAA,TEC-INS,MBOM089,MBOM089I3,10,Inspeccion general de instrumentos 1M,TEC-INS,PM01,2.0,0.5,MBOM089I310,,
38,I4,PREV_INS_BOMBA_PATTERSON 12X8 MAA,TEC-INS,MBOM089,MBOM089I4,10,Mtto de instrumentos de bomba 8000H,TEC-INS,PM01,2.0,1.0,MBOM089I410,,
39,I4,PREV_INS_BOMBA_PATTERSON 12X8 MAA,TEC-INS,MBOM089,MBOM089I4,20,Contrastacion y/o ajuste d transmi 4000H,TEC-INS,PM01,2.0,1.0,MBOM089I420,,
40,P2,PRED_CON_BOMBA_PATTERSON 12X8 MAA,TEC-PRD,MBOM089,MBOM089P2,10,Alineamiento laser d acople d bomb 8000H,TEC-PRD,PM01,3.0,2.0,MBOM089P210,,
41,P2,PRED_CON_BOMBA_PATTERSON 12X8 MAA,TEC-PRD,MBOM089,MBOM089P2,20,Mtto general soporte de rodamientos 750H,TEC-PRD,PM01,2.0,0.3,MBOM089P220,,
42,M1,INSP_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M1,10,Inspeccion de eje de bomba 8000H,TEC-MEC,PM01,2.0,6.0,MBOM090M110,,
43,M1,INSP_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M1,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,4.9,MBOM090M120,,
44,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,10,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,2.0,6.0,MBOM090M210,,
45,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,20,Cambio de impulsor de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM090M220,3041439,1
46,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,20,Cambio de impulsor de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM090M220,3041394,1
47,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,20,Cambio de impulsor de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM090M220,3041392,1
48,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,20,Cambio de impulsor de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM090M220,3041429,1
49,M2,PREV_MEC_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-MEC,MBOM090,MBOM090M2,30,Camb d aceite d caja d rodamientos 4000H,TEC-MEC,PM01,2.0,2.0,MBOM090M230,2530847,0.45
50,E1,INSP_ELE_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-ELE,MBOM090,MBOM090E1,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM090E110,,
51,E2,PREV_ELE_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-ELE,MBOM090,MBOM090E2,10,Mtto menor de motor de bomba 4000H,TEC-ELE,PM01,2.0,1.0,MBOM090E210,,
52,E2,PREV_ELE_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-ELE,MBOM090,MBOM090E2,20,Mtto preven de arrancador de bomba 8000H,TEC-ELE,PM01,2.0,2.0,MBOM090E220,,
53,E2,PREV_ELE_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-ELE,MBOM090,MBOM090E2,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,4.0,MBOM090E230,,
54,I1,INSP_INS_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-INS,MBOM090,MBOM090I1,10,Inspeccion general de instrumentos 1M,TEC-INS,PM01,2.0,1.0,MBOM090I110,,
55,I2,PREV_INS_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-INS,MBOM090,MBOM090I2,10,Mtto de instrumentos de bomba 8000H,TEC-INS,PM01,2.0,1.0,MBOM090I210,,
56,I2,PREV_INS_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-INS,MBOM090,MBOM090I2,20,Contrastacion y/o ajuste d transmi 4000H,TEC-INS,PM01,2.0,2.0,MBOM090I220,,
57,P1,PRED_CON_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-PRD,MBOM090,MBOM090P1,10,Monitoreo de vibracion de motor 2000H,TEC-PRD,PM01,1.0,0.5,MBOM090P110,,
58,P1,PRED_CON_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-PRD,MBOM090,MBOM090P1,20,Monitoreo de termografia de motor 2000H,TEC-PRD,PM01,1.0,0.5,MBOM090P120,,
59,P1,PRED_CON_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-PRD,MBOM090,MBOM090P1,30,Monitoreo vibracion de bomba 2000H,TEC-PRD,PM01,1.0,0.5,MBOM090P130,,
60,P1,PRED_CON_BOMBA_RUHRPUMPEN CPO 6x4x10H,TEC-PRD,MBOM090,MBOM090P1,40,Monit temperatura de caja de rodam 2000H,TEC-PRD,PM01,1.0,0.5,MBOM090P140,,
61,M1,INSP_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M1,10,Insp mantto de acople de bomba 2000H,TEC-MEC,PM01,1.0,1.0,MBOM091M110,,
62,M1,INSP_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M1,20,Inspeccion general bomba 330H,TEC-MEC,PM01,2.0,0.4,MBOM091M120,,
63,M1,INSP_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M1,30,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.6,MBOM091M130,,
64,M2,PREV_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M2,10,Cambio de impulsor de bomba 4000H,TEC-MEC,PM01,3.0,6.0,MBOM091M210,,
65,M2,PREV_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M2,20,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,18.0,MBOM091M220,,
66,M3,LUBR_MEC_BOMBA_ PU743,TEC-MEC,MBOM091,MBOM091M3,10,Lubric x grasa caja rodamientos 4000H,TEC-MEC,PM01,2.0,0.5,MBOM091M310,,
67,E1,INSP_ELE_BOMBA_ PU743,TEC-ELE,MBOM091,MBOM091E1,10,Inspeccion general de motor 2S,TEC-ELE,PM01,2.0,0.5,MBOM091E110,,
68,E2,PREV_ELE_BOMBA_ PU743,TEC-ELE,MBOM091,MBOM091E2,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,2.0,MBOM091E210,,
69,E2,PREV_ELE_BOMBA_ PU743,TEC-ELE,MBOM091,MBOM091E2,20,Mtto general motor 330H,TEC-ELE,PM01,2.0,0.5,MBOM091E220,,
70,E2,PREV_ELE_BOMBA_ PU743,TEC-ELE,MBOM091,MBOM091E2,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,5.5,MBOM091E230,,
71,P1,PRED_CON_BOMBA_ PU743,TEC-PRD,MBOM091,MBOM091P1,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM091P110,,
72,P1,PRED_CON_BOMBA_ PU743,TEC-PRD,MBOM091,MBOM091P1,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM091P120,,
73,P1,PRED_CON_BOMBA_ PU743,TEC-PRD,MBOM091,MBOM091P1,30,Monit x vibracion caja rodamientos 1500H,TEC-PRD,PM01,1.0,0.3,MBOM091P130,,
74,P1,PRED_CON_BOMBA_ PU743,TEC-PRD,MBOM091,MBOM091P1,40,Monit temperat rodamientos bomba 1500H,TEC-PRD,PM01,1.0,0.3,MBOM091P140,,
75,I5,INSP_INS_BOMBA_NOVAROTORS 1K2,TEC-INS,MBOM054,MBOM054I5,10,Inspeccion d instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM054I510,,
76,I6,PREV_INS_BOMBA_NOVAROTORS 1K2,TEC-INS,MBOM054,MBOM054I6,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM054I610,,
77,M1,INSP_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M1,10,Inspeccion cigüeñal bomba 4000H,TEC-MEC,PM01,1.0,0.3,MBOM092M110,,
78,M1,INSP_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M1,20,Inspeccion general bomba 330H,TEC-MEC,PM01,2.0,0.3,MBOM092M120,,
79,M1,INSP_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M1,30,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM092M130,,
80,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,10,Cambio de acople de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM092M210,,
81,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,20,Cambio aceite reductor velocidad 4000H,TEC-MEC,PM01,2.0,3.0,MBOM092M220,2530836,5.291005291005291
82,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041482,2
83,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041484,1
84,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041489,1
85,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041490,3
86,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041491,3
87,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041493,3
88,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041494,1
89,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041495,12
90,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041496,15
91,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041498,3
92,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041499,3
93,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041500,3
94,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041501,2
95,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041502,2
96,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041503,1
97,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,30,Cambio sellos y empaquetaduras 4000H,TEC-MEC,PM01,3.0,4.0,MBOM092M230,3041504,3
98,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,40,Cambio de elementos de valvulas 8000H,TEC-MEC,PM01,2.0,2.0,MBOM092M240,3041510,6
99,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,40,Cambio de elementos de valvulas 8000H,TEC-MEC,PM01,2.0,2.0,MBOM092M240,3041511,6
100,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,40,Cambio de elementos de valvulas 8000H,TEC-MEC,PM01,2.0,2.0,MBOM092M240,3041512,6
101,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,40,Cambio de elementos de valvulas 8000H,TEC-MEC,PM01,2.0,2.0,MBOM092M240,3041513,6
102,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,50,Cambio aceite de carcasa de bomba 4000H,TEC-MEC,PM01,2.0,5.0,MBOM092M250,2520129,8.730158730158731
103,M2,PREV_MEC_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-MEC,MBOM092,MBOM092M2,60,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM092M260,,
104,E1,INSP_ELE_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-ELE,MBOM092,MBOM092E1,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM092E110,,
105,E2,PREV_ELE_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-ELE,MBOM092,MBOM092E2,10,Mtto preventivo arrancador bomba 4000H,TEC-ELE,PM01,2.0,2.0,MBOM092E210,,
106,E2,PREV_ELE_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-ELE,MBOM092,MBOM092E2,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.5,MBOM092E220,,
107,E3,LUBR_ELE_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-ELE,MBOM092,MBOM092E3,10,Lubricacion de motor de bomba 12000H,TEC-ELE,PM01,2.0,0.5,MBOM092E310,,
108,I1,INSP_INS_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-INS,MBOM092,MBOM092I1,10,Inspeccion d instrumentos de bomba 1M,TEC-INS,PM01,1.0,0.3,MBOM092I110,,
109,I2,PREV_INS_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-INS,MBOM092,MBOM092I2,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,1.0,1.0,MBOM092I210,,
110,P1,PRED_CON_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-PRD,MBOM092,MBOM092P1,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,1.0,MBOM092P110,,
111,P1,PRED_CON_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-PRD,MBOM092,MBOM092P1,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM092P120,,
112,P1,PRED_CON_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-PRD,MBOM092,MBOM092P1,30,Alineamiento laser acople de bomba 4000H,TEC-PRD,PM01,2.0,2.0,MBOM092P130,,
113,P1,PRED_CON_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-PRD,MBOM092,MBOM092P1,40,Monitoreo condicion vibracion 1500H,TEC-PRD,PM01,1.0,0.3,MBOM092P140,,
114,P1,PRED_CON_BOMBA_RUHRPUMPEN RDP100/76.2S11,TEC-PRD,MBOM092,MBOM092P1,50,Monitoreo temperatura rodamientos 1500H,TEC-PRD,PM01,1.0,0.3,MBOM092P150,,
115,M1,INSP_MEC_BOMBA_INBEAT MIN 65/40/160,TEC-MEC,MBOM093,MBOM093M1,10,Verificar desgaste eje de bomba 8000H,TEC-MEC,PM01,1.0,0.5,MBOM093M110,,
116,M1,INSP_MEC_BOMBA_INBEAT MIN 65/40/160,TEC-MEC,MBOM093,MBOM093M1,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.5,MBOM093M120,,
117,M2,PREV_MEC_BOMBA_INBEAT MIN 65/40/160,TEC-MEC,MBOM093,MBOM093M2,10,Verificar ruido y elementos union 660H,TEC-MEC,PM01,2.0,0.3,MBOM093M210,,
118,M2,PREV_MEC_BOMBA_INBEAT MIN 65/40/160,TEC-MEC,MBOM093,MBOM093M2,20,Cambio y alineamiento de acople 8000H,TEC-MEC,PM01,3.0,2.0,MBOM093M220,,
119,E1,INSP_ELE_BOMBA_INBEAT MIN 65/40/160,TEC-ELE,MBOM093,MBOM093E1,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,0.8,MBOM093E110,,
120,E2,PREV_ELE_BOMBA_INBEAT MIN 65/40/160,TEC-ELE,MBOM093,MBOM093E2,10,Mtto del arrancador de motor elec 8000H,TEC-ELE,PM01,2.0,2.0,MBOM093E210,,
121,E2,PREV_ELE_BOMBA_INBEAT MIN 65/40/160,TEC-ELE,MBOM093,MBOM093E2,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM093E220,,
122,I1,INSP_INS_BOMBA_INBEAT MIN 65/40/160,TEC-INS,MBOM093,MBOM093I1,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM093I110,,
123,I2,PREV_INS_BOMBA_INBEAT MIN 65/40/160,TEC-INS,MBOM093,MBOM093I2,10,Limpieza y mtto instrumento bomba 8000H,TEC-INS,PM01,2.0,2.0,MBOM093I210,,
124,P1,PRED_CON_BOMBA_INBEAT MIN 65/40/160,TEC-PRD,MBOM093,MBOM093P1,10,Monitoreo vibracion y temp motor 2000H,TEC-PRD,PM01,2.0,1.0,MBOM093P110,,
125,P1,PRED_CON_BOMBA_INBEAT MIN 65/40/160,TEC-PRD,MBOM093,MBOM093P1,20,Monitoreo vibracion y temperatura 2000H,TEC-PRD,PM01,2.0,1.0,MBOM093P120,,
126,M1,INSP_MEC_BOMBA_INBEAT MIN 50/32/125,TEC-MEC,MBOM094,MBOM094M1,10,Verificar desgaste eje de bomba 8000H,TEC-MEC,PM01,1.0,0.5,MBOM094M110,,
127,M1,INSP_MEC_BOMBA_INBEAT MIN 50/32/125,TEC-MEC,MBOM094,MBOM094M1,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.5,MBOM094M120,,
