,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
414,P1,PRED_CON_FAJA_ CV209,TEC-PRED,MFAJ008,MFAJ008P1,80,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ008P180
415,P1,PRED_CON_FAJA_ CV209,TEC-PRED,MFAJ008,MFAJ008P1,90,Monitoreo cond vibra rodamiento (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ008P190
416,P1,PRED_CON_FAJA_ CV209,TEC-PRED,MFAJ008,MFAJ008P1,100,Monitoreo cond termografia (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ008P1100
417,P1,PRED_CON_FAJA_ CV209,TEC-PRED,MFAJ008,MFAJ008P1,110,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,0.3,MFAJ008P1110
418,P1,PRED_CON_FAJA_ CV209,TEC-PRED,MFAJ008,MFAJ008P1,120,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ008P1120
419,M1,INSP_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M1,10,Inspeccion elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ009M110
420,M1,INSP_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M1,20,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.4,MFAJ009M120
421,M1,INSP_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M1,30,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.8,MFAJ009M130
422,M1,INSP_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M1,40,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.5,MFAJ009M140
423,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,10,Cambio de aceite 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ009M210
424,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ009M220
425,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ009M230
426,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,40,Cambio de banda 16000H,TEC-MEC,PM01,8.0,32.0,MFAJ009M240
427,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ009M250
428,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,60,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ009M260
429,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,70,Cambio polines de impacto 660H,TEC-MEC,PM01,3.0,3.0,MFAJ009M270
430,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,80,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ009M280
431,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,90,Cambio polines en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ009M290
432,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,100,Cambio polines de retorno 660H,TEC-MEC,PM01,3.0,3.0,MFAJ009M2100
433,M2,PREV_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M2,110,Mtto del sistema de contrapeso 40000H,TEC-MEC,PM01,2.0,4.0,MFAJ009M2110
434,M3,LUBR_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M3,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ009M310
435,M3,LUBR_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M3,20,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,0.3,MFAJ009M320
436,M3,LUBR_MEC_FAJA_ CV210,TEC-MEC,MFAJ009,MFAJ009M3,30,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,0.3,MFAJ009M330
437,E1,INSP_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E1,10,Inspeccion de panel control y caja 1M,TEC-ELE,PM01,1.0,1.0,MFAJ009E110
438,E1,INSP_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E1,20,Inspeccion de luminarias 3M,TEC-ELE,PM01,2.0,0.5,MFAJ009E120
439,E1,INSP_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E1,30,Inspeccion general motor 1S,TEC-ELE,PM01,2.0,1.0,MFAJ009E130
440,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ009E210
441,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,20,Mantenimiento Preventivo 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ009E220
442,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,30,Mtto de botonera de campo 8000H,TEC-ELE,PM01,1.0,1.0,MFAJ009E230
443,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,40,Mtto de panel de control 8000H,TEC-ELE,PM01,2.0,2.0,MFAJ009E240
444,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,50,Mtto de caja de conexiones 8000H,TEC-ELE,PM01,2.0,1.0,MFAJ009E250
445,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,60,Mantenimiento menor de motor 4000H,TEC-ELE,PM01,2.0,0.5,MFAJ009E260
446,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,70,Mantenimiento mayor de motor 8000H,TEC-ELE,PM01,2.0,2.0,MFAJ009E270
447,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,80,Mantenimiento de balanza 660H,TEC-ELE,PM01,1.0,3.0,MFAJ009E280
448,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,90,Calibracion de balanza 8000H,TEC-ELE,PM01,2.0,12.0,MFAJ009E290
449,E2,PREV_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E2,100,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.0,MFAJ009E2100
450,E3,LUBR_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E3,10,Lubricacion de motor electrico 6000H,TEC-ELE,PM01,2.0,0.5,MFAJ009E310
451,E3,LUBR_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E3,20,Lubricacion de motor electrico 8000H,TEC-ELE,PM01,2.0,0.5,MFAJ009E320
452,E3,LUBR_ELE_FAJA_ CV210,TEC-ELE,MFAJ009,MFAJ009E3,30,Lubricacion de motor 20000H,TEC-ELE,PM01,2.0,0.5,MFAJ009E330
453,I1,INSP_INS_FAJA_ CV210,TEC-INS,MFAJ009,MFAJ009I1,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,4.0,MFAJ009I110
454,I2,PREV_INS_FAJA_ CV210,TEC-INS,MFAJ009,MFAJ009I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ009I210
455,I2,PREV_INS_FAJA_ CV210,TEC-INS,MFAJ009,MFAJ009I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,7.0,MFAJ009I220
456,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ009P110
457,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ009P120
458,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,30,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P130
459,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,40,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P140
460,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,50,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P150
461,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,60,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P160
462,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P170
463,P1,PRED_CON_FAJA_ CV210,TEC-PRED,MFAJ009,MFAJ009P1,80,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ009P180
464,M1,INSP_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M1,10,Inspeccion elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ010M110
465,M1,INSP_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M1,20,Inspeccion sistema de contrapeso 1000H,TEC-MEC,PM01,1.0,0.3,MFAJ010M120
466,M1,INSP_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M1,30,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.8,MFAJ010M130
467,M1,INSP_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M1,40,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.6,MFAJ010M140
468,M1,INSP_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M1,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.9,MFAJ010M150
469,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,10,Cambio de aceite 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ010M210
470,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ010M220
471,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ010M230
472,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,40,Cambio de banda 16000H,TEC-MEC,PM01,8.0,24.0,MFAJ010M240
473,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ010M250
474,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,60,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ010M260
475,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,70,Cambio de la polea (4) 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ010M270
476,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,80,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ010M280
477,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,90,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ010M290
478,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,100,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ010M2100
479,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,110,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ010M2110
480,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,120,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ010M2120
481,M2,PREV_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M2,130,Mtto del sistema de contrapeso 4000H,TEC-MEC,PM01,2.0,4.0,MFAJ010M2130
482,M3,LUBR_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M3,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ010M310
483,M3,LUBR_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M3,20,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ010M320
484,M3,LUBR_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M3,30,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ010M330
485,M3,LUBR_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M3,40,Lubricacion por grasa (4) 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ010M340
486,M3,LUBR_MEC_FAJA_ CV301,TEC-MEC,MFAJ010,MFAJ010M3,50,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ010M350
487,E1,INSP_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E1,10,Inspeccion equipos de iluminacion 3M,TEC-ELE,PM01,2.0,0.5,MFAJ010E110
488,E1,INSP_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E1,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ010E120
489,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ010E210
490,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,20,Mantenimiento Preventivo 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ010E220
491,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,30,Mtto botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ010E230
492,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,40,Mtto panel de control 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ010E240
493,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,50,Mtto cajas de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ010E250
494,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,60,Mantenimiento menor de motor 4000H,TEC-ELE,PM01,2.0,0.5,MFAJ010E260
495,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,70,Mantenimiento mayor de motor 8000H,TEC-ELE,PM01,2.0,2.0,MFAJ010E270
496,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,80,Mantenimiento de balanza 660H,TEC-ELE,PM01,1.0,3.0,MFAJ010E280
497,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,90,Calibracion de balanza 4000H,TEC-ELE,PM01,2.0,12.0,MFAJ010E290
498,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,100,Mtto de detector de metales 660H,TEC-ELE,PM01,2.0,2.0,MFAJ010E2100
499,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,110,Calibracion de detector de metales 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ010E2110
500,E2,PREV_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E2,120,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.0,MFAJ010E2120
501,E3,LUBR_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E3,10,Lubricacion motor electrico 8000H,TEC-ELE,PM01,2.0,0.5,MFAJ010E310
502,E3,LUBR_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E3,20,Lubricacion motor electrico 10000H,TEC-ELE,PM01,2.0,0.5,MFAJ010E320
503,E3,LUBR_ELE_FAJA_ CV301,TEC-ELE,MFAJ010,MFAJ010E3,30,Lubricacion de motor 20000H,TEC-ELE,PM01,2.0,0.5,MFAJ010E330
504,I1,INSP_INS_FAJA_ CV301,TEC-INS,MFAJ010,MFAJ010I1,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,3.0,MFAJ010I110
505,I2,PREV_INS_FAJA_ CV301,TEC-INS,MFAJ010,MFAJ010I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ010I210
506,I2,PREV_INS_FAJA_ CV301,TEC-INS,MFAJ010,MFAJ010I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,5.5,MFAJ010I220
507,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ010P110
508,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ010P120
509,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,30,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P130
510,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,40,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P140
511,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,50,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P150
512,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,60,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P160
513,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P170
514,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,80,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P180
515,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,90,Monitoreo condicion  vibracion(4) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P190
516,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,100,Monitoreo cond termografia (4) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P1100
517,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,110,Monitoreo condicion por vibracion  660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P1110
518,P1,PRED_CON_FAJA_ CV301,TEC-PRED,MFAJ010,MFAJ010P1,120,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ010P1120
519,M1,INSP_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M1,10,Inspeccion de elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ011M110
520,M1,INSP_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M1,20,Inspeccion sistema de contrapeso 1000H,TEC-MEC,PM01,1.0,0.3,MFAJ011M120
521,M1,INSP_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M1,30,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.4,MFAJ011M130
522,M1,INSP_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M1,40,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.6,MFAJ011M140
523,M1,INSP_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M1,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.5,MFAJ011M150
524,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,10,Cambio de aceite 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ011M210
525,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ011M220
526,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ011M230
527,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,40,Cambio de banda 16000H,TEC-MEC,PM01,6.0,72.0,MFAJ011M240
528,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ011M250
529,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,60,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ011M260
530,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,70,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ011M270
531,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,80,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ011M280
532,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,90,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ011M290
533,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,100,Cambio de polines 660H,TEC-MEC,PM01,3.0,3.0,MFAJ011M2100
534,M2,PREV_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M2,110,Mtto sistema de contrapeso 4000H,TEC-MEC,PM01,2.0,4.0,MFAJ011M2110
535,M3,LUBR_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M3,10,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ011M310
536,M3,LUBR_MEC_FAJA_ CV302,TEC-MEC,MFAJ011,MFAJ011M3,20,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ011M320
537,E1,INSP_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E1,10,Inspeccion de luminarias 3M,TEC-ELE,PM01,2.0,0.5,MFAJ011E110
538,E1,INSP_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E1,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ011E120
539,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ011E210
540,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,20,Mantenimiento Preventivo 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ011E220
541,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,30,Mtto de botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ011E230
542,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,40,Mtto de panel de control 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ011E240
543,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,50,Mtto cajas de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ011E250
544,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,60,Mtto menor de motor ventilador 4000H,TEC-ELE,PM01,2.0,0.5,MFAJ011E260
545,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,70,Mtto mayor de motor ventilador 8000H,TEC-ELE,PM01,2.0,1.0,MFAJ011E270
546,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,80,Mantenimiento de balanza 660H,TEC-ELE,PM01,1.0,3.0,MFAJ011E280
547,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,90,Calibracion de balanza 4000H,TEC-ELE,PM01,2.0,12.0,MFAJ011E290
548,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,100,Mtto de detector de metales 660H,TEC-ELE,PM01,2.0,2.0,MFAJ011E2100
549,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,110,Calibracion de detector de metales 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ011E2110
550,E2,PREV_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E2,120,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.0,MFAJ011E2120
551,E3,LUBR_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E3,10,Lubricacion motor electrico 6000H,TEC-ELE,PM01,2.0,0.5,MFAJ011E310
552,E3,LUBR_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E3,20,Lubricacion motor electrico 8000H,TEC-ELE,PM01,2.0,0.5,MFAJ011E320
553,E3,LUBR_ELE_FAJA_ CV302,TEC-ELE,MFAJ011,MFAJ011E3,30,Lubricacion de motor ventilador 20000H,TEC-ELE,PM01,2.0,0.5,MFAJ011E330
554,I1,INSP_INS_FAJA_ CV302,TEC-INS,MFAJ011,MFAJ011I1,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,4.0,MFAJ011I110
555,I2,PREV_INS_FAJA_ CV302,TEC-INS,MFAJ011,MFAJ011I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ011I210
556,I2,PREV_INS_FAJA_ CV302,TEC-INS,MFAJ011,MFAJ011I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,7.0,MFAJ011I220
557,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,10,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ011P110
558,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ011P120
559,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,30,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,0.3,MFAJ011P130
560,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,40,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ011P140
561,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,50,Extraccion de muestra de aceite 660H,TEC-PRED,PM01,1.0,0.3,MFAJ011P150
562,P1,PRED_CON_FAJA_ CV302,TEC-PRED,MFAJ011,MFAJ011P1,60,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,0.3,MFAJ011P160
