,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
34,I2,PREV_INS_FAJA_ CV202,TEC-INS,MFAJ001,MFAJ001I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ001I210
35,I2,PREV_INS_FAJA_ CV202,TEC-INS,MFAJ001,MFAJ001I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,5.5,MFAJ001I220
36,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ001P110
37,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ001P120
38,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,30,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P130
39,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,40,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P140
40,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,50,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P150
41,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,60,Monitoreo condicion termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P160
42,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P170
43,P1,PRED_CON_FAJA_ CV202,TEC-PRED,MFAJ001,MFAJ001P1,80,Monitoreo cond por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ001P180
44,M1,INSP_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M1,10,Mtto del sistema de contrapeso 4000H,TEC-MEC,PM01,2.0,4.0,MFAJ002M110
45,M1,INSP_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M1,20,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,2.1,MFAJ002M120
46,M1,INSP_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M1,30,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.5,MFAJ002M130
47,M1,INSP_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M1,40,Inspeccion general faja 1000H,TEC-MEC,PM01,2.0,0.3,MFAJ002M140
48,M1,INSP_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M1,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,1.4,MFAJ002M150
49,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,10,Cambio de aceite 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ002M210
50,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M220
51,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ002M230
52,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,40,Cambio de banda 16000H,TEC-MEC,PM01,6.0,72.0,MFAJ002M240
53,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,50,Cambio de la polea de transmision 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M250
54,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,60,Cambio de la polea cabeza 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M260
55,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,70,Cambio de la polea cola 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M270
56,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,80,Cambio de la polea (2) 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M280
57,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,90,Cambio de la polea deflectora HT 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M290
58,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,100,Cambio de la polea tensora 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ002M2100
59,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,110,Cambio polines de impacto 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2110
60,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,120,Cambio de polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2120
61,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,130,Cambio polines de retorno en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2130
62,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,140,Cambio polines de retorno plano 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2140
63,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,150,Cambio del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2150
64,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,160,Cambio de las placas del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2160
65,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M2,170,Cambio de las placas del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2170
66,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ002M310
67,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,20,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M320
68,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,30,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M330
69,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,40,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M340
70,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,50,Lubricacion por grasa (2) 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M350
71,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,60,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M360
72,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,MFAJ002,MFAJ002M3,70,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M370
73,E1,INSP_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E1,10,Inspeccion de iluminacion 3M,TEC-ELE,PM01,2.0,0.5,MFAJ002E110
74,E1,INSP_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E1,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ002E120
75,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E210
76,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,20,Mtto botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ002E220
77,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,30,Mantenimiento de panel de control 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E230
78,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,40,Mantenimiento caja de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E240
79,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,50,Mtto general motor 4000H,TEC-ELE,PM01,2.0,4.5,MFAJ002E250
80,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,60,Mtto general sistema de enfriamiento 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E260
81,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E2,70,Mtto general sistema de enfriamiento 8000H,TEC-ELE,PM01,2.0,4.0,MFAJ002E270
82,E3,LUBR_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E3,10,Lubricacion de motor electrico 4500H,TEC-ELE,PM01,2.0,0.5,MFAJ002E310
83,E3,LUBR_ELE_FAJA_ CV203,TEC-ELE,MFAJ002,MFAJ002E3,20,Lubricacion general sistema de enfriamiento 20000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E320
84,I1,INSP_INS_FAJA_ CV203,TEC-INS,MFAJ002,MFAJ002I1,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,6.3,MFAJ002I110
85,I2,PREV_INS_FAJA_ CV203,TEC-INS,MFAJ002,MFAJ002I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ002I210
86,I2,PREV_INS_FAJA_ CV203,TEC-INS,MFAJ002,MFAJ002I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,6.5,MFAJ002I220
87,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ002P110
88,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ002P120
89,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,30,Monitoreo cond vibracion rod 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P130
90,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,40,Monitoreo cond termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P140
91,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,50,Monitoreo cond vibracion rod 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P150
92,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,60,Monitoreo cond termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P160
93,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P170
94,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,80,Monitoreo de condicion termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P180
95,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,90,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P190
96,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,100,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1100
97,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,110,Monitoreo cond vibr rodamiento (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1110
98,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,120,Monitoreo cond por termografia (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1120
99,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,130,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1130
100,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,140,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1140
101,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,150,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1150
102,P1,PRED_CON_FAJA_ CV203,TEC-PRED,MFAJ002,MFAJ002P1,160,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1160
103,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M1,10,Inspeccion de elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ003M110
104,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M1,20,Inspeccion del sistema contrapeso 1000H,TEC-MEC,PM01,1.0,0.3,MFAJ003M120
105,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M1,30,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.8,MFAJ003M130
106,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M1,40,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.6,MFAJ003M140
107,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M1,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.9,MFAJ003M150
108,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,10,Cambio de aceite de reductor 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ003M210
109,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ003M220
110,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ003M230
111,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,40,Cambio de banda 16000H,TEC-MEC,PM01,6.0,32.0,MFAJ003M240
112,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M250
113,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,60,Cambio de la polea cola 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M260
114,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,70,Cambio de la polea (2) 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M270
115,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,80,Cambio de la polea tensora 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M280
116,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,90,Cambio polines de impacto 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M290
117,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,100,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2100
118,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,110,Cambio polines de retorno en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2110
119,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,120,Cambio polines de retorno 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2120
120,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M2,130,Mtto del sistema de contrapeso 4000H,TEC-MEC,PM01,2.0,4.0,MFAJ003M2130
121,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M3,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ003M310
122,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M3,20,Lubricacion por grasa polea cabeza 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M320
123,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M3,30,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M330
124,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M3,40,Lubricacion por grasa (2) 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M340
125,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,MFAJ003,MFAJ003M3,50,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M350
126,E1,INSP_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E1,10,Inspeccion de iluminacion 3M,TEC-ELE,PM01,2.0,0.5,MFAJ003E110
127,E1,INSP_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E1,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ003E120
128,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E210
129,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,20,Mtto Preventivo de variador 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E220
130,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,30,Mtto de botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ003E230
131,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,40,Mantenimiento de panel de control 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E240
132,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,50,Mantenimiento caja de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E250
133,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,60,Mantenimiento menor de motor 4000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E260
134,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,70,Mantenimiento mayor de motor 8000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E270
135,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,80,Mtto de detector de metales 660H,TEC-ELE,PM01,2.0,2.0,MFAJ003E280
136,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,90,Calibracion de detector de metales 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E290
137,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E2,100,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.0,MFAJ003E2100
138,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E3,10,Lubricacion del motor electrico 8000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E310
139,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E3,20,Lubricacion del motor electrico 10000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E320
140,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,MFAJ003,MFAJ003E3,30,Lubricacion de motor 20000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E330
141,I1,INSP_INS_FAJA_ CV204,TEC-INS,MFAJ003,MFAJ003I1,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,2.5,MFAJ003I110
142,I2,PREV_INS_FAJA_ CV204,TEC-INS,MFAJ003,MFAJ003I2,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ003I210
143,I2,PREV_INS_FAJA_ CV204,TEC-INS,MFAJ003,MFAJ003I2,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,5.0,MFAJ003I220
144,P1,PRED_CON_FAJA_ CV204,TEC-PRED,MFAJ003,MFAJ003P1,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ003P110
145,P1,PRED_CON_FAJA_ CV204,TEC-PRED,MFAJ003,MFAJ003P1,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ003P120
146,P1,PRED_CON_FAJA_ CV204,TEC-PRED,MFAJ003,MFAJ003P1,30,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P130
