,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
148,I2,PREV_INS_CHUTE_ CH304,TEC-INS,MCHU004,MCHU004I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU004I210
149,I2,PREV_INS_CHUTE_ CH304,TEC-INS,MCHU004,MCHU004I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU004I220
150,M1,INSP_MEC_CHUTE_ CH305,TEC-MEC,MCHU005,MCHU005M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU005M110
151,M2,PREV_MEC_CHUTE_ CH305,TEC-MEC,MCHU005,MCHU005M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU005M210
152,M2,PREV_MEC_CHUTE_ CH305,TEC-MEC,MCHU005,MCHU005M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU005M220
153,I1,INSP_INS_CHUTE_ CH305,TEC-INS,MCHU005,MCHU005I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU005I110
154,I2,PREV_INS_CHUTE_ CH305,TEC-INS,MCHU005,MCHU005I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU005I210
155,I2,PREV_INS_CHUTE_ CH305,TEC-INS,MCHU005,MCHU005I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU005I220
156,M1,INSP_MEC_CHUTE_ CH306,TEC-MEC,MCHU006,MCHU006M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU006M110
157,M2,PREV_MEC_CHUTE_ CH306,TEC-MEC,MCHU006,MCHU006M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU006M210
158,M2,PREV_MEC_CHUTE_ CH306,TEC-MEC,MCHU006,MCHU006M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU006M220
159,I1,INSP_INS_CHUTE_ CH306,TEC-INS,MCHU006,MCHU006I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU006I110
160,I2,PREV_INS_CHUTE_ CH306,TEC-INS,MCHU006,MCHU006I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU006I210
161,I2,PREV_INS_CHUTE_ CH306,TEC-INS,MCHU006,MCHU006I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU006I220
162,M1,INSP_MEC_CHUTE_ CH307,TEC-MEC,MCHU007,MCHU007M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU007M110
163,M2,PREV_MEC_CHUTE_ CH307,TEC-MEC,MCHU007,MCHU007M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU007M210
164,M2,PREV_MEC_CHUTE_ CH307,TEC-MEC,MCHU007,MCHU007M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU007M220
165,I1,INSP_INS_CHUTE_ CH307,TEC-INS,MCHU007,MCHU007I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU007I110
166,I2,PREV_INS_CHUTE_ CH307,TEC-INS,MCHU007,MCHU007I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU007I210
167,I2,PREV_INS_CHUTE_ CH307,TEC-INS,MCHU007,MCHU007I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU007I220
168,M1,INSP_MEC_CHUTE_ CH308,TEC-MEC,MCHU008,MCHU008M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU008M110
169,M2,PREV_MEC_CHUTE_ CH308,TEC-MEC,MCHU008,MCHU008M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU008M210
170,M2,PREV_MEC_CHUTE_ CH308,TEC-MEC,MCHU008,MCHU008M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU008M220
171,I1,INSP_INS_CHUTE_ CH308,TEC-INS,MCHU008,MCHU008I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU008I110
172,I2,PREV_INS_CHUTE_ CH308,TEC-INS,MCHU008,MCHU008I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU008I210
173,I2,PREV_INS_CHUTE_ CH308,TEC-INS,MCHU008,MCHU008I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU008I220
174,M1,INSP_MEC_CHUTE_ CH309,TEC-MEC,MCHU009,MCHU009M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU009M110
175,M2,PREV_MEC_CHUTE_ CH309,TEC-MEC,MCHU009,MCHU009M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU009M210
176,M2,PREV_MEC_CHUTE_ CH309,TEC-MEC,MCHU009,MCHU009M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU009M220
177,I1,INSP_INS_CHUTE_ CH309,TEC-INS,MCHU009,MCHU009I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU009I110
178,I2,PREV_INS_CHUTE_ CH309,TEC-INS,MCHU009,MCHU009I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU009I210
179,I2,PREV_INS_CHUTE_ CH309,TEC-INS,MCHU009,MCHU009I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU009I220
180,M1,INSP_MEC_CHUTE_ CH310,TEC-MEC,MCHU010,MCHU010M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU010M110
181,M2,PREV_MEC_CHUTE_ CH310,TEC-MEC,MCHU010,MCHU010M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU010M210
182,M2,PREV_MEC_CHUTE_ CH310,TEC-MEC,MCHU010,MCHU010M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU010M220
183,I1,INSP_INS_CHUTE_ CH310,TEC-INS,MCHU010,MCHU010I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU010I110
184,I2,PREV_INS_CHUTE_ CH310,TEC-INS,MCHU010,MCHU010I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU010I210
185,I2,PREV_INS_CHUTE_ CH310,TEC-INS,MCHU010,MCHU010I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU010I220
186,M1,INSP_MEC_CHUTE_ CH344,TEC-MEC,MCHU011,MCHU011M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU011M110
187,M2,PREV_MEC_CHUTE_ CH344,TEC-MEC,MCHU011,MCHU011M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU011M210
188,M2,PREV_MEC_CHUTE_ CH344,TEC-MEC,MCHU011,MCHU011M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU011M220
189,I1,INSP_INS_CHUTE_ CH344,TEC-INS,MCHU011,MCHU011I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU011I110
190,I2,PREV_INS_CHUTE_ CH344,TEC-INS,MCHU011,MCHU011I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU011I210
191,I2,PREV_INS_CHUTE_ CH344,TEC-INS,MCHU011,MCHU011I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU011I220
192,M1,INSP_MEC_CHUTE_ CH345,TEC-MEC,MCHU012,MCHU012M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU012M110
193,M2,PREV_MEC_CHUTE_ CH345,TEC-MEC,MCHU012,MCHU012M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU012M210
194,M2,PREV_MEC_CHUTE_ CH345,TEC-MEC,MCHU012,MCHU012M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU012M220
195,I1,INSP_INS_CHUTE_ CH345,TEC-INS,MCHU012,MCHU012I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU012I110
196,I2,PREV_INS_CHUTE_ CH345,TEC-INS,MCHU012,MCHU012I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU012I210
197,I2,PREV_INS_CHUTE_ CH345,TEC-INS,MCHU012,MCHU012I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU012I220
198,M1,INSP_MEC_CHUTE_ CH346,TEC-MEC,MCHU013,MCHU013M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU013M110
199,M2,PREV_MEC_CHUTE_ CH346,TEC-MEC,MCHU013,MCHU013M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU013M210
200,M2,PREV_MEC_CHUTE_ CH346,TEC-MEC,MCHU013,MCHU013M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU013M220
201,I1,INSP_INS_CHUTE_ CH346,TEC-INS,MCHU013,MCHU013I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU013I110
202,I2,PREV_INS_CHUTE_ CH346,TEC-INS,MCHU013,MCHU013I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU013I210
203,I2,PREV_INS_CHUTE_ CH346,TEC-INS,MCHU013,MCHU013I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU013I220
204,M1,INSP_MEC_CHUTE_ CH347,TEC-MEC,MCHU014,MCHU014M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU014M110
205,M2,PREV_MEC_CHUTE_ CH347,TEC-MEC,MCHU014,MCHU014M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU014M210
206,M2,PREV_MEC_CHUTE_ CH347,TEC-MEC,MCHU014,MCHU014M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU014M220
207,I1,INSP_INS_CHUTE_ CH347,TEC-INS,MCHU014,MCHU014I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU014I110
208,I2,PREV_INS_CHUTE_ CH347,TEC-INS,MCHU014,MCHU014I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU014I210
209,I2,PREV_INS_CHUTE_ CH347,TEC-INS,MCHU014,MCHU014I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU014I220
210,M1,INSP_MEC_CHUTE_ CH348,TEC-MEC,MCHU015,MCHU015M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU015M110
211,M2,PREV_MEC_CHUTE_ CH348,TEC-MEC,MCHU015,MCHU015M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU015M210
212,M2,PREV_MEC_CHUTE_ CH348,TEC-MEC,MCHU015,MCHU015M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU015M220
213,I1,INSP_INS_CHUTE_ CH348,TEC-INS,MCHU015,MCHU015I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU015I110
214,I2,PREV_INS_CHUTE_ CH348,TEC-INS,MCHU015,MCHU015I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU015I210
215,I2,PREV_INS_CHUTE_ CH348,TEC-INS,MCHU015,MCHU015I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU015I220
216,M1,INSP_MEC_CHUTE_ CH350,TEC-MEC,MCHU016,MCHU016M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU016M110
217,M2,PREV_MEC_CHUTE_ CH350,TEC-MEC,MCHU016,MCHU016M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU016M210
218,M2,PREV_MEC_CHUTE_ CH350,TEC-MEC,MCHU016,MCHU016M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU016M220
219,I1,INSP_INS_CHUTE_ CH350,TEC-INS,MCHU016,MCHU016I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU016I110
220,I2,PREV_INS_CHUTE_ CH350,TEC-INS,MCHU016,MCHU016I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU016I210
221,I2,PREV_INS_CHUTE_ CH350,TEC-INS,MCHU016,MCHU016I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU016I220
222,M1,INSP_MEC_CHUTE_ CH311,TEC-MEC,MCHU017,MCHU017M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU017M110
223,M2,PREV_MEC_CHUTE_ CH311,TEC-MEC,MCHU017,MCHU017M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU017M210
224,M2,PREV_MEC_CHUTE_ CH311,TEC-MEC,MCHU017,MCHU017M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU017M220
225,I1,INSP_INS_CHUTE_ CH311,TEC-INS,MCHU017,MCHU017I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU017I110
226,I2,PREV_INS_CHUTE_ CH311,TEC-INS,MCHU017,MCHU017I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU017I210
227,I2,PREV_INS_CHUTE_ CH311,TEC-INS,MCHU017,MCHU017I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU017I220
228,M1,INSP_MEC_CHUTE_ CH312,TEC-MEC,MCHU018,MCHU018M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU018M110
229,M2,PREV_MEC_CHUTE_ CH312,TEC-MEC,MCHU018,MCHU018M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU018M210
230,M2,PREV_MEC_CHUTE_ CH312,TEC-MEC,MCHU018,MCHU018M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU018M220
231,I1,INSP_INS_CHUTE_ CH312,TEC-INS,MCHU018,MCHU018I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU018I110
232,I2,PREV_INS_CHUTE_ CH312,TEC-INS,MCHU018,MCHU018I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU018I210
233,I2,PREV_INS_CHUTE_ CH312,TEC-INS,MCHU018,MCHU018I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU018I220
234,M1,INSP_MEC_CHUTE_ CH313,TEC-MEC,MCHU019,MCHU019M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU019M110
235,M2,PREV_MEC_CHUTE_ CH313,TEC-MEC,MCHU019,MCHU019M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU019M210
236,M2,PREV_MEC_CHUTE_ CH313,TEC-MEC,MCHU019,MCHU019M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU019M220
237,I1,INSP_INS_CHUTE_ CH313,TEC-INS,MCHU019,MCHU019I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU019I110
238,I2,PREV_INS_CHUTE_ CH313,TEC-INS,MCHU019,MCHU019I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU019I210
239,I2,PREV_INS_CHUTE_ CH313,TEC-INS,MCHU019,MCHU019I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU019I220
240,M1,INSP_MEC_CHUTE_ CH314,TEC-MEC,MCHU020,MCHU020M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU020M110
241,M2,PREV_MEC_CHUTE_ CH314,TEC-MEC,MCHU020,MCHU020M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU020M210
242,M2,PREV_MEC_CHUTE_ CH314,TEC-MEC,MCHU020,MCHU020M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU020M220
243,I1,INSP_INS_CHUTE_ CH314,TEC-INS,MCHU020,MCHU020I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU020I110
244,I2,PREV_INS_CHUTE_ CH314,TEC-INS,MCHU020,MCHU020I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU020I210
245,I2,PREV_INS_CHUTE_ CH314,TEC-INS,MCHU020,MCHU020I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU020I220
246,M1,INSP_MEC_CHUTE_ CH315,TEC-MEC,MCHU021,MCHU021M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU021M110
247,M2,PREV_MEC_CHUTE_ CH315,TEC-MEC,MCHU021,MCHU021M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU021M210
248,M2,PREV_MEC_CHUTE_ CH315,TEC-MEC,MCHU021,MCHU021M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU021M220
249,I1,INSP_INS_CHUTE_ CH315,TEC-INS,MCHU021,MCHU021I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU021I110
250,I2,PREV_INS_CHUTE_ CH315,TEC-INS,MCHU021,MCHU021I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU021I210
251,I2,PREV_INS_CHUTE_ CH315,TEC-INS,MCHU021,MCHU021I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU021I220
252,M1,INSP_MEC_CHUTE_ CH316,TEC-MEC,MCHU022,MCHU022M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU022M110
253,M2,PREV_MEC_CHUTE_ CH316,TEC-MEC,MCHU022,MCHU022M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU022M210
254,M2,PREV_MEC_CHUTE_ CH316,TEC-MEC,MCHU022,MCHU022M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU022M220
255,I1,INSP_INS_CHUTE_ CH316,TEC-INS,MCHU022,MCHU022I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU022I110
256,I2,PREV_INS_CHUTE_ CH316,TEC-INS,MCHU022,MCHU022I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU022I210
257,I2,PREV_INS_CHUTE_ CH316,TEC-INS,MCHU022,MCHU022I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU022I220
258,M1,INSP_MEC_CHUTE_ CH317,TEC-MEC,MCHU023,MCHU023M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU023M110
259,M2,PREV_MEC_CHUTE_ CH317,TEC-MEC,MCHU023,MCHU023M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU023M210
260,M2,PREV_MEC_CHUTE_ CH317,TEC-MEC,MCHU023,MCHU023M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU023M220
261,I1,INSP_INS_CHUTE_ CH317,TEC-INS,MCHU023,MCHU023I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU023I110
262,I2,PREV_INS_CHUTE_ CH317,TEC-INS,MCHU023,MCHU023I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU023I210
263,I2,PREV_INS_CHUTE_ CH317,TEC-INS,MCHU023,MCHU023I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU023I220
264,M1,INSP_MEC_CHUTE_ CH318,TEC-MEC,MCHU024,MCHU024M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU024M110
265,M2,PREV_MEC_CHUTE_ CH318,TEC-MEC,MCHU024,MCHU024M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU024M210
266,M2,PREV_MEC_CHUTE_ CH318,TEC-MEC,MCHU024,MCHU024M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU024M220
267,I1,INSP_INS_CHUTE_ CH318,TEC-INS,MCHU024,MCHU024I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU024I110
268,I2,PREV_INS_CHUTE_ CH318,TEC-INS,MCHU024,MCHU024I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU024I210
269,I2,PREV_INS_CHUTE_ CH318,TEC-INS,MCHU024,MCHU024I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU024I220
270,M1,INSP_MEC_CHUTE_ CH319,TEC-MEC,MCHU025,MCHU025M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU025M110
271,M2,PREV_MEC_CHUTE_ CH319,TEC-MEC,MCHU025,MCHU025M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU025M210
272,M2,PREV_MEC_CHUTE_ CH319,TEC-MEC,MCHU025,MCHU025M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU025M220
273,I1,INSP_INS_CHUTE_ CH319,TEC-INS,MCHU025,MCHU025I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU025I110
274,I2,PREV_INS_CHUTE_ CH319,TEC-INS,MCHU025,MCHU025I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU025I210
275,I2,PREV_INS_CHUTE_ CH319,TEC-INS,MCHU025,MCHU025I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU025I220
276,M1,INSP_MEC_CHUTE_ CH320,TEC-MEC,MCHU026,MCHU026M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU026M110
277,M2,PREV_MEC_CHUTE_ CH320,TEC-MEC,MCHU026,MCHU026M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU026M210
278,M2,PREV_MEC_CHUTE_ CH320,TEC-MEC,MCHU026,MCHU026M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU026M220
279,I1,INSP_INS_CHUTE_ CH320,TEC-INS,MCHU026,MCHU026I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU026I110
280,I2,PREV_INS_CHUTE_ CH320,TEC-INS,MCHU026,MCHU026I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU026I210
281,I2,PREV_INS_CHUTE_ CH320,TEC-INS,MCHU026,MCHU026I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU026I220
282,M1,INSP_MEC_CHUTE_ CH321,TEC-MEC,MCHU027,MCHU027M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU027M110
283,M2,PREV_MEC_CHUTE_ CH321,TEC-MEC,MCHU027,MCHU027M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU027M210
284,M2,PREV_MEC_CHUTE_ CH321,TEC-MEC,MCHU027,MCHU027M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU027M220
285,I1,INSP_INS_CHUTE_ CH321,TEC-INS,MCHU027,MCHU027I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU027I110
286,I2,PREV_INS_CHUTE_ CH321,TEC-INS,MCHU027,MCHU027I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU027I210
287,I2,PREV_INS_CHUTE_ CH321,TEC-INS,MCHU027,MCHU027I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU027I220
288,M1,INSP_MEC_CHUTE_ CH322,TEC-MEC,MCHU028,MCHU028M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU028M110
289,M2,PREV_MEC_CHUTE_ CH322,TEC-MEC,MCHU028,MCHU028M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU028M210
290,M2,PREV_MEC_CHUTE_ CH322,TEC-MEC,MCHU028,MCHU028M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU028M220
291,I1,INSP_INS_CHUTE_ CH322,TEC-INS,MCHU028,MCHU028I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU028I110
292,I2,PREV_INS_CHUTE_ CH322,TEC-INS,MCHU028,MCHU028I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU028I210
293,I2,PREV_INS_CHUTE_ CH322,TEC-INS,MCHU028,MCHU028I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU028I220
294,M1,INSP_MEC_CHUTE_ CH342,TEC-MEC,MCHU029,MCHU029M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU029M110
295,M2,PREV_MEC_CHUTE_ CH342,TEC-MEC,MCHU029,MCHU029M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU029M210
296,M2,PREV_MEC_CHUTE_ CH342,TEC-MEC,MCHU029,MCHU029M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU029M220
297,I1,INSP_INS_CHUTE_ CH342,TEC-INS,MCHU029,MCHU029I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU029I110
298,I2,PREV_INS_CHUTE_ CH342,TEC-INS,MCHU029,MCHU029I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU029I210
