,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
299,I2,PREV_INS_CHUTE_ CH342,TEC-INS,MCHU029,MCHU029I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU029I220
300,M1,INSP_MEC_CHUTE_ CH343,TEC-MEC,MCHU030,MCHU030M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU030M110
301,M2,PREV_MEC_CHUTE_ CH343,TEC-MEC,MCHU030,MCHU030M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU030M210
302,M2,PREV_MEC_CHUTE_ CH343,TEC-MEC,MCHU030,MCHU030M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU030M220
303,I1,INSP_INS_CHUTE_ CH343,TEC-INS,MCHU030,MCHU030I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU030I110
304,I2,PREV_INS_CHUTE_ CH343,TEC-INS,MCHU030,MCHU030I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU030I210
305,I2,PREV_INS_CHUTE_ CH343,TEC-INS,MCHU030,MCHU030I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU030I220
306,M1,INSP_MEC_CHUTE_ CH323,TEC-MEC,MCHU031,MCHU031M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU031M110
307,M2,PREV_MEC_CHUTE_ CH323,TEC-MEC,MCHU031,MCHU031M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU031M210
308,M2,PREV_MEC_CHUTE_ CH323,TEC-MEC,MCHU031,MCHU031M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU031M220
309,I1,INSP_INS_CHUTE_ CH323,TEC-INS,MCHU031,MCHU031I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU031I110
310,I2,PREV_INS_CHUTE_ CH323,TEC-INS,MCHU031,MCHU031I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU031I210
311,I2,PREV_INS_CHUTE_ CH323,TEC-INS,MCHU031,MCHU031I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU031I220
312,M1,INSP_MEC_CHUTE_ CH324,TEC-MEC,MCHU032,MCHU032M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU032M110
313,M2,PREV_MEC_CHUTE_ CH324,TEC-MEC,MCHU032,MCHU032M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU032M210
314,M2,PREV_MEC_CHUTE_ CH324,TEC-MEC,MCHU032,MCHU032M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU032M220
315,I1,INSP_INS_CHUTE_ CH324,TEC-INS,MCHU032,MCHU032I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU032I110
316,I2,PREV_INS_CHUTE_ CH324,TEC-INS,MCHU032,MCHU032I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU032I210
317,I2,PREV_INS_CHUTE_ CH324,TEC-INS,MCHU032,MCHU032I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU032I220
318,M1,INSP_MEC_CHUTE_ CH325,TEC-MEC,MCHU033,MCHU033M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU033M110
319,M2,PREV_MEC_CHUTE_ CH325,TEC-MEC,MCHU033,MCHU033M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU033M210
320,M2,PREV_MEC_CHUTE_ CH325,TEC-MEC,MCHU033,MCHU033M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU033M220
321,I1,INSP_INS_CHUTE_ CH325,TEC-INS,MCHU033,MCHU033I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU033I110
322,I2,PREV_INS_CHUTE_ CH325,TEC-INS,MCHU033,MCHU033I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU033I210
323,I2,PREV_INS_CHUTE_ CH325,TEC-INS,MCHU033,MCHU033I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU033I220
324,M1,INSP_MEC_CHUTE_ CH326,TEC-MEC,MCHU034,MCHU034M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU034M110
325,M2,PREV_MEC_CHUTE_ CH326,TEC-MEC,MCHU034,MCHU034M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU034M210
326,M2,PREV_MEC_CHUTE_ CH326,TEC-MEC,MCHU034,MCHU034M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU034M220
327,I1,INSP_INS_CHUTE_ CH326,TEC-INS,MCHU034,MCHU034I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU034I110
328,I2,PREV_INS_CHUTE_ CH326,TEC-INS,MCHU034,MCHU034I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU034I210
329,I2,PREV_INS_CHUTE_ CH326,TEC-INS,MCHU034,MCHU034I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU034I220
330,M1,INSP_MEC_CHUTE_ CH327,TEC-MEC,MCHU035,MCHU035M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU035M110
331,M2,PREV_MEC_CHUTE_ CH327,TEC-MEC,MCHU035,MCHU035M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU035M210
332,M2,PREV_MEC_CHUTE_ CH327,TEC-MEC,MCHU035,MCHU035M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU035M220
333,I1,INSP_INS_CHUTE_ CH327,TEC-INS,MCHU035,MCHU035I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU035I110
334,I2,PREV_INS_CHUTE_ CH327,TEC-INS,MCHU035,MCHU035I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU035I210
335,I2,PREV_INS_CHUTE_ CH327,TEC-INS,MCHU035,MCHU035I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU035I220
336,M1,INSP_MEC_CHUTE_ CH328,TEC-MEC,MCHU036,MCHU036M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU036M110
337,M2,PREV_MEC_CHUTE_ CH328,TEC-MEC,MCHU036,MCHU036M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU036M210
338,M2,PREV_MEC_CHUTE_ CH328,TEC-MEC,MCHU036,MCHU036M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU036M220
339,I1,INSP_INS_CHUTE_ CH328,TEC-INS,MCHU036,MCHU036I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU036I110
340,I2,PREV_INS_CHUTE_ CH328,TEC-INS,MCHU036,MCHU036I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU036I210
341,I2,PREV_INS_CHUTE_ CH328,TEC-INS,MCHU036,MCHU036I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU036I220
342,M1,INSP_MEC_CHUTE_ CH329,TEC-MEC,MCHU037,MCHU037M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU037M110
343,M2,PREV_MEC_CHUTE_ CH329,TEC-MEC,MCHU037,MCHU037M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU037M210
344,M2,PREV_MEC_CHUTE_ CH329,TEC-MEC,MCHU037,MCHU037M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU037M220
345,I1,INSP_INS_CHUTE_ CH329,TEC-INS,MCHU037,MCHU037I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU037I110
346,I2,PREV_INS_CHUTE_ CH329,TEC-INS,MCHU037,MCHU037I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU037I210
347,I2,PREV_INS_CHUTE_ CH329,TEC-INS,MCHU037,MCHU037I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU037I220
348,M1,INSP_MEC_CHUTE_ CH330,TEC-MEC,MCHU038,MCHU038M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU038M110
349,M2,PREV_MEC_CHUTE_ CH330,TEC-MEC,MCHU038,MCHU038M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU038M210
350,M2,PREV_MEC_CHUTE_ CH330,TEC-MEC,MCHU038,MCHU038M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU038M220
351,I1,INSP_INS_CHUTE_ CH330,TEC-INS,MCHU038,MCHU038I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU038I110
352,I2,PREV_INS_CHUTE_ CH330,TEC-INS,MCHU038,MCHU038I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU038I210
353,I2,PREV_INS_CHUTE_ CH330,TEC-INS,MCHU038,MCHU038I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU038I220
354,M1,INSP_MEC_CHUTE_ CH331,TEC-MEC,MCHU039,MCHU039M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU039M110
355,M2,PREV_MEC_CHUTE_ CH331,TEC-MEC,MCHU039,MCHU039M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU039M210
356,M2,PREV_MEC_CHUTE_ CH331,TEC-MEC,MCHU039,MCHU039M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU039M220
357,I1,INSP_INS_CHUTE_ CH331,TEC-INS,MCHU039,MCHU039I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU039I110
358,I2,PREV_INS_CHUTE_ CH331,TEC-INS,MCHU039,MCHU039I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU039I210
359,I2,PREV_INS_CHUTE_ CH331,TEC-INS,MCHU039,MCHU039I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU039I220
360,M1,INSP_MEC_CHUTE_ CH332,TEC-MEC,MCHU040,MCHU040M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU040M110
361,M2,PREV_MEC_CHUTE_ CH332,TEC-MEC,MCHU040,MCHU040M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU040M210
362,M2,PREV_MEC_CHUTE_ CH332,TEC-MEC,MCHU040,MCHU040M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU040M220
363,I1,INSP_INS_CHUTE_ CH332,TEC-INS,MCHU040,MCHU040I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU040I110
364,I2,PREV_INS_CHUTE_ CH332,TEC-INS,MCHU040,MCHU040I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU040I210
365,I2,PREV_INS_CHUTE_ CH332,TEC-INS,MCHU040,MCHU040I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU040I220
366,M1,INSP_MEC_CHUTE_ CH333,TEC-MEC,MCHU041,MCHU041M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU041M110
367,M2,PREV_MEC_CHUTE_ CH333,TEC-MEC,MCHU041,MCHU041M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU041M210
368,M2,PREV_MEC_CHUTE_ CH333,TEC-MEC,MCHU041,MCHU041M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU041M220
369,I1,INSP_INS_CHUTE_ CH333,TEC-INS,MCHU041,MCHU041I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU041I110
370,I2,PREV_INS_CHUTE_ CH333,TEC-INS,MCHU041,MCHU041I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU041I210
371,I2,PREV_INS_CHUTE_ CH333,TEC-INS,MCHU041,MCHU041I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU041I220
372,M1,INSP_MEC_CHUTE_ CH334,TEC-MEC,MCHU042,MCHU042M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU042M110
373,M2,PREV_MEC_CHUTE_ CH334,TEC-MEC,MCHU042,MCHU042M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU042M210
374,M2,PREV_MEC_CHUTE_ CH334,TEC-MEC,MCHU042,MCHU042M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU042M220
375,I1,INSP_INS_CHUTE_ CH334,TEC-INS,MCHU042,MCHU042I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU042I110
376,I2,PREV_INS_CHUTE_ CH334,TEC-INS,MCHU042,MCHU042I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU042I210
377,I2,PREV_INS_CHUTE_ CH334,TEC-INS,MCHU042,MCHU042I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU042I220
378,M1,INSP_MEC_CHUTE_ CH335,TEC-MEC,MCHU043,MCHU043M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU043M110
379,M2,PREV_MEC_CHUTE_ CH335,TEC-MEC,MCHU043,MCHU043M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU043M210
380,M2,PREV_MEC_CHUTE_ CH335,TEC-MEC,MCHU043,MCHU043M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU043M220
381,I1,INSP_INS_CHUTE_ CH335,TEC-INS,MCHU043,MCHU043I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU043I110
382,I2,PREV_INS_CHUTE_ CH335,TEC-INS,MCHU043,MCHU043I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU043I210
383,I2,PREV_INS_CHUTE_ CH335,TEC-INS,MCHU043,MCHU043I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU043I220
384,M1,INSP_MEC_CHUTE_ CH336,TEC-MEC,MCHU044,MCHU044M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU044M110
385,M2,PREV_MEC_CHUTE_ CH336,TEC-MEC,MCHU044,MCHU044M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU044M210
386,M2,PREV_MEC_CHUTE_ CH336,TEC-MEC,MCHU044,MCHU044M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU044M220
387,I1,INSP_INS_CHUTE_ CH336,TEC-INS,MCHU044,MCHU044I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU044I110
388,I2,PREV_INS_CHUTE_ CH336,TEC-INS,MCHU044,MCHU044I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU044I210
389,I2,PREV_INS_CHUTE_ CH336,TEC-INS,MCHU044,MCHU044I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU044I220
390,M1,INSP_MEC_CHUTE_ CH337,TEC-MEC,MCHU045,MCHU045M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU045M110
391,M2,PREV_MEC_CHUTE_ CH337,TEC-MEC,MCHU045,MCHU045M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU045M210
392,M2,PREV_MEC_CHUTE_ CH337,TEC-MEC,MCHU045,MCHU045M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU045M220
393,I1,INSP_INS_CHUTE_ CH337,TEC-INS,MCHU045,MCHU045I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU045I110
394,I2,PREV_INS_CHUTE_ CH337,TEC-INS,MCHU045,MCHU045I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU045I210
395,I2,PREV_INS_CHUTE_ CH337,TEC-INS,MCHU045,MCHU045I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU045I220
396,M1,INSP_MEC_CHUTE_ CH338,TEC-MEC,MCHU046,MCHU046M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU046M110
397,M2,PREV_MEC_CHUTE_ CH338,TEC-MEC,MCHU046,MCHU046M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU046M210
398,M2,PREV_MEC_CHUTE_ CH338,TEC-MEC,MCHU046,MCHU046M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU046M220
399,I1,INSP_INS_CHUTE_ CH338,TEC-INS,MCHU046,MCHU046I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU046I110
400,I2,PREV_INS_CHUTE_ CH338,TEC-INS,MCHU046,MCHU046I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU046I210
401,I2,PREV_INS_CHUTE_ CH338,TEC-INS,MCHU046,MCHU046I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU046I220
402,M1,INSP_MEC_CHUTE_ CH339,TEC-MEC,MCHU047,MCHU047M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU047M110
403,M2,PREV_MEC_CHUTE_ CH339,TEC-MEC,MCHU047,MCHU047M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU047M210
404,M2,PREV_MEC_CHUTE_ CH339,TEC-MEC,MCHU047,MCHU047M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU047M220
405,I1,INSP_INS_CHUTE_ CH339,TEC-INS,MCHU047,MCHU047I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU047I110
406,I2,PREV_INS_CHUTE_ CH339,TEC-INS,MCHU047,MCHU047I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU047I210
407,I2,PREV_INS_CHUTE_ CH339,TEC-INS,MCHU047,MCHU047I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU047I220
408,M1,INSP_MEC_CHUTE_ CH340,TEC-MEC,MCHU048,MCHU048M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU048M110
409,M2,PREV_MEC_CHUTE_ CH340,TEC-MEC,MCHU048,MCHU048M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU048M210
410,M2,PREV_MEC_CHUTE_ CH340,TEC-MEC,MCHU048,MCHU048M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU048M220
411,I1,INSP_INS_CHUTE_ CH340,TEC-INS,MCHU048,MCHU048I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU048I110
412,I2,PREV_INS_CHUTE_ CH340,TEC-INS,MCHU048,MCHU048I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU048I210
413,I2,PREV_INS_CHUTE_ CH340,TEC-INS,MCHU048,MCHU048I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU048I220
414,M1,INSP_MEC_CHUTE_ CH341,TEC-MEC,MCHU049,MCHU049M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU049M110
415,M2,PREV_MEC_CHUTE_ CH341,TEC-MEC,MCHU049,MCHU049M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU049M210
416,M2,PREV_MEC_CHUTE_ CH341,TEC-MEC,MCHU049,MCHU049M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU049M220
417,I1,INSP_INS_CHUTE_ CH341,TEC-INS,MCHU049,MCHU049I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU049I110
418,I2,PREV_INS_CHUTE_ CH341,TEC-INS,MCHU049,MCHU049I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU049I210
419,I2,PREV_INS_CHUTE_ CH341,TEC-INS,MCHU049,MCHU049I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU049I220
420,M1,INSP_MEC_CHUTE_ CH381,TEC-MEC,MCHU050,MCHU050M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU050M110
421,M2,PREV_MEC_CHUTE_ CH381,TEC-MEC,MCHU050,MCHU050M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU050M210
422,M2,PREV_MEC_CHUTE_ CH381,TEC-MEC,MCHU050,MCHU050M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU050M220
423,I1,INSP_INS_CHUTE_ CH381,TEC-INS,MCHU050,MCHU050I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU050I110
424,I2,PREV_INS_CHUTE_ CH381,TEC-INS,MCHU050,MCHU050I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU050I210
425,I2,PREV_INS_CHUTE_ CH381,TEC-INS,MCHU050,MCHU050I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU050I220
426,M1,INSP_MEC_CHUTE_ CH380,TEC-MEC,MCHU051,MCHU051M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU051M110
427,M2,PREV_MEC_CHUTE_ CH380,TEC-MEC,MCHU051,MCHU051M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU051M210
428,M2,PREV_MEC_CHUTE_ CH380,TEC-MEC,MCHU051,MCHU051M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU051M220
429,I1,INSP_INS_CHUTE_ CH380,TEC-INS,MCHU051,MCHU051I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU051I110
430,I2,PREV_INS_CHUTE_ CH380,TEC-INS,MCHU051,MCHU051I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU051I210
431,I2,PREV_INS_CHUTE_ CH380,TEC-INS,MCHU051,MCHU051I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU051I220
432,M1,INSP_MEC_CHUTE_ CH360,TEC-MEC,MCHU052,MCHU052M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU052M110
433,M2,PREV_MEC_CHUTE_ CH360,TEC-MEC,MCHU052,MCHU052M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU052M210
434,M2,PREV_MEC_CHUTE_ CH360,TEC-MEC,MCHU052,MCHU052M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU052M220
435,I1,INSP_INS_CHUTE_ CH360,TEC-INS,MCHU052,MCHU052I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU052I110
436,I2,PREV_INS_CHUTE_ CH360,TEC-INS,MCHU052,MCHU052I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU052I210
437,I2,PREV_INS_CHUTE_ CH360,TEC-INS,MCHU052,MCHU052I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU052I220
438,M1,INSP_MEC_CHUTE_ CH361,TEC-MEC,MCHU053,MCHU053M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU053M110
439,M2,PREV_MEC_CHUTE_ CH361,TEC-MEC,MCHU053,MCHU053M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU053M210
440,M2,PREV_MEC_CHUTE_ CH361,TEC-MEC,MCHU053,MCHU053M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU053M220
441,I1,INSP_INS_CHUTE_ CH361,TEC-INS,MCHU053,MCHU053I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU053I110
442,I2,PREV_INS_CHUTE_ CH361,TEC-INS,MCHU053,MCHU053I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU053I210
443,I2,PREV_INS_CHUTE_ CH361,TEC-INS,MCHU053,MCHU053I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU053I220
444,M1,INSP_MEC_CHUTE_ CH373,TEC-MEC,MCHU054,MCHU054M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU054M110
445,M2,PREV_MEC_CHUTE_ CH373,TEC-MEC,MCHU054,MCHU054M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU054M210
446,M2,PREV_MEC_CHUTE_ CH373,TEC-MEC,MCHU054,MCHU054M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU054M220
447,I1,INSP_INS_CHUTE_ CH373,TEC-INS,MCHU054,MCHU054I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU054I110
448,I2,PREV_INS_CHUTE_ CH373,TEC-INS,MCHU054,MCHU054I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU054I210
449,I2,PREV_INS_CHUTE_ CH373,TEC-INS,MCHU054,MCHU054I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU054I220
