key_system,key_component,Component
2111-FE-201|01,2111-FE-201|01-01,Motor eléctrico
2111-FE-201|01,2111-FE-201|01-02,Variador de velocidad
2111-FE-201|01,2111-FE-201|01-03,Panel de control y caja de conexiones
2111-FE-201|01,2111-FE-201|01-04,Reductor combinado
2111-FE-201|01,2111-FE-201|01-05,Eje motriz
2111-FE-201|01,2111-FE-201|01-06,Ruedas de cola tensoras
2111-FE-201|02,2111-FE-201|02-01,Placas alimentadoras
2111-FE-201|02,2111-FE-201|02-02,Cadenas
2111-FE-201|03,2111-FE-201|03-01,Rodillos de carga
2111-FE-201|03,2111-FE-201|03-02,Rodillos de retorno
2111-FE-201|04,2111-FE-201|04-01,Instrumentos
2122-FE-213|01,2122-FE-213|01-01,Motor eléctrico
2122-FE-213|01,2122-FE-213|01-02,Variador de velocidad
2122-FE-213|01,2122-FE-213|01-03,Panel de control y caja de conexiones
2122-FE-213|01,2122-FE-213|01-04,Reductor combinado
2122-FE-213|01,2122-FE-213|01-05,Eje motriz
2122-FE-213|01,2122-FE-213|01-06,Ruedas de cola tensoras
2122-FE-213|02,2122-FE-213|02-01,Placas alimentadoras
2122-FE-213|02,2122-FE-213|02-02,Cadenas
2122-FE-213|03,2122-FE-213|03-01,Rodillos de carga
2122-FE-213|03,2122-FE-213|03-02,Rodillos de retorno
2122-FE-213|04,2122-FE-213|04-01,Instrumentos
2242-PU-275|01,2242-PU-275|01-01,Motor eléctrico
2242-PU-275|01,2242-PU-275|01-02,Variador de velocidad
2242-PU-275|01,2242-PU-275|01-03,Poleas y fajas
2242-PU-275|02,2242-PU-275|02-01,Caja de rodamientos
2242-PU-275|02,2242-PU-275|02-02,Eje
2242-PU-275|02,2242-PU-275|02-03,Carcasa
2242-PU-275|02,2242-PU-275|02-04,Impulsor
2242-PU-275|02,2242-PU-275|02-05,Sello prensaestopa
2242-PU-275|02,2242-PU-275|02-06,Elementos de unión
2242-PU-275|03,2242-PU-275|03-01,Instrumentos
2243-PU-213|01,2243-PU-213|01-01,Motor eléctrico
2243-PU-213|01,2243-PU-213|01-02,Variador de velocidad
2243-PU-213|01,2243-PU-213|01-03,Poleas y fajas
2243-PU-213|02,2243-PU-213|02-01,Caja de rodamientos
2243-PU-213|02,2243-PU-213|02-02,Eje
2243-PU-213|02,2243-PU-213|02-03,Carcasa
2243-PU-213|02,2243-PU-213|02-04,Impulsor
2243-PU-213|02,2243-PU-213|02-05,Sello prensaestopa
2243-PU-213|02,2243-PU-213|02-06,Elementos de unión
2243-PU-213|03,2243-PU-213|03-01,Instrumentos
2243-PU-213|03,2243-PU-213|03-02,Transmisores
3261-CL-301|01,3261-CL-301|01-01,Motor eléctrico
3261-CL-301|01,3261-CL-301|01-02,Motor hidráulico
3261-CL-301|01,3261-CL-301|01-03,Reductor planetario
3261-CL-301|01,3261-CL-301|01-04,Anillo de giro
3261-CL-301|01,3261-CL-301|01-05,Mecanismo de levante
3261-CL-301|01,3261-CL-301|01-06,Unidad hidráulica
3261-CL-301|02,3261-CL-301|02-01,Feedwell
3261-CL-301|02,3261-CL-301|02-02,Rastras
3261-CL-301|02,3261-CL-301|02-03,Rastra
3261-CL-301|02,3261-CL-301|02-04,Tanque
3261-CL-301|02,3261-CL-301|02-05,Puente
3261-CL-301|03,3261-CL-301|03-01,Instrumentos del clarificador
3261-CL-301|03,3261-CL-301|03-02,Transmisores del clarificador
3261-CL-301|03,3261-CL-301|03-03,Panel de control del clarificador
3261-CL-301|03,3261-CL-301|03-04,Instrumentos de la unidad hidráulica
3261-CL-301|03,3261-CL-301|03-05,Transmisores y válvulas de la unidad hidráulica
2271-TH-201|01,2271-TH-201|01-01,Motor eléctrico
2271-TH-201|01,2271-TH-201|01-02,Motor hidraulico
2271-TH-201|01,2271-TH-201|01-03,Reductor planetario
2271-TH-201|01,2271-TH-201|01-04,Mecanismo de levante
2271-TH-201|01,2271-TH-201|01-05,Unidad hidraulica
2271-TH-201|02,2271-TH-201|02-01,Feedwell
2271-TH-201|02,2271-TH-201|02-02,Rastras
2271-TH-201|02,2271-TH-201|02-03,Rastra
2271-TH-201|02,2271-TH-201|02-04,Tanque espesador
2271-TH-201|02,2271-TH-201|02-05,Tanque desaireacion
2271-TH-201|02,2271-TH-201|02-06,Puente
2271-TH-201|03,2271-TH-201|03-01,Instrumentos del clarificador
2271-TH-201|03,2271-TH-201|03-02,Transmisores del clarificador
2271-TH-201|03,2271-TH-201|03-03,Panel de control del clarificador
2271-TH-201|03,2271-TH-201|03-04,Instrumentos de la unidad hidráulica
2271-TH-201|03,2271-TH-201|03-05,Transmisores y válvulas de la unidad hidráulica
3122-FE-302|01,3122-FE-302|01-01,Motor eléctrico
3122-FE-302|01,3122-FE-302|01-02,Variador de velocidad
3122-FE-302|01,3122-FE-302|01-03,Panel de control y caja de conexiones
3122-FE-302|01,3122-FE-302|01-04,Reductor combinado
3122-FE-302|01,3122-FE-302|01-05,Eje motriz
3122-FE-302|01,3122-FE-302|01-06,Ruedas de cola tensoras
3122-FE-302|02,3122-FE-302|02-01,Placas alimentadoras
3122-FE-302|02,3122-FE-302|02-02,Cadenas
3122-FE-302|03,3122-FE-302|03-01,Rodillos de carga
3122-FE-302|03,3122-FE-302|03-02,Rodillos de retorno
3122-FE-302|04,3122-FE-302|04-01,Instrumentos
3122-FE-303|01,3122-FE-303|01-01,Motor eléctrico
3122-FE-303|01,3122-FE-303|01-02,Reductor combinado
3122-FE-303|01,3122-FE-303|01-03,Eje motriz
3122-FE-303|01,3122-FE-303|01-04,Ruedas de cola tensoras
3122-FE-303|02,3122-FE-303|02-01,Placas alimentadoras
3122-FE-303|02,3122-FE-303|02-02,Cadenas
3122-FE-303|03,3122-FE-303|03-01,Rodillos de carga
3122-FE-303|03,3122-FE-303|03-02,Rodillos de retorno
3122-FE-303|04,3122-FE-303|04-01,Instrumentos
2229-PU-235|01,2229-PU-235|01-01,Motor eléctrico
2229-PU-235|01,2229-PU-235|01-02,Arrancador
2229-PU-235|01,2229-PU-235|01-03,Poleas y Fajas
2229-PU-235|02,2229-PU-235|02-01,Carcasa
2229-PU-235|02,2229-PU-235|02-02,Impulsor
2229-PU-235|02,2229-PU-235|02-03,Columna porta rodamientos
2229-PU-235|02,2229-PU-235|02-04,Elementos de unión
2229-PU-235|03,2229-PU-235|03-01,Instrumentos
2242-PU-236|01,2242-PU-236|01-01,Motor eléctrico
2242-PU-236|01,2242-PU-236|01-02,Arrancador
2242-PU-236|01,2242-PU-236|01-03,Poleas y Fajas
2242-PU-236|02,2242-PU-236|02-01,Carcasa
2242-PU-236|02,2242-PU-236|02-02,Impulsor
2242-PU-236|02,2242-PU-236|02-03,Columna porta rodamientos
2242-PU-236|02,2242-PU-236|02-04,Elementos de unión
2242-PU-236|03,2242-PU-236|03-01,Instrumentos
2133-FE-204|01,2133-FE-204|01-01,Motor eléctrico
2133-FE-204|01,2133-FE-204|01-02,Variador de velocidad
2133-FE-204|01,2133-FE-204|01-03,Panel de control y caja de conexiones
2133-FE-204|01,2133-FE-204|01-04,Reductor combinado
2133-FE-204|01,2133-FE-204|01-05,Reductor de combinado
2133-FE-204|02,2133-FE-204|02-01,Faja transportadora
2133-FE-204|02,2133-FE-204|02-02,Polea motriz
2133-FE-204|02,2133-FE-204|02-03,Polea de cola
2133-FE-204|03,2133-FE-204|03-01,Polines de impacto
2133-FE-204|03,2133-FE-204|03-02,Polines de carga
2133-FE-204|03,2133-FE-204|03-03,Polines de transición
2133-FE-204|03,2133-FE-204|03-04,Polines de retorno en V
2133-FE-204|03,2133-FE-204|03-05,Polines de retorno plano
2133-FE-204|04,2133-FE-204|04-01,Instrumentos
2133-FE-204|05,2133-FE-204|05-01,Sistema de tensado
2133-FE-204|05,2133-FE-204|05-02,Raspador primario
2133-FE-204|05,2133-FE-204|05-03,Raspador secundario
2133-FE-204|05,2133-FE-204|05-04,Raspador en V
2133-FE-205|01,2133-FE-205|01-01,Motor eléctrico
2133-FE-205|01,2133-FE-205|01-02,Reductor combinado
2133-FE-205|02,2133-FE-205|02-01,Polea motriz
2133-FE-205|02,2133-FE-205|02-02,Polea de cola
2133-FE-205|04,2133-FE-205|04-01,Instrumentos
2133-FE-205|05,2133-FE-205|05-01,Raspador primario
2133-FE-205|05,2133-FE-205|05-02,Raspador secundario
2133-FE-205|05,2133-FE-205|05-03,Raspador en V
3132-FE-305|01,3132-FE-305|01-01,Motor eléctrico
3132-FE-305|01,3132-FE-305|01-02,Variador de velocidad
3132-FE-305|01,3132-FE-305|01-03,Panel de control y caja de conexiones
3132-FE-305|01,3132-FE-305|01-04,Reductor combinado
3132-FE-305|01,3132-FE-305|01-05,Reductor de combinado
3132-FE-305|02,3132-FE-305|02-01,Faja transportadora
3132-FE-305|02,3132-FE-305|02-02,Polea motriz
3132-FE-305|02,3132-FE-305|02-03,Polea de cola
3132-FE-305|03,3132-FE-305|03-01,Polines de impacto
3132-FE-305|03,3132-FE-305|03-02,Polines de carga
3132-FE-305|03,3132-FE-305|03-03,Polines de transición
3132-FE-305|03,3132-FE-305|03-04,Polines de retorno en V
3132-FE-305|03,3132-FE-305|03-05,Polines de retorno plano
3132-FE-305|04,3132-FE-305|04-01,Instrumentos
3132-FE-305|05,3132-FE-305|05-01,Sistema de tensado
3132-FE-305|05,3132-FE-305|05-02,Raspador primario
3132-FE-305|05,3132-FE-305|05-03,Raspador secundario
3132-FE-305|05,3132-FE-305|05-04,Raspador en V
3144-FE-310|01,3144-FE-310|01-01,Motor eléctrico
3144-FE-310|01,3144-FE-310|01-02,Variador de velocidad
3144-FE-310|01,3144-FE-310|01-03,Panel de control y caja de conexiones
3144-FE-310|01,3144-FE-310|01-04,Reductor combinado
3144-FE-310|01,3144-FE-310|01-05,Reductor de combinado
3144-FE-310|02,3144-FE-310|02-01,Faja transportadora
3144-FE-310|02,3144-FE-310|02-02,Polea motriz
3144-FE-310|02,3144-FE-310|02-03,Polea de cola
3144-FE-310|03,3144-FE-310|03-01,Polines de impacto
3144-FE-310|03,3144-FE-310|03-02,Polines de carga
3144-FE-310|03,3144-FE-310|03-03,Polines de transición
3144-FE-310|03,3144-FE-310|03-04,Polines de retorno en V
3144-FE-310|03,3144-FE-310|03-05,Polines de retorno plano
3144-FE-310|04,3144-FE-310|04-01,Instrumentos
3144-FE-310|05,3144-FE-310|05-01,Sistema de tensado
3144-FE-310|05,3144-FE-310|05-02,Raspador primario
3144-FE-310|05,3144-FE-310|05-03,Raspador secundario
3144-FE-310|05,3144-FE-310|05-04,Raspador en V
3231-FE-315|01,3231-FE-315|01-01,Motor eléctrico
3231-FE-315|01,3231-FE-315|01-02,Reductor combinado
3231-FE-315|01,3231-FE-315|01-03,Reductor de combinado
3231-FE-315|02,3231-FE-315|02-01,Faja transportadora
3231-FE-315|02,3231-FE-315|02-02,Polea motriz
3231-FE-315|02,3231-FE-315|02-03,Polea de cola
3231-FE-315|03,3231-FE-315|03-01,Polines de impacto
3231-FE-315|03,3231-FE-315|03-02,Polines de carga
3231-FE-315|03,3231-FE-315|03-03,Polines de transición
3231-FE-315|03,3231-FE-315|03-04,Polines de retorno en V
3231-FE-315|03,3231-FE-315|03-05,Polines de retorno plano
3231-FE-315|04,3231-FE-315|04-01,Instrumentos
3231-FE-315|04,3231-FE-315|04-02,Transmisores
3231-FE-315|05,3231-FE-315|05-01,Sistema de tensado
3231-FE-315|05,3231-FE-315|05-02,Raspador primario
3231-FE-315|05,3231-FE-315|05-03,Raspador secundario
3231-FE-315|05,3231-FE-315|05-04,Raspador en V
3231-FE-316|01,3231-FE-316|01-01,Motor eléctrico
3231-FE-316|01,3231-FE-316|01-02,Reductor combinado
3231-FE-316|01,3231-FE-316|01-03,Reductor de combinado
3231-FE-316|02,3231-FE-316|02-01,Faja transportadora
3231-FE-316|02,3231-FE-316|02-02,Polea motriz
3231-FE-316|02,3231-FE-316|02-03,Polea de cola
3231-FE-316|03,3231-FE-316|03-01,Polines de impacto
3231-FE-316|03,3231-FE-316|03-02,Polines de carga
3231-FE-316|03,3231-FE-316|03-03,Polines de transición
3231-FE-316|03,3231-FE-316|03-04,Polines de retorno en V
3231-FE-316|03,3231-FE-316|03-05,Polines de retorno plano
3231-FE-316|04,3231-FE-316|04-01,Instrumentos
3231-FE-316|04,3231-FE-316|04-02,Transmisores
3231-FE-316|05,3231-FE-316|05-01,Sistema de tensado
3231-FE-316|05,3231-FE-316|05-02,Raspador primario
3231-FE-316|05,3231-FE-316|05-03,Raspador secundario
3231-FE-316|05,3231-FE-316|05-04,Raspador en V
2244-PU-215|01,2244-PU-215|01-01,Motor eléctrico
2244-PU-215|01,2244-PU-215|01-02,Variador de velocidad
2244-PU-215|01,2244-PU-215|01-03,Poleas y fajas
2244-PU-215|02,2244-PU-215|02-01,Caja de rodamientos
2244-PU-215|02,2244-PU-215|02-02,Eje
2244-PU-215|02,2244-PU-215|02-03,Carcasa
2244-PU-215|02,2244-PU-215|02-04,Impulsor
2244-PU-215|02,2244-PU-215|02-05,Expulsor
2244-PU-215|02,2244-PU-215|02-06,Sello prensaestopa
2244-PU-215|02,2244-PU-215|02-07,Elementos de unión
2244-PU-215|03,2244-PU-215|03-01,Instrumentos
2246-PU-277|01,2246-PU-277|01-01,Motor eléctrico
2246-PU-277|01,2246-PU-277|01-02,Arrancador
2246-PU-277|01,2246-PU-277|01-03,Poleas y fajas
2246-PU-277|02,2246-PU-277|02-01,Caja de rodamientos
2246-PU-277|02,2246-PU-277|02-02,Eje
2246-PU-277|02,2246-PU-277|02-03,Carcasa
2246-PU-277|02,2246-PU-277|02-04,Impulsor
2246-PU-277|02,2246-PU-277|02-05,Sello prensaestopa
2246-PU-277|02,2246-PU-277|02-06,Elementos de unión
2246-PU-277|03,2246-PU-277|03-01,Instrumentos
2246-PU-277|03,2246-PU-277|03-02,Transmisores
2248-PU-225|01,2248-PU-225|01-01,Motor eléctrico
2248-PU-225|01,2248-PU-225|01-02,Variador de velocidad
2248-PU-225|01,2248-PU-225|01-03,Poleas y fajas
2248-PU-225|02,2248-PU-225|02-01,Caja de rodamientos
2248-PU-225|02,2248-PU-225|02-02,Eje
2248-PU-225|02,2248-PU-225|02-03,Carcasa
2248-PU-225|02,2248-PU-225|02-04,Impulsor
2248-PU-225|02,2248-PU-225|02-05,Sello prensaestopa
2248-PU-225|02,2248-PU-225|02-06,Elementos de unión
2248-PU-225|03,2248-PU-225|03-01,Instrumentos
2253-PU-212|01,2253-PU-212|01-01,Motor eléctrico
2253-PU-212|01,2253-PU-212|01-02,Variador de velocidad
2253-PU-212|01,2253-PU-212|01-03,Poleas y fajas
2253-PU-212|02,2253-PU-212|02-01,Caja de rodamientos
2253-PU-212|02,2253-PU-212|02-02,Eje
2253-PU-212|02,2253-PU-212|02-03,Carcasa
2253-PU-212|02,2253-PU-212|02-04,Impulsor
2253-PU-212|02,2253-PU-212|02-05,Sello prensaestopa
2253-PU-212|02,2253-PU-212|02-06,Elementos de unión
2253-PU-212|03,2253-PU-212|03-01,Instrumentos
2253-PU-212|03,2253-PU-212|03-02,Transmisores
2261-PU-296|01,2261-PU-296|01-01,Motor eléctrico
2261-PU-296|01,2261-PU-296|01-02,Arrancador
2261-PU-296|01,2261-PU-296|01-03,Poleas y fajas
2261-PU-296|02,2261-PU-296|02-01,Caja de rodamientos
2261-PU-296|02,2261-PU-296|02-02,Eje
2261-PU-296|02,2261-PU-296|02-03,Carcasa
2261-PU-296|02,2261-PU-296|02-04,Impulsor
2261-PU-296|02,2261-PU-296|02-05,Expulsor
2261-PU-296|02,2261-PU-296|02-06,Sello prensaestopa
2261-PU-296|02,2261-PU-296|02-07,Elementos de unión
2261-PU-296|03,2261-PU-296|03-01,Instrumentos
2261-PU-296|03,2261-PU-296|03-02,Transmisores
2265-PU-241|01,2265-PU-241|01-01,Motor eléctrico
2265-PU-241|01,2265-PU-241|01-02,Arrancador
2265-PU-241|01,2265-PU-241|01-03,Poleas y Fajas
2265-PU-241|02,2265-PU-241|02-01,Carcasa
2265-PU-241|02,2265-PU-241|02-02,Impulsor
2265-PU-241|02,2265-PU-241|02-03,Columna porta rodamientos
2265-PU-241|02,2265-PU-241|02-04,Elementos de unión
2265-PU-241|03,2265-PU-241|03-01,Instrumentos
3241-PU-301|01,3241-PU-301|01-01,Motor eléctrico
3241-PU-301|01,3241-PU-301|01-02,Variador de velocidad
3241-PU-301|01,3241-PU-301|01-03,Acople
3241-PU-301|02,3241-PU-301|02-01,Carcasa
3241-PU-301|02,3241-PU-301|02-02,Caja de rodamientos
3241-PU-301|02,3241-PU-301|02-03,Sello mecánico
3241-PU-301|02,3241-PU-301|02-04,Eje
3241-PU-301|02,3241-PU-301|02-05,Elementos de unión
3241-PU-301|03,3241-PU-301|03-01,Instrumentos
3252-PU-324|01,3252-PU-324|01-01,Motor eléctrico
3252-PU-324|01,3252-PU-324|01-02,Variador de velocidad
3252-PU-324|01,3252-PU-324|01-03,Acople
3252-PU-324|02,3252-PU-324|02-01,Carcasa
3252-PU-324|02,3252-PU-324|02-02,Caja de rodamientos
3252-PU-324|02,3252-PU-324|02-03,Sello mecánico
3252-PU-324|02,3252-PU-324|02-04,Eje
3252-PU-324|02,3252-PU-324|02-05,Elementos de unión
3252-PU-324|03,3252-PU-324|03-01,Instrumentos
3252-PU-324|03,3252-PU-324|03-02,Transmisores
3253-PU-326|01,3253-PU-326|01-01,Motor eléctrico
3253-PU-326|01,3253-PU-326|01-02,Variador de velocidad
3253-PU-326|01,3253-PU-326|01-03,Acople
3253-PU-326|02,3253-PU-326|02-01,Carcasa
3253-PU-326|02,3253-PU-326|02-02,Caja de rodamientos
3253-PU-326|02,3253-PU-326|02-03,Sello mecánico
3253-PU-326|02,3253-PU-326|02-04,Eje
3253-PU-326|02,3253-PU-326|02-05,Elementos de unión
3253-PU-326|03,3253-PU-326|03-01,Instrumentos
3253-PU-326|03,3253-PU-326|03-02,Transmisores
3322-PU-338|01,3322-PU-338|01-01,Motor eléctrico
3322-PU-338|01,3322-PU-338|01-02,Variador de velocidad
3322-PU-338|01,3322-PU-338|01-03,Acople
3322-PU-338|02,3322-PU-338|02-01,Carcasa
3322-PU-338|02,3322-PU-338|02-02,Caja de rodamientos
3322-PU-338|02,3322-PU-338|02-03,Sello mecánico
3322-PU-338|02,3322-PU-338|02-04,Eje
3322-PU-338|02,3322-PU-338|02-05,Elementos de unión
3322-PU-338|03,3322-PU-338|03-01,Instrumentos
3322-PU-338|03,3322-PU-338|03-02,Transmisores
2133-CR-202|01,2133-CR-202|01-01,Motor eléctrico
2133-CR-202|01,2133-CR-202|01-02,Arrancador
2133-CR-202|01,2133-CR-202|01-03,Botonera de campo sist acc
2133-CR-202|01,2133-CR-202|01-04,Panel de control sist acc
2133-CR-202|01,2133-CR-202|01-05,Cajas de conexiones sist acc
2133-CR-202|01,2133-CR-202|01-06,Acople
2133-CR-202|01,2133-CR-202|01-07,Eje intermedio
2133-CR-202|01,2133-CR-202|01-08,Poleas y Fajas
2133-CR-202|01,2133-CR-202|01-09,Contraeje
2133-CR-202|02,2133-CR-202|02-01,Conjunto bowl/tolva
2133-CR-202|02,2133-CR-202|02-02,Conjunto de cabeza
2133-CR-202|02,2133-CR-202|02-03,Aro de ajuste
2133-CR-202|02,2133-CR-202|02-04,Conjunto socket/eje principal
2133-CR-202|02,2133-CR-202|02-05,Conjunto excéntrica
2133-CR-202|02,2133-CR-202|02-06,Estructura
2133-CR-202|03,2133-CR-202|03-01,Sistemas de enfriamiento por aire
2133-CR-202|03,2133-CR-202|03-02,Ventiladores de enfriamiento
2133-CR-202|03,2133-CR-202|03-03,Motor eléctrico enfriador
2133-CR-202|03,2133-CR-202|03-04,Cajas de conexiones sist enfr
2133-CR-202|04,2133-CR-202|04-01,Sistema de lubricación
2133-CR-202|04,2133-CR-202|04-02,Motor eléctrico 1
2133-CR-202|04,2133-CR-202|04-03,Motor eléctrico 2
2133-CR-202|04,2133-CR-202|04-04,Botonera de campo sist lubr
2133-CR-202|04,2133-CR-202|04-05,Cajas de conexiones sist lubr
2133-CR-202|05,2133-CR-202|05-01,Sistema hidráulico
2133-CR-202|05,2133-CR-202|05-02,Motor eléctrico sist hidr
2133-CR-202|05,2133-CR-202|05-03,Panel de control sist hidr
2133-CR-202|05,2133-CR-202|05-04,Botonera de campo sist hidr
2133-CR-202|05,2133-CR-202|05-05,Cajas de conexiones sist hidr
2133-CR-202|06,2133-CR-202|06-01,Instrumentos de la chancadora
2133-CR-202|06,2133-CR-202|06-02,Transmisores de la chancadora
2133-CR-202|06,2133-CR-202|06-03,Instrumentos Sistema de Enfriamiento
2133-CR-202|06,2133-CR-202|06-04,Transmisores Sistema de Enfriamiento
2133-CR-202|06,2133-CR-202|06-05,Instrumentos Sistema de Lubricación
2133-CR-202|06,2133-CR-202|06-06,Transmisores Sistema de Lubricación
2133-CR-202|06,2133-CR-202|06-07,Instrumentos Sistema Hidráulico
2133-CR-202|06,2133-CR-202|06-08,Transmisores Sistema Hidráulico
2133-CR-202|07,2133-CR-202|07-01,Motor eléctrico Soplador
2133-CR-202|07,2133-CR-202|07-02,Cajas de conexiones soplador
2133-CR-202|07,2133-CR-202|07-03,Soplador
2133-CR-203|01,2133-CR-203|01-01,Motor eléctrico
2133-CR-203|01,2133-CR-203|01-02,Acople
2133-CR-203|01,2133-CR-203|01-03,Eje intermedio
2133-CR-203|01,2133-CR-203|01-04,Poleas y Fajas
2133-CR-203|01,2133-CR-203|01-05,Contraeje
2133-CR-203|02,2133-CR-203|02-01,Conjunto bowl/tolva
2133-CR-203|02,2133-CR-203|02-02,Conjunto de cabeza
2133-CR-203|02,2133-CR-203|02-03,Aro de ajuste
2133-CR-203|02,2133-CR-203|02-04,Conjunto socket/eje principal
2133-CR-203|02,2133-CR-203|02-05,Conjunto excéntrica
2133-CR-203|02,2133-CR-203|02-06,Estructura
2133-CR-203|03,2133-CR-203|03-01,Ventiladores de enfriamiento
2133-CR-203|03,2133-CR-203|03-02,Motor eléctrico enfriador
2133-CR-203|04,2133-CR-203|04-01,Motor eléctrico 1
2133-CR-203|04,2133-CR-203|04-02,Motor eléctrico 2
2133-CR-203|05,2133-CR-203|05-01,Sistema hidráulico
2133-CR-203|05,2133-CR-203|05-02,Motor eléctrico sist hidr
2133-CR-203|06,2133-CR-203|06-01,Instrumentos de la chancadora
2133-CR-203|06,2133-CR-203|06-02,Transmisores de la chancadora
2133-CR-203|06,2133-CR-203|06-03,Instrumentos Sistema de Enfriamiento
2133-CR-203|06,2133-CR-203|06-04,Transmisores Sistema de Enfriamiento
2133-CR-203|06,2133-CR-203|06-05,Instrumentos Sistema de Lubricación
2133-CR-203|06,2133-CR-203|06-06,Transmisores Sistema de Lubricación
2133-CR-203|06,2133-CR-203|06-07,Instrumentos Sistema Hidráulico
2133-CR-203|06,2133-CR-203|06-08,Transmisores Sistema Hidráulico
2133-CR-203|07,2133-CR-203|07-01,Motor eléctrico Soplador
4131-PU-401|01,4131-PU-401|01-01,Motor eléctrico
4131-PU-401|01,4131-PU-401|01-02,Variador de velocidad
4131-PU-401|01,4131-PU-401|01-03,Acople
4131-PU-401|02,4131-PU-401|02-01,Carcasa
4131-PU-401|02,4131-PU-401|02-02,Caja de rodamientos
4131-PU-401|02,4131-PU-401|02-03,Sello mecánico
4131-PU-401|02,4131-PU-401|02-04,Eje
4131-PU-401|02,4131-PU-401|02-05,Elementos de unión
4131-PU-401|03,4131-PU-401|03-01,Instrumentos
4131-PU-407|01,4131-PU-407|01-01,Motor eléctrico
4131-PU-407|01,4131-PU-407|01-02,Variador de velocidad
4131-PU-407|02,4131-PU-407|02-01,Carcasa
4131-PU-407|02,4131-PU-407|02-02,Caja de rodamientos
4131-PU-407|02,4131-PU-407|02-03,Sello mecánico
4131-PU-407|02,4131-PU-407|02-04,Eje
4131-PU-407|02,4131-PU-407|02-05,Elementos de unión
4131-PU-407|03,4131-PU-407|03-01,Instrumentos
4131-PU-407|03,4131-PU-407|03-02,Transmisores
4131-PU-410|01,4131-PU-410|01-01,Motor eléctrico
4131-PU-410|01,4131-PU-410|01-02,Variador de velocidad
4131-PU-410|01,4131-PU-410|01-03,Acople
4131-PU-410|02,4131-PU-410|02-01,Carcasa
4131-PU-410|02,4131-PU-410|02-02,Caja de rodamientos
4131-PU-410|02,4131-PU-410|02-03,Sello mecánico
4131-PU-410|02,4131-PU-410|02-04,Eje
4131-PU-410|02,4131-PU-410|02-05,Elementos de unión
4131-PU-410|03,4131-PU-410|03-01,Instrumentos
4131-PU-411|01,4131-PU-411|01-01,Motor eléctrico
4131-PU-411|01,4131-PU-411|01-02,Acople
4131-PU-411|02,4131-PU-411|02-01,Carcasa
4131-PU-411|02,4131-PU-411|02-02,Caja de rodamientos
4131-PU-411|02,4131-PU-411|02-03,Sello mecánico
4131-PU-411|02,4131-PU-411|02-04,Eje
4131-PU-411|02,4131-PU-411|02-05,Elementos de unión
4131-PU-411|03,4131-PU-411|03-01,Instrumentos
4131-PU-412|01,4131-PU-412|01-01,Motor eléctrico
4131-PU-412|01,4131-PU-412|01-02,Acople
4131-PU-412|02,4131-PU-412|02-01,Carcasa
4131-PU-412|02,4131-PU-412|02-02,Caja de rodamientos
4131-PU-412|02,4131-PU-412|02-03,Sello mecánico
4131-PU-412|02,4131-PU-412|02-04,Eje
4131-PU-412|02,4131-PU-412|02-05,Elementos de unión
4131-PU-412|03,4131-PU-412|03-01,Instrumentos
4131-PU-434A|01,4131-PU-434A|01-01,Motor eléctrico
4131-PU-434A|01,4131-PU-434A|01-02,Variador de velocidad
4131-PU-434A|02,4131-PU-434A|02-01,Carcasa
4131-PU-434A|02,4131-PU-434A|02-02,Caja de rodamientos
4131-PU-434A|02,4131-PU-434A|02-03,Sello mecánico
4131-PU-434A|02,4131-PU-434A|02-04,Eje
4131-PU-434A|02,4131-PU-434A|02-05,Elementos de unión
4131-PU-434A|03,4131-PU-434A|03-01,Instrumentos
4131-PU-434A|03,4131-PU-434A|03-02,Transmisores
4131-PU-434B|01,4131-PU-434B|01-01,Motor eléctrico
4131-PU-434B|02,4131-PU-434B|02-01,Carcasa
4131-PU-434B|02,4131-PU-434B|02-02,Caja de rodamientos
4131-PU-434B|02,4131-PU-434B|02-03,Sello mecánico
4131-PU-434B|02,4131-PU-434B|02-04,Eje
4131-PU-434B|02,4131-PU-434B|02-05,Elementos de unión
4131-PU-434B|03,4131-PU-434B|03-01,Instrumentos
3323-PU-339|01,3323-PU-339|01-01,Motor eléctrico
3323-PU-339|01,3323-PU-339|01-02,Arrancador
3323-PU-339|01,3323-PU-339|01-03,Acople
3323-PU-339|02,3323-PU-339|02-01,Carcasa
3323-PU-339|02,3323-PU-339|02-02,Impulsor
3323-PU-339|02,3323-PU-339|02-03,Carcasa
3323-PU-339|02,3323-PU-339|02-04,Elementos de unión
3323-PU-339|02,3323-PU-339|02-05,Caja de rodamientos
3323-PU-339|02,3323-PU-339|02-06,Eje
3323-PU-339|02,3323-PU-339|02-07,Sello mecánico
3323-PU-339|03,3323-PU-339|03-01,Instrumentos
3323-PU-339|03,3323-PU-339|03-02,Transmisores
3334-PU-353|01,3334-PU-353|01-01,Motor eléctrico
3334-PU-353|01,3334-PU-353|01-02,Variador de velocidad
3334-PU-353|01,3334-PU-353|01-03,Acople
3334-PU-353|02,3334-PU-353|02-01,Carcasa
3334-PU-353|02,3334-PU-353|02-02,Caja de rodamientos
3334-PU-353|02,3334-PU-353|02-03,Sello mecánico
3334-PU-353|03,3334-PU-353|03-01,Instrumentos
3334-PU-353|03,3334-PU-353|03-02,Transmisores
3335-PU-356|01,3335-PU-356|01-01,Motor eléctrico
3335-PU-356|01,3335-PU-356|01-02,Acople
3335-PU-356|02,3335-PU-356|02-01,Carcasa
