key_system,key_component,Component
3324-PU-343|02,3324-PU-343|02-01,Porta rodamiento
3324-PU-343|02,3324-PU-343|02-02,Estator
3324-PU-343|02,3324-PU-343|02-03,Rotor
3324-PU-343|03,3324-PU-343|03-01,Instrumentos
2122-FA-210|01,2122-FA-210|01-01,Motor eléctrico
2122-FA-210|02,2122-FA-210|02-01,Ventilador
2122-FA-210|02,2122-FA-210|02-02,Silenciador
2122-FA-210|02,2122-FA-210|02-03,Ducto
2122-FA-210|03,2122-FA-210|03-01,Instrumentos
2122-FA-210|03,2122-FA-210|03-02,Transmisores
2145-DC-203|01,2145-DC-203|01-01,Motor eléctrico
2145-DC-203|01,2145-DC-203|01-02,Extractor
2145-DC-203|01,2145-DC-203|01-03,Lamina porta filtros
2145-DC-203|01,2145-DC-203|01-04,Filtros
2145-DC-203|01,2145-DC-203|01-05,Carcasa
2145-DC-203|02,2145-DC-203|02-01,Instrumentos
2145-DC-203|02,2145-DC-203|02-02,Transmisores y válvulas
2221-PU-201|01,2221-PU-201|01-01,Motor eléctrico
2221-PU-201|01,2221-PU-201|01-02,Variador de velocidad
2221-PU-201|01,2221-PU-201|01-03,Botonera de campo
2221-PU-201|01,2221-PU-201|01-04,Acople de alta
2221-PU-201|01,2221-PU-201|01-05,Acople de baja
2221-PU-201|01,2221-PU-201|01-06,Reductor de velocidad
2221-PU-201|01,2221-PU-201|01-07,Sistema de enfriamiento
2221-PU-201|02,2221-PU-201|02-01,Carcasa
2221-PU-201|02,2221-PU-201|02-02,Portarodamientos
2221-PU-201|02,2221-PU-201|02-03,Spool
2221-PU-201|03,2221-PU-201|03-01,Instrumentos
2221-PU-201|03,2221-PU-201|03-02,Transmisores
2243-FC-212|01,2243-FC-212|01-01,Motor eléctrico
2243-FC-212|01,2243-FC-212|01-02,Botella porta rodamientos
2243-FC-212|01,2243-FC-212|01-03,Sistema motriz
2243-FC-212|02,2243-FC-212|02-01,Válvula tipo dardo
2243-FC-212|03,2243-FC-212|03-01,Instrumentos de la celda
2243-FC-212|03,2243-FC-212|03-02,Instrumentos
2243-FC-212|03,2243-FC-212|03-03,Transmisores y válvulas de la celda
2243-FC-212|03,2243-FC-212|03-04,Tablero de control de lazo
2243-FC-213|01,2243-FC-213|01-01,Motor eléctrico
2243-FC-213|01,2243-FC-213|01-02,Botella porta rodamientos
2243-FC-213|01,2243-FC-213|01-03,Sistema motriz
2243-FC-213|02,2243-FC-213|02-01,Válvula tipo dardo
2243-FC-213|03,2243-FC-213|03-01,Instrumentos de la celda
2243-FC-213|03,2243-FC-213|03-02,Instrumentos
2243-FC-213|03,2243-FC-213|03-03,Transmisores y válvulas de la celda
2243-FC-213|03,2243-FC-213|03-04,Tablero de control de lazo
2247-FC-222|01,2247-FC-222|01-01,Motor eléctrico
2247-FC-222|01,2247-FC-222|01-02,Botella porta rodamientos
2247-FC-222|01,2247-FC-222|01-03,Sistema motriz
2247-FC-222|02,2247-FC-222|02-01,Válvula tipo dardo
2247-FC-222|03,2247-FC-222|03-01,Instrumentos de la celda
2247-FC-222|03,2247-FC-222|03-02,Transmisores y válvulas de la celda
2247-FC-222|03,2247-FC-222|03-03,Tablero de control de lazo
2247-FC-222|03,2247-FC-222|03-04,Instrumentos del cajón de concentrado
2247-FC-222|03,2247-FC-222|03-05,Transmisores del cajón de concentrado
2247-FC-223|01,2247-FC-223|01-01,Motor eléctrico
2247-FC-223|01,2247-FC-223|01-02,Botella porta rodamientos
2247-FC-223|01,2247-FC-223|01-03,Sistema motriz
2247-FC-223|02,2247-FC-223|02-01,Válvula tipo dardo
2247-FC-223|03,2247-FC-223|03-01,Instrumentos de la celda
2247-FC-223|03,2247-FC-223|03-02,Transmisores y válvulas de la celda
2247-FC-223|03,2247-FC-223|03-03,Tablero de control de lazo
2247-FC-223|03,2247-FC-223|03-04,Instrumentos del cajón de concentrado
2247-FC-223|03,2247-FC-223|03-05,Transmisores del cajón de concentrado
2242-FC-202|01,2242-FC-202|01-01,Motor eléctrico
2242-FC-202|01,2242-FC-202|01-02,Reductor
2242-FC-202|02,2242-FC-202|02-01,Válvula tipo dardo
2242-FC-202|03,2242-FC-202|03-01,Instrumentos de la celda
2242-FC-202|03,2242-FC-202|03-02,Transmisores y válvulas de la celda
2242-FC-202|03,2242-FC-202|03-03,Tablero de control de lazo
2242-FC-202|03,2242-FC-202|03-04,Instrumentos de motor
2242-FC-202|03,2242-FC-202|03-05,Transmisores de motor
2242-FC-203|01,2242-FC-203|01-01,Motor eléctrico
2242-FC-203|01,2242-FC-203|01-02,Reductor
2242-FC-203|02,2242-FC-203|02-01,Válvula tipo dardo
2242-FC-203|03,2242-FC-203|03-01,Instrumentos de la celda
2242-FC-203|03,2242-FC-203|03-02,Transmisores y válvulas de la celda
2242-FC-203|03,2242-FC-203|03-03,Tablero de control de lazo
2242-FC-203|03,2242-FC-203|03-04,Instrumentos de motor
2242-FC-203|03,2242-FC-203|03-05,Transmisores de motor
2242-FC-204|01,2242-FC-204|01-01,Motor eléctrico
2242-FC-204|01,2242-FC-204|01-02,Reductor
2242-FC-204|02,2242-FC-204|02-01,Válvula tipo dardo
2242-FC-204|03,2242-FC-204|03-01,Instrumentos de la celda
2242-FC-204|03,2242-FC-204|03-02,Transmisores y válvulas de la celda
2242-FC-204|03,2242-FC-204|03-03,Tablero de control de lazo
2242-FC-204|03,2242-FC-204|03-04,Instrumentos de motor
2242-FC-204|03,2242-FC-204|03-05,Transmisores de motor
2242-FC-205|01,2242-FC-205|01-01,Motor eléctrico
2242-FC-205|01,2242-FC-205|01-02,Reductor
2242-FC-205|02,2242-FC-205|02-01,Válvula tipo dardo
2242-FC-205|03,2242-FC-205|03-01,Instrumentos de la celda
2242-FC-205|03,2242-FC-205|03-02,Transmisores y válvulas de la celda
2242-FC-205|03,2242-FC-205|03-03,Tablero de control de lazo
2242-FC-205|03,2242-FC-205|03-04,Instrumentos del cajón de concentrado
2242-FC-205|03,2242-FC-205|03-05,Transmisores del cajón de concentrado
2242-FC-205|03,2242-FC-205|03-06,Instrumentos de motor
2242-FC-205|03,2242-FC-205|03-07,Transmisores de motor
3337-RE-301|01,3337-RE-301|01-01,Rectificador No. 1
3337-RE-301|01,3337-RE-301|01-02,Rectificador No. 2
3337-RE-301|01,3337-RE-301|01-03,Enfriador N° 1
3337-RE-301|01,3337-RE-301|01-04,Enfriador N° 2
3337-RE-301|01,3337-RE-301|01-05,Enfriador N° 3
3337-RE-301|01,3337-RE-301|01-06,Enfriador N° 4
3337-RE-301|02,3337-RE-301|02-01,Reactor
3337-RE-301|02,3337-RE-301|02-02,Condensador
3337-RE-301|03,3337-RE-301|03-01,Barras
2246-FC-241|01,2246-FC-241|01-01,Sistema de alimentación/ distribución de pulpa
2246-FC-241|01,2246-FC-241|01-02,Sistema de alimentación de aire
2246-FC-241|01,2246-FC-241|01-03,Sistema de lavado de burbujas
2246-FC-241|01,2246-FC-241|01-04,Tubos de descenso
2246-FC-241|01,2246-FC-241|01-05,Válvula tipo dardo
2246-FC-241|02,2246-FC-241|02-01,Instrumentos de la celda
2246-FC-241|02,2246-FC-241|02-02,Instrumentos
2246-FC-241|02,2246-FC-241|02-03,Instrumentos de la celda
2246-FC-241|02,2246-FC-241|02-04,Transmisores y válvulas de la celda
2246-FC-241|02,2246-FC-241|02-05,Tablero de control de lazo
3521-CP-302|01,3521-CP-302|01-01,Motor eléctrico
3521-CP-302|01,3521-CP-302|01-02,Panel de control y caja de conexiones
3521-CP-302|02,3521-CP-302|02-01,Compresor de aire
3521-CP-302|02,3521-CP-302|02-02,Separador de aceite
3521-CP-302|02,3521-CP-302|02-03,Sistema de enfriamiento
3521-CP-302|03,3521-CP-302|03-01,Secador de aire
3521-CP-302|03,3521-CP-302|03-02,Acumulador de aire
3521-CP-302|04,3521-CP-302|04-01,Instrumentos
3521-CP-302|04,3521-CP-302|04-02,Transmisores
2321-CP-208|01,2321-CP-208|01-01,Motor eléctrico
2321-CP-208|01,2321-CP-208|01-02,Panel de control y caja de conexiones
2321-CP-208|02,2321-CP-208|02-01,Compresor de aire
2321-CP-208|03,2321-CP-208|03-01,Acumulador de aire
2321-CP-208|04,2321-CP-208|04-01,Instrumentos
2321-CP-208|04,2321-CP-208|04-02,Transmisores
3355-PU-385|01,3355-PU-385|01-01,Unidad de control
3355-PU-385|01,3355-PU-385|01-02,Unidad conducida
3355-PU-385|01,3355-PU-385|01-03,Bomba
3355-PU-385|02,3355-PU-385|02-01,Instrumentos
2284-PU-292|01,2284-PU-292|01-01,Motor eléctrico
2284-PU-292|01,2284-PU-292|01-02,Acople
2284-PU-292|02,2284-PU-292|02-01,Carcasa
2284-PU-292|02,2284-PU-292|02-02,Eje
2284-PU-292|02,2284-PU-292|02-03,Sello mecánico
2284-PU-292|03,2284-PU-292|03-01,Instrumentos
4331-PU-417|01,4331-PU-417|01-01,Motor eléctrico
4331-PU-417|01,4331-PU-417|01-02,Acople
4331-PU-417|02,4331-PU-417|02-01,Rotor
4331-PU-417|02,4331-PU-417|02-02,Válvula
4331-PU-417|02,4331-PU-417|02-03,Elementos de sellado y empaquetaduras
4331-PU-417|02,4331-PU-417|02-04,Bridas
4331-PU-417|02,4331-PU-417|02-05,Carcasa
4561-PU-40856|01,4561-PU-40856|01-01,Motor eléctrico
4561-PU-40856|01,4561-PU-40856|01-02,Botonera de campo
4561-PU-40856|02,4561-PU-40856|02-01,Carcasa
4561-PU-40856|02,4561-PU-40856|02-02,Rodete
4561-PU-40856|02,4561-PU-40856|02-03,Eje
4561-PU-40856|02,4561-PU-40856|02-04,Sello mecánico
4561-PU-40856|02,4561-PU-40856|02-05,Conjunto bomba
4561-PU-40856|03,4561-PU-40856|03-01,Instrumentos
4561-PU-40857|01,4561-PU-40857|01-01,Motor eléctrico
4561-PU-40857|02,4561-PU-40857|02-01,Conjunto bomba
4561-PU-40861|01,4561-PU-40861|01-01,Motor eléctrico
4561-PU-40861|02,4561-PU-40861|02-01,Conjunto bomba
4561-PU-40862|01,4561-PU-40862|01-01,Motor eléctrico
4561-PU-40862|02,4561-PU-40862|02-01,Conjunto bomba
4561-PU-40869|01,4561-PU-40869|01-01,Motor eléctrico
4561-PU-40869|02,4561-PU-40869|02-01,Conjunto bomba
4561-PU-40869|03,4561-PU-40869|03-01,Instrumentos
4561-PU-40870|01,4561-PU-40870|01-01,Motor eléctrico
4561-PU-40870|02,4561-PU-40870|02-01,Conjunto bomba
4561-PU-40870|03,4561-PU-40870|03-01,Instrumentos
4331-PU-40650|01,4331-PU-40650|01-01,Motor eléctrico
4331-PU-40650|01,4331-PU-40650|01-02,Botonera de campo
4331-PU-40650|02,4331-PU-40650|02-01,Conjunto bomba
4331-PU-40650|03,4331-PU-40650|03-01,Instrumentos
4331-PU-40651|01,4331-PU-40651|01-01,Motor eléctrico
4331-PU-40651|02,4331-PU-40651|02-01,Conjunto bomba
4331-PU-40656|01,4331-PU-40656|01-01,Motor eléctrico
4331-PU-40656|01,4331-PU-40656|01-02,Botonera de campo
4331-PU-40656|02,4331-PU-40656|02-01,Conjunto bomba
4331-PU-40656|03,4331-PU-40656|03-01,Instrumentos
4331-PU-40657|01,4331-PU-40657|01-01,Motor eléctrico
4331-PU-40657|02,4331-PU-40657|02-01,Conjunto bomba
4331-PU-40663|01,4331-PU-40663|01-01,Motor eléctrico
4331-PU-40663|01,4331-PU-40663|01-02,Botonera de campo
4331-PU-40663|02,4331-PU-40663|02-01,Conjunto bomba
4331-PU-40663|03,4331-PU-40663|03-01,Instrumentos
4561-PU-40877|01,4561-PU-40877|01-01,Motor eléctrico
4561-PU-40877|02,4561-PU-40877|02-01,Conjunto bomba
4561-PU-40877|03,4561-PU-40877|03-01,Instrumentos
4561-PU-40878|01,4561-PU-40878|01-01,Motor eléctrico
4561-PU-40878|02,4561-PU-40878|02-01,Conjunto bomba
4331-PU-40675|01,4331-PU-40675|01-01,Carcasa
4331-PU-40675|02,4331-PU-40675|02-01,Instrumentos
4316-PU-411|01,4316-PU-411|01-01,Motor diesel
4316-PU-411|01,4316-PU-411|01-02,Acople
4316-PU-411|02,4316-PU-411|02-01,Carcasa
4316-PU-411|02,4316-PU-411|02-02,Impulsor
4316-PU-411|02,4316-PU-411|02-03,Caja de rodamientos
4316-PU-411|02,4316-PU-411|02-04,Sellos
4316-PU-411|02,4316-PU-411|02-05,Sello
4316-PU-411|02,4316-PU-411|02-06,Eje
4316-PU-411|02,4316-PU-411|02-07,Elementos de unión
4316-PU-411|03,4316-PU-411|03-01,Instrumentos
4316-PU-411|03,4316-PU-411|03-02,Transmisores
4533-PU-412|01,4533-PU-412|01-01,Motor eléctrico
4533-PU-412|01,4533-PU-412|01-02,Arrancador
4533-PU-412|02,4533-PU-412|02-01,Carcasa
4533-PU-412|02,4533-PU-412|02-02,Rodete
4533-PU-412|02,4533-PU-412|02-03,Eje
4533-PU-412|02,4533-PU-412|02-04,Sello mecánico
4533-PU-412|03,4533-PU-412|03-01,Instrumentos
4533-PU-412|03,4533-PU-412|03-02,Transmisores
4561-PU-40875|01,4561-PU-40875|01-01,Motor eléctrico
4561-PU-40875|01,4561-PU-40875|01-02,Botonera de campo
4561-PU-40875|02,4561-PU-40875|02-01,Carcasa
4561-PU-40875|02,4561-PU-40875|02-02,Rodete
4561-PU-40875|02,4561-PU-40875|02-03,Eje
4561-PU-40875|02,4561-PU-40875|02-04,Sello mecánico
4561-PU-40875|02,4561-PU-40875|02-05,Conjunto bomba
4561-PU-40875|02,4561-PU-40875|02-06,Instrumentos
4561-PU-40876|01,4561-PU-40876|01-01,Motor eléctrico
4561-PU-40876|02,4561-PU-40876|02-01,Conjunto bomba
4561-PU-40882|01,4561-PU-40882|01-01,Distribuidor de succión
4561-PU-40882|01,4561-PU-40882|01-02,Cámara de compresión
4561-PU-40882|01,4561-PU-40882|01-03,Cuerpo intermedio
4561-PU-40882|01,4561-PU-40882|01-04,Diafragma
4561-PU-40882|01,4561-PU-40882|01-05,Válvula principal de entrada
4561-PU-40882|01,4561-PU-40882|01-06,Válvula de amortiguación
4561-PU-40882|01,4561-PU-40882|01-07,Válvula piloto de carrete
4561-PU-40882|01,4561-PU-40882|01-08,Carcasa
4561-PU-40882|02,4561-PU-40882|02-01,Instrumentos
4561-PU-40884|01,4561-PU-40884|01-01,Distribuidor de succión
4561-PU-40884|01,4561-PU-40884|01-02,Cámara de compresión
4561-PU-40884|01,4561-PU-40884|01-03,Cuerpo intermedio
4561-PU-40884|01,4561-PU-40884|01-04,Diafragma
4561-PU-40884|01,4561-PU-40884|01-05,Válvula principal de entrada
4561-PU-40884|01,4561-PU-40884|01-06,Válvula de amortiguación
4561-PU-40884|01,4561-PU-40884|01-07,Válvula piloto de carrete
4561-PU-40884|01,4561-PU-40884|01-08,Carcasa
4561-PU-40884|02,4561-PU-40884|02-01,Instrumentos
2262-TK-206|01,2262-TK-206|01-01,Tanque
2262-TK-206|02,2262-TK-206|02-01,Sistema motriz
2262-TK-206|02,2262-TK-206|02-02,Impulsor
2262-TK-206|03,2262-TK-206|03-01,Instrumentos
2262-TK-206|03,2262-TK-206|03-02,Transmisores
2143-CR-204|01,2143-CR-204|01-01,Motor eléctrico rod fijo
2143-CR-204|01,2143-CR-204|01-02,Motor eléctrico rod móvil
2143-CR-204|01,2143-CR-204|01-03,Variador de velocidad motor rod fijo
2143-CR-204|01,2143-CR-204|01-04,Variador de velocidad motor rod móvil
2143-CR-204|01,2143-CR-204|01-05,Botonera de campo
2143-CR-204|01,2143-CR-204|01-06,Panel de control
2143-CR-204|01,2143-CR-204|01-07,Cajas de conexiones
2143-CR-204|01,2143-CR-204|01-08,Cardán rodillo fijo
2143-CR-204|01,2143-CR-204|01-09,Cardán rodillo móvil
2143-CR-204|01,2143-CR-204|01-10,Reductor / Rodillo fijo
2143-CR-204|01,2143-CR-204|01-11,Reductor / Rodillo móvil
2143-CR-204|02,2143-CR-204|02-01,Sistema de lubricación rod. fijo
2143-CR-204|02,2143-CR-204|02-02,Motor eléctrico PU
2143-CR-204|03,2143-CR-204|03-01,Sistema de lubricación rod. móvil
2143-CR-204|03,2143-CR-204|03-02,Motor eléctrico PU
2143-CR-204|04,2143-CR-204|04-01,Motor eléctrico accionamiento auxiliar
2143-CR-204|04,2143-CR-204|04-02,Botonera de campo
2143-CR-204|04,2143-CR-204|04-03,Cajas de conexiones
2143-CR-204|04,2143-CR-204|04-04,Reductor
2143-CR-204|05,2143-CR-204|05-01,Rodillo móvil
2143-CR-204|05,2143-CR-204|05-02,Rodillo fijo
2143-CR-204|05,2143-CR-204|05-03,Sistema de rodillos
2143-CR-204|06,2143-CR-204|06-01,Sistema de engrase
2143-CR-204|07,2143-CR-204|07-01,Motor eléctrico sistema hidráulico
2143-CR-204|07,2143-CR-204|07-02,Botonera de campo
2143-CR-204|07,2143-CR-204|07-03,Cajas de conexiones
2143-CR-204|07,2143-CR-204|07-04,Sistema hidráulico
2143-CR-204|08,2143-CR-204|08-01,Chiller
2143-CR-204|09,2143-CR-204|09-01,Tolvín
2143-CR-204|09,2143-CR-204|09-02,Tolva
2143-CR-204|09,2143-CR-204|09-03,Cheek plate
2143-CR-204|10,2143-CR-204|10-01,Instrumentos del HPGR
2143-CR-204|10,2143-CR-204|10-02,Transmisores del HPGR
2143-CR-204|10,2143-CR-204|10-03,Instrumentos del Sistema de Lubricación
2143-CR-204|10,2143-CR-204|10-04,Instrumentos Sistema Hidráulico
2143-CR-204|10,2143-CR-204|10-05,Instrumentos del Sistema Hidráulico
2143-CR-204|10,2143-CR-204|10-06,Transmisores del Sistema Hidráulico
2143-CR-204|10,2143-CR-204|10-07,Instrumentos del Sistema Lubricación de Rodamientos
2143-CR-204|10,2143-CR-204|10-08,Transmisores del Sistema Lubricación de Rodamientos
3144-CR-303|01,3144-CR-303|01-01,Motor eléctrico rod fijo
3144-CR-303|01,3144-CR-303|01-02,Motor eléctrico rod móvil
3144-CR-303|01,3144-CR-303|01-03,Variador de velocidad motor rod fijo
3144-CR-303|01,3144-CR-303|01-04,Variador de velocidad motor rod móvil
3144-CR-303|01,3144-CR-303|01-05,Botonera de campo
3144-CR-303|01,3144-CR-303|01-06,Panel de control
3144-CR-303|01,3144-CR-303|01-07,Cajas de conexiones
3144-CR-303|01,3144-CR-303|01-08,Cardán rodillo fijo
3144-CR-303|01,3144-CR-303|01-09,Cardán rodillo móvil
3144-CR-303|01,3144-CR-303|01-10,Reductor / Rodillo fijo
3144-CR-303|01,3144-CR-303|01-11,Reductor / Rodillo móvil
3144-CR-303|02,3144-CR-303|02-01,Sistema de lubricación rod. fijo
3144-CR-303|02,3144-CR-303|02-02,Motor eléctrico PU 360
3144-CR-303|02,3144-CR-303|02-03,Motor eléctrico PU 361
3144-CR-303|03,3144-CR-303|03-01,Sistema de lubricación rod. móvil
3144-CR-303|03,3144-CR-303|03-02,Motor eléctrico PU 362
3144-CR-303|03,3144-CR-303|03-03,Motor eléctrico PU 363
3144-CR-303|04,3144-CR-303|04-01,Motor eléctrico accionamiento auxiliar
3144-CR-303|04,3144-CR-303|04-02,Botonera de campo
3144-CR-303|04,3144-CR-303|04-03,Cajas de conexiones
3144-CR-303|04,3144-CR-303|04-04,Reductor
3144-CR-303|05,3144-CR-303|05-01,Rodillo móvil
3144-CR-303|05,3144-CR-303|05-02,Rodillo fijo
3144-CR-303|05,3144-CR-303|05-03,Sistema de rodillos
3144-CR-303|06,3144-CR-303|06-01,Sistema de engrase
3144-CR-303|07,3144-CR-303|07-01,Motor eléctrico
3144-CR-303|07,3144-CR-303|07-02,Botonera de campo
3144-CR-303|07,3144-CR-303|07-03,Cajas de conexiones
3144-CR-303|07,3144-CR-303|07-04,Sistema hidráulico
3144-CR-303|08,3144-CR-303|08-01,Chiller
3144-CR-303|09,3144-CR-303|09-01,Tolvín
3144-CR-303|09,3144-CR-303|09-02,Tolva
3144-CR-303|09,3144-CR-303|09-03,Cheek plate
3144-CR-303|10,3144-CR-303|10-01,Instrumentos del HPGR
3144-CR-303|10,3144-CR-303|10-02,Transmisores del HPGR
3144-CR-303|10,3144-CR-303|10-03,Instrumentos del Sistema de Lubricación
3144-CR-303|10,3144-CR-303|10-04,Instrumentos Sistema Hidráulico
3144-CR-303|10,3144-CR-303|10-05,Instrumentos del Sistema Hidráulico
3144-CR-303|10,3144-CR-303|10-06,Transmisores del Sistema Hidráulico
3144-CR-303|10,3144-CR-303|10-07,Instrumentos del Sistema Lubricación de Rodamientos
3324-TK-363|01,3324-TK-363|01-01,Tanque
3324-TK-363|02,3324-TK-363|02-01,Instrumentos
3324-TK-363|02,3324-TK-363|02-02,Transmisores
3324-TK-364|01,3324-TK-364|01-01,Tanque
3324-TK-364|02,3324-TK-364|02-01,Instrumentos
3253-TK-320|01,3253-TK-320|01-01,Tanque
3253-TK-320|02,3253-TK-320|02-01,Instrumentos
3251-TK-317|01,3251-TK-317|01-01,Tanque
3251-TK-317|02,3251-TK-317|02-01,Instrumentos
3252-TK-318|01,3252-TK-318|01-01,Tanque
3252-TK-318|02,3252-TK-318|02-01,Instrumentos
3254-TK-321|01,3254-TK-321|01-01,Tanque
3254-TK-321|02,3254-TK-321|02-01,Instrumentos
3253-TK-319|01,3253-TK-319|01-01,Tanque
3253-TK-319|02,3253-TK-319|02-01,Instrumentos
3322-TK-340|01,3322-TK-340|01-01,Tanque
3322-TK-340|02,3322-TK-340|02-01,Instrumentos
3322-TK-341|01,3322-TK-341|01-01,Tanque
3322-TK-341|02,3322-TK-341|02-01,Instrumentos
3323-TK-342|01,3323-TK-342|01-01,Tanque
3323-TK-342|02,3323-TK-342|02-01,Instrumentos
3352-TK-353|01,3352-TK-353|01-01,Tanque
3352-TK-353|02,3352-TK-353|02-01,Instrumentos
3352-TK-353|02,3352-TK-353|02-02,Transmisores
3331-TK-343|01,3331-TK-343|01-01,Tanque
3331-TK-343|02,3331-TK-343|02-01,Instrumentos
3332-TK-374|01,3332-TK-374|01-01,Tanque
3332-TK-374|02,3332-TK-374|02-01,Instrumentos
3332-TK-374|02,3332-TK-374|02-02,Transmisores
3332-TK-375|01,3332-TK-375|01-01,Tanque
3332-TK-375|02,3332-TK-375|02-01,Instrumentos
3332-TK-376|01,3332-TK-376|01-01,Tanque
3332-TK-376|02,3332-TK-376|02-01,Instrumentos
3335-TK-372|01,3335-TK-372|01-01,Tanque
3335-TK-372|02,3335-TK-372|02-01,Instrumentos
4532-TK-40761|01,4532-TK-40761|01-01,Tanque
4532-TK-40761|02,4532-TK-40761|02-01,Instrumentos
4561-TK-40881|01,4561-TK-40881|01-01,Tanque
4561-TK-40881|02,4561-TK-40881|02-01,Instrumentos
3335-TK-373|01,3335-TK-373|01-01,Tanque
3335-TK-373|02,3335-TK-373|02-01,Instrumentos
4532-TK-40764|01,4532-TK-40764|01-01,Tanque
4532-TK-40764|02,4532-TK-40764|02-01,Instrumentos
3718-TK-365|01,3718-TK-365|01-01,Tanque
3718-TK-365|02,3718-TK-365|02-01,Instrumentos
3718-TK-366|01,3718-TK-366|01-01,Tanque
3718-TK-366|02,3718-TK-366|02-01,Instrumentos
3719-TK-370|01,3719-TK-370|01-01,Tanque
3719-TK-370|02,3719-TK-370|02-01,Instrumentos
3719-TK-371|01,3719-TK-371|01-01,Tanque
3719-TK-371|02,3719-TK-371|02-01,Instrumentos
4561-TK-407|01,4561-TK-407|01-01,Tanque
4561-TK-407|02,4561-TK-407|02-01,Instrumentos
3719-TK-367|01,3719-TK-367|01-01,Tanque
3719-TK-367|02,3719-TK-367|02-01,Instrumentos
3335-TK-348|01,3335-TK-348|01-01,Tanque
3335-TK-348|02,3335-TK-348|02-01,Instrumentos
3335-TK-348|02,3335-TK-348|02-02,Transmisores
4532-TK-405|01,4532-TK-405|01-01,Tanque
4532-TK-405|02,4532-TK-405|02-01,Instrumentos
4532-TK-405|02,4532-TK-405|02-02,Transmisores
2312-TK-214|01,2312-TK-214|01-01,Tanque
2312-TK-214|02,2312-TK-214|02-01,Instrumentos
4533-TK-404|01,4533-TK-404|01-01,Tanque
4533-TK-404|02,4533-TK-404|02-01,Instrumentos
4311-TK-403|01,4311-TK-403|01-01,Tanque
4311-TK-403|02,4311-TK-403|02-01,Instrumentos
4313-TK-401|01,4313-TK-401|01-01,Tanque
4313-TK-401|02,4313-TK-401|02-01,Instrumentos
3351-TK-351|01,3351-TK-351|01-01,Tanque
3351-TK-351|02,3351-TK-351|02-01,Instrumentos
3351-TK-352|01,3351-TK-352|01-01,Tanque
3351-TK-352|02,3351-TK-352|02-01,Instrumentos
3335-TK-347|01,3335-TK-347|01-01,Tanque
3335-TK-347|02,3335-TK-347|02-01,Instrumentos
3335-TK-347|02,3335-TK-347|02-02,Transmisores
4561-TK-40888|01,4561-TK-40888|01-01,Tanque
4561-TK-40888|02,4561-TK-40888|02-01,Instrumentos
4561-TK-40888|02,4561-TK-40888|02-02,Transmisores
4561-TK-40889|01,4561-TK-40889|01-01,Tanque
4561-TK-40889|02,4561-TK-40889|02-01,Instrumentos
4561-TK-40890|01,4561-TK-40890|01-01,Tanque
4561-TK-40890|02,4561-TK-40890|02-01,Instrumentos
4561-TK-40891|01,4561-TK-40891|01-01,Tanque
4561-TK-40891|02,4561-TK-40891|02-01,Instrumentos
4561-TK-40892|01,4561-TK-40892|01-01,Tanque
4561-TK-40892|02,4561-TK-40892|02-01,Instrumentos
4561-TK-40893|01,4561-TK-40893|01-01,Tanque
4561-TK-40893|02,4561-TK-40893|02-01,Instrumentos
4561-TK-40894|01,4561-TK-40894|01-01,Tanque
4561-TK-40894|02,4561-TK-40894|02-01,Instrumentos
4561-TK-40895|01,4561-TK-40895|01-01,Tanque
4561-TK-40895|02,4561-TK-40895|02-01,Instrumentos
4561-TK-40896|01,4561-TK-40896|01-01,Tanque
4561-TK-40896|02,4561-TK-40896|02-01,Instrumentos
4561-TK-40897|01,4561-TK-40897|01-01,Tanque
4561-TK-40897|02,4561-TK-40897|02-01,Instrumentos
4561-TK-40900|01,4561-TK-40900|01-01,Tanque
4561-TK-40900|02,4561-TK-40900|02-01,Instrumentos
2284-TK-216|01,2284-TK-216|01-01,Tanque
2284-TK-216|02,2284-TK-216|02-01,Instrumentos
3354-TK-355|01,3354-TK-355|01-01,Tanque
3354-TK-355|02,3354-TK-355|02-01,Instrumentos
4316-TK-402|01,4316-TK-402|01-01,Tanque
4316-TK-402|02,4316-TK-402|02-01,Instrumentos
3351-TK-349|01,3351-TK-349|01-01,Tanque
3351-TK-349|02,3351-TK-349|02-01,Instrumentos
3351-TK-350|01,3351-TK-350|01-01,Tanque
3351-TK-350|02,3351-TK-350|02-01,Instrumentos
2287-TK-213|01,2287-TK-213|01-01,Tanque
2287-TK-213|02,2287-TK-213|02-01,Instrumentos
4314-TK-406|01,4314-TK-406|01-01,Tanque
4314-TK-406|02,4314-TK-406|02-01,Instrumentos
2323-FA-204|01,2323-FA-204|01-01,Motor eléctrico
2323-FA-204|02,2323-FA-204|02-01,Ventilador
2323-FA-204|02,2323-FA-204|02-02,Silenciador
2323-FA-204|02,2323-FA-204|02-03,Ducto
2323-FA-204|03,2323-FA-204|03-01,Instrumentos
2323-FA-204|03,2323-FA-204|03-02,Transmisores
2323-FA-205|01,2323-FA-205|01-01,Motor eléctrico
2323-FA-205|02,2323-FA-205|02-01,Ventilador
2323-FA-205|02,2323-FA-205|02-02,Silenciador
2323-FA-205|02,2323-FA-205|02-03,Ducto
2323-FA-205|03,2323-FA-205|03-01,Instrumentos
2323-FA-205|03,2323-FA-205|03-02,Transmisores
4533-PU-413|01,4533-PU-413|01-01,Motor eléctrico
4533-PU-413|01,4533-PU-413|01-02,Arrancador
4533-PU-413|02,4533-PU-413|02-01,Carcasa
4533-PU-413|02,4533-PU-413|02-02,Rodete
