key_component,key_dutie,Primary task
3351-XM-306|01-01,3351-XM-306|01-01-08,Insp acopladores brazo de carga
3351-XM-306|01-01,3351-XM-306|01-01-09,Insp temperat articulaciones brazo
3351-XM-306|01-01,3351-XM-306|01-01-10,Cambio sellos válvulas carga brazo
3351-XM-306|01-01,3351-XM-306|01-01-11,Camb ajuste cilindro resorte d brazo
3351-XM-306|01-01,3351-XM-306|01-01-12,Pintado de brazo de descarga
3351-XM-306|01-01,3351-XM-306|01-01-13,Camb manguera y acople d brazo carga
3351-XM-306|02-01,3351-XM-306|02-01-01,Inspección de instrumentos de brazo
3351-XM-306|02-01,3351-XM-306|02-01-02,Mtto instrumentos de brazo carga
3351-XM-306|02-01,3351-XM-306|02-01-03,Cambio de instrumentos de brazo
3351-XM-306|02-02,3351-XM-306|02-02-01,Contrastación ajust trans de brazo
3351-XM-307|01-01,3351-XM-307|01-01-01,Camb ajuste cilindro resorte d brazo
3351-XM-307|01-01,3351-XM-307|01-01-02,Camb manguera y acople d brazo carga
3351-XM-307|02-01,3351-XM-307|02-01-01,Cambio de instrumentos de brazo
3211-PU-320|01-01,3211-PU-320|01-01-01,Inspección general de motor
3211-PU-320|01-01,3211-PU-320|01-01-02,Mtto menor de motor de bomba
3211-PU-320|01-01,3211-PU-320|01-01-03,Mtto caja de conexiones de motor
3211-PU-320|01-01,3211-PU-320|01-01-04,Mtto de ventilador de motor
3211-PU-320|01-01,3211-PU-320|01-01-05,Mtto de cable a tierra de motor
3211-PU-320|01-01,3211-PU-320|01-01-06,Verificación de Termistor de motor
3211-PU-320|01-01,3211-PU-320|01-01-07,Cambio de motor eléctrico de bomba
3211-PU-320|01-01,3211-PU-320|01-01-08,Medición aislamiento de motor
3211-PU-320|01-01,3211-PU-320|01-01-09,Monit temperatura rodamientos motor
3211-PU-320|01-01,3211-PU-320|01-01-10,Monit temperatura estator motor
3211-PU-320|01-01,3211-PU-320|01-01-11,Monitoreo de vibración de motor
3211-PU-320|01-01,3211-PU-320|01-01-12,Monitoreo de termografía de motor
3211-PU-320|01-02,3211-PU-320|01-02-01,Mtto preventivo arrancador bomba
3211-PU-320|01-03,3211-PU-320|01-03-01,Inspección de acople de bomba
3211-PU-320|01-03,3211-PU-320|01-03-02,Mtto general de acople de bomba
3211-PU-320|01-03,3211-PU-320|01-03-03,Cambio de acople de bomba
3211-PU-320|01-03,3211-PU-320|01-03-04,Alineamiento de ejes de acople de bomba
3211-PU-320|02-01,3211-PU-320|02-01-01,Inspección ducto descarga de bomba
3211-PU-320|02-01,3211-PU-320|02-01-02,Cambio de carcasa de bomba
3211-PU-320|02-01,3211-PU-320|02-01-03,Mantenimiento de carcasa de bomba
3211-PU-320|02-02,3211-PU-320|02-02-01,Cambio de impulsor de bomba
3211-PU-320|02-03,3211-PU-320|02-03-01,Inspec rodamientos de columna bomba
3211-PU-320|02-03,3211-PU-320|02-03-02,Monit temp rod de columna de bomba
3211-PU-320|02-03,3211-PU-320|02-03-03,Cambio sellos orings juntas de bomba
3211-PU-320|02-03,3211-PU-320|02-03-04,Cambio de rodamientos de bomba
3211-PU-320|02-03,3211-PU-320|02-03-05,Lubricación de rodamientos de bomba
3211-PU-320|02-03,3211-PU-320|02-03-06,Mtto eje de columna de bomba
3211-PU-320|02-04,3211-PU-320|02-04-01,Inspección de sellos de bomba
3211-PU-320|02-05,3211-PU-320|02-05-01,Camb elementos de unión de bomba
3211-PU-320|03-01,3211-PU-320|03-01-01,Inspección de instrumentos de bomba
3211-PU-320|03-01,3211-PU-320|03-01-02,Mtto de instrumentos de bomba
3211-PU-320|03-01,3211-PU-320|03-01-03,Cambio instrumentos de bomba
4533-PU-420|01-01,4533-PU-420|01-01-01,Inspección general de motor diesel
4533-PU-420|01-01,4533-PU-420|01-01-02,Cambio filtro combustible de bomba
4533-PU-420|01-01,4533-PU-420|01-01-03,Mtto menor de motor de bomba
4533-PU-420|01-01,4533-PU-420|01-01-04,Inspección general de motor diesel
4533-PU-420|01-01,4533-PU-420|01-01-05,"Lub union ""U"" eje cardan m.diesel"
4533-PU-420|01-01,4533-PU-420|01-01-06,Camb filtros aceite motor diesel
4533-PU-420|01-01,4533-PU-420|01-01-07,Cambio elementos de motor diesel
4533-PU-420|01-02,4533-PU-420|01-02-01,Inspección menor de acople de bomba
4533-PU-420|01-02,4533-PU-420|01-02-02,Lubricación del acople de bomba
4533-PU-420|01-02,4533-PU-420|01-02-03,Cambio de acople de bomba
4533-PU-420|01-02,4533-PU-420|01-02-04,Alineamiento láser acople de bomba
4533-PU-420|02-01,4533-PU-420|02-01-01,Insp desgaste impulsor de bomba
4533-PU-420|02-01,4533-PU-420|02-01-02,Cambio de elementos de impulsor de bomba
4533-PU-420|02-02,4533-PU-420|02-02-01,Inspecc desgaste carcasa de bomba
4533-PU-420|02-02,4533-PU-420|02-02-02,Cambio de la carcasa de bomba
4533-PU-420|02-03,4533-PU-420|02-03-01,Inspección caja rodamientos bomba
4533-PU-420|02-03,4533-PU-420|02-03-02,Lubric de rodamientos de bomba
4533-PU-420|02-03,4533-PU-420|02-03-03,Monitoreo caja de rodamientos bomba
4533-PU-420|02-03,4533-PU-420|02-03-04,Cambio rodamientos de caja rodamientos
4533-PU-420|02-03,4533-PU-420|02-03-05,Cambio sellos de caja rodamientos
4533-PU-420|02-04,4533-PU-420|02-04-01,Inspec dimensional eje de bomba
4533-PU-420|02-04,4533-PU-420|02-04-02,Cambio de camiseta del eje de bomba
4533-PU-420|02-05,4533-PU-420|02-05-01,Inspección prensaestopas de bomba
4533-PU-420|02-05,4533-PU-420|02-05-02,Inspec anillo difusor prensaestopa
4533-PU-420|02-05,4533-PU-420|02-05-03,Cambio sellos prensaestopas de bomba
4533-PU-420|03-01,4533-PU-420|03-01-01,Inspección de instrumentos de bomba
4533-PU-420|03-01,4533-PU-420|03-01-02,Mtto de instrumentos de bomba
4533-PU-420|03-01,4533-PU-420|03-01-03,Cambio instrumentos de bomba
4533-PU-420|03-02,4533-PU-420|03-02-01,Contrastación ajuste transmisores
3335-PU-396|01-01,3335-PU-396|01-01-01,Inspección panel de control bomba
3335-PU-396|01-01,3335-PU-396|01-01-02,Inspección cables conexión de bomba
3335-PU-396|01-01,3335-PU-396|01-01-03,Insp cables conex tablero electr
3335-PU-396|01-02,3335-PU-396|01-02-01,Insp verif vibración base de bomba
3335-PU-396|01-02,3335-PU-396|01-02-02,Monitoreo de temperatura de bomba
3335-PU-396|01-02,3335-PU-396|01-02-03,Ajuste pernos de cabezal de bomba
3335-PU-396|01-03,3335-PU-396|01-03-01,Limpieza general de bomba
3335-PU-396|01-03,3335-PU-396|01-03-02,Insp líneas de succión y desc bomba
3335-PU-396|01-03,3335-PU-396|01-03-03,Inspección medidor de flujo bomba
3335-PU-396|01-03,3335-PU-396|01-03-04,Inspección presión descarga d bomba
3335-PU-396|01-03,3335-PU-396|01-03-05,Cambio de bomba de bomba de bomba
3331-FA-311|01-01,3331-FA-311|01-01-01,Inspección motor y cables conexión
3331-FA-311|01-01,3331-FA-311|01-01-02,Limpiar la superficie del motor
3331-FA-311|01-01,3331-FA-311|01-01-03,Limpiar ajustar bornes conexión
3331-FA-311|01-01,3331-FA-311|01-01-04,Medir parámetros eléctricos
3331-FA-311|01-01,3331-FA-311|01-01-05,Mantenimiento del cable a tierra
3331-FA-311|01-01,3331-FA-311|01-01-06,Mantenimiento del arrancador
3331-FA-311|02-01,3331-FA-311|02-01-01,Insp álabes elemen unión ventilador
3331-FA-311|02-01,3331-FA-311|02-01-02,Insp juego álabe y ducto ventilador
3331-FA-311|02-01,3331-FA-311|02-01-03,Limpieza mtto álabes de ventilador
3331-FA-311|02-01,3331-FA-311|02-01-04,Cambio de álabes de ventilador
3331-FA-311|02-01,3331-FA-311|02-01-05,Monitoreo vibración temp ventilador
3331-FA-311|02-02,3331-FA-311|02-02-01,Inspección silenciador ventilador
3331-FA-311|02-02,3331-FA-311|02-02-02,Limpieza y mtto del silenciador
3331-FA-311|02-03,3331-FA-311|02-03-01,Inspección de ducto de ventilador
3331-FA-311|02-03,3331-FA-311|02-03-02,Limpieza y mtto ducto ventilador
3331-FA-311|03-01,3331-FA-311|03-01-01,Inspeccionar estado de componentes.
3331-FA-311|03-01,3331-FA-311|03-01-02,Limpieza y mtto de instrumentos
3331-FA-311|03-01,3331-FA-311|03-01-03,Cambio de instrumentos y válvulas
3352-PU-376|01-01,3352-PU-376|01-01-01,Inspección general motor cables
3352-PU-376|01-01,3352-PU-376|01-01-02,Limpiar la superficie del motor
3352-PU-376|01-01,3352-PU-376|01-01-03,Limp ajuste bornes conexión motor
3352-PU-376|01-01,3352-PU-376|01-01-04,Medir parámetros eléctricos motor
3352-PU-376|01-01,3352-PU-376|01-01-05,Mtto de cable a tierra de motor
3352-PU-376|01-01,3352-PU-376|01-01-06,Mtto de arrancador de motor
3352-PU-376|01-01,3352-PU-376|01-01-07,Cambio de motor
3352-PU-376|01-02,3352-PU-376|01-02-01,Inspección elementos unión de bomba
3352-PU-376|01-02,3352-PU-376|01-02-02,Cambio de acople de bomba
3352-PU-376|02-01,3352-PU-376|02-01-01,Insp de estado de carcasa de bomba
3352-PU-376|02-01,3352-PU-376|02-01-02,Cambio de la carcasa de bomba
3352-PU-376|02-02,3352-PU-376|02-02-01,Insp dimensional anillo excéntrico
3352-PU-376|02-02,3352-PU-376|02-02-02,Cambio del anillo excéntrico de bomba
3352-PU-376|02-03,3352-PU-376|02-03-01,Inspección del rotor de bomba
3352-PU-376|02-03,3352-PU-376|02-03-02,Cambio paletas y resortes rotor bomba
3352-PU-376|02-03,3352-PU-376|02-03-03,Cambio de bomba de rotor de bomba
3352-PU-376|03-01,3352-PU-376|03-01-01,Inspeccionar estado de componentes
3352-PU-376|03-01,3352-PU-376|03-01-02,Limpieza y mtto de instrumentos.
3352-PU-376|03-01,3352-PU-376|03-01-03,Cambio de instrumentos y válvulas
3352-PU-376|03-02,3352-PU-376|03-02-01,Contrastación del instrumento
3254-PU-330|01-01,3254-PU-330|01-01-01,Inspección general de motor
3254-PU-330|01-01,3254-PU-330|01-01-02,Mtto menor de motor de bomba
3254-PU-330|01-01,3254-PU-330|01-01-03,Mtto caja de conexiones de motor
3254-PU-330|01-01,3254-PU-330|01-01-04,Mtto de ventilador de motor
3254-PU-330|01-01,3254-PU-330|01-01-05,Mtto de cable a tierra de motor
3254-PU-330|01-01,3254-PU-330|01-01-06,Verificación de Termistor de motor
3254-PU-330|01-01,3254-PU-330|01-01-07,Cambio de rodamientos de motor
3254-PU-330|01-01,3254-PU-330|01-01-08,Medición aislamiento de motor
3254-PU-330|01-01,3254-PU-330|01-01-09,Lubricación de motor de bomba
3254-PU-330|01-01,3254-PU-330|01-01-10,Monit temperatura rodamientos motor
3254-PU-330|01-01,3254-PU-330|01-01-11,Monit temperatura estator motor
3254-PU-330|01-01,3254-PU-330|01-01-12,Monitoreo de vibración de motor
3254-PU-330|01-01,3254-PU-330|01-01-13,Monitoreo de termografía de motor
3254-PU-330|01-02,3254-PU-330|01-02-01,Mtto preventivo variador velocidad
3254-PU-330|01-03,3254-PU-330|01-03-01,Inspección general de acople
3254-PU-330|01-03,3254-PU-330|01-03-02,Insp mantto de acople de bomba
3254-PU-330|01-03,3254-PU-330|01-03-03,Cambio de acople de bomba
3254-PU-330|01-03,3254-PU-330|01-03-04,Alineamiento láser acople de bomba
3254-PU-330|02-01,3254-PU-330|02-01-01,Inspección de carcasa de bomba
3254-PU-330|02-01,3254-PU-330|02-01-02,Prueba de eficiencia de carcasa
3254-PU-330|02-01,3254-PU-330|02-01-03,Cambio de impulsor de bomba
3254-PU-330|02-01,3254-PU-330|02-01-04,Cambio de revestimiento de carcasa
3254-PU-330|02-01,3254-PU-330|02-01-05,Mantenimiento de carcasa de bomba
3254-PU-330|02-02,3254-PU-330|02-02-01,Insp caja de rodamientos de bomba
3254-PU-330|02-02,3254-PU-330|02-02-02,Monitoreo x vibración caja rodamie
3254-PU-330|02-02,3254-PU-330|02-02-03,Monit temperat rodamientos bomba
3254-PU-330|02-02,3254-PU-330|02-02-04,Cambio sellos y juntas de bomba
3254-PU-330|02-02,3254-PU-330|02-02-05,Cambio de rodamientos de bomba
3254-PU-330|02-02,3254-PU-330|02-02-06,Lubric x grasa caja rodamientos
3254-PU-330|02-03,3254-PU-330|02-03-01,Insp sello mecánico de bomba
3254-PU-330|02-03,3254-PU-330|02-03-02,Cambio sello mecánico de bomba
3254-PU-330|02-04,3254-PU-330|02-04-01,Cambio de eje de bomba
3254-PU-330|02-05,3254-PU-330|02-05-01,Camb elementos de unión de bomba
3254-PU-330|03-01,3254-PU-330|03-01-01,Inspección de instrumentos de bomba
3254-PU-330|03-01,3254-PU-330|03-01-02,Mtto de instrumentos de bomba
3254-PU-330|03-01,3254-PU-330|03-01-03,Cambio instrumentos de bomba
3254-PU-330|03-02,3254-PU-330|03-02-01,Contras y/o ajuste transmis bomba
3334-PU-354|01-01,3334-PU-354|01-01-01,Inspección general de motor
3334-PU-354|01-01,3334-PU-354|01-01-02,Mtto menor de motor de bomba
3334-PU-354|01-01,3334-PU-354|01-01-03,Mtto caja de conexiones de motor
3334-PU-354|01-01,3334-PU-354|01-01-04,Mtto de ventilador de motor
3334-PU-354|01-01,3334-PU-354|01-01-05,Mtto de cable a tierra de motor
3334-PU-354|01-01,3334-PU-354|01-01-06,Cambio de rodamientos de motor
3334-PU-354|01-01,3334-PU-354|01-01-07,Medición aislamiento de motor
3334-PU-354|01-01,3334-PU-354|01-01-08,Lubricación de motor de bomba
3334-PU-354|01-01,3334-PU-354|01-01-09,Monit temperatura rodamientos motor
3334-PU-354|01-01,3334-PU-354|01-01-10,Monit temperatura estator motor
3334-PU-354|01-01,3334-PU-354|01-01-11,Monitoreo de vibración de motor
3334-PU-354|01-01,3334-PU-354|01-01-12,Monitoreo de termografía de motor
3334-PU-354|01-02,3334-PU-354|01-02-01,Mtto preventivo variador velocidad
3334-PU-354|01-03,3334-PU-354|01-03-01,Inspección general de acople
3334-PU-354|01-03,3334-PU-354|01-03-02,Insp mantto de acople de bomba
3334-PU-354|01-03,3334-PU-354|01-03-03,Cambio de acople de bomba
3334-PU-354|01-03,3334-PU-354|01-03-04,Alineamiento láser de acople de bomba
3334-PU-354|02-01,3334-PU-354|02-01-01,Inspección de carcasa de bomba
3334-PU-354|02-01,3334-PU-354|02-01-02,Cambio de impulsor de bomba
3334-PU-354|02-01,3334-PU-354|02-01-03,Cambio de revestimiento de carcasa
3334-PU-354|02-01,3334-PU-354|02-01-04,Prueba de eficiencia de carcasa
3334-PU-354|02-01,3334-PU-354|02-01-05,Mtto y/o cambio carcasa de bomba
3334-PU-354|02-01,3334-PU-354|02-01-06,Cambio element unión carcasa bomba
3334-PU-354|02-02,3334-PU-354|02-02-01,Insp caja de rodamientos de bomba
3334-PU-354|02-02,3334-PU-354|02-02-02,Monitoreo vibración de bomba
3334-PU-354|02-02,3334-PU-354|02-02-03,Monit temperat rodamientos bomba
3334-PU-354|02-02,3334-PU-354|02-02-04,Cambio sellos y juntas de bomba
3334-PU-354|02-02,3334-PU-354|02-02-05,Cambio de rodamientos de bomba
3334-PU-354|02-02,3334-PU-354|02-02-06,Lubric por grasa rodamientos bomba
3334-PU-354|02-02,3334-PU-354|02-02-07,Inspeccion eje caja rodamientos bomba
3334-PU-354|02-02,3334-PU-354|02-02-08,Cambio eje caja rodamientos de bomba
3334-PU-354|02-03,3334-PU-354|02-03-01,Insp sello mecánico de bomba
3334-PU-354|02-03,3334-PU-354|02-03-02,Cambio sello mecánico de bomba
3334-PU-354|03-01,3334-PU-354|03-01-01,Inspección de instrumentos de bomba
3334-PU-354|03-01,3334-PU-354|03-01-02,Mtto de instrumentos de bomba
3334-PU-354|03-01,3334-PU-354|03-01-03,Cambio instrumentos de bomba
3334-PU-354|03-02,3334-PU-354|03-02-01,Contras y/o ajuste transmis bomba
3334-PU-355|01-01,3334-PU-355|01-01-01,Inspección general de motor
3334-PU-355|01-01,3334-PU-355|01-01-02,Mtto menor de motor de bomba
3334-PU-355|01-01,3334-PU-355|01-01-03,Mtto caja de conexiones de motor
3334-PU-355|01-01,3334-PU-355|01-01-04,Mtto de ventilador de motor
3334-PU-355|01-01,3334-PU-355|01-01-05,Mtto de cable a tierra de motor
3334-PU-355|01-01,3334-PU-355|01-01-06,Cambio de rodamientos de motor
3334-PU-355|01-01,3334-PU-355|01-01-07,Medición aislamiento de motor
3334-PU-355|01-01,3334-PU-355|01-01-08,Lubricación de motor de bomba
3334-PU-355|01-01,3334-PU-355|01-01-09,Monit temperatura rodamientos motor
3334-PU-355|01-01,3334-PU-355|01-01-10,Monit temperatura estator motor
3334-PU-355|01-01,3334-PU-355|01-01-11,Monitoreo de vibración de motor
3334-PU-355|01-01,3334-PU-355|01-01-12,Monitoreo de termografía de motor
3334-PU-355|01-02,3334-PU-355|01-02-01,Mtto preventivo variador velocidad
3334-PU-355|01-03,3334-PU-355|01-03-01,Inspección general de acople
3334-PU-355|01-03,3334-PU-355|01-03-02,Insp mantto de acople de bomba
3334-PU-355|01-03,3334-PU-355|01-03-03,Cambio de acople de bomba
3334-PU-355|01-03,3334-PU-355|01-03-04,Alineamiento láser de acople de bomba
3334-PU-355|02-01,3334-PU-355|02-01-01,Inspección de carcasa de bomba
3334-PU-355|02-01,3334-PU-355|02-01-02,Cambio de impulsor de bomba
3334-PU-355|02-01,3334-PU-355|02-01-03,Cambio de revestimiento de carcasa
3334-PU-355|02-01,3334-PU-355|02-01-04,Prueba de eficiencia de carcasa
3334-PU-355|02-01,3334-PU-355|02-01-05,Mtto y/o cambio carcasa de bomba
3334-PU-355|02-01,3334-PU-355|02-01-06,Cambio element unión carcasa bomba
3334-PU-355|02-02,3334-PU-355|02-02-01,Insp caja de rodamientos de bomba
3334-PU-355|02-02,3334-PU-355|02-02-02,Monitoreo vibración de bomba
3334-PU-355|02-02,3334-PU-355|02-02-03,Monit temperat rodamientos bomba
3334-PU-355|02-02,3334-PU-355|02-02-04,Cambio sellos y juntas de bomba
3334-PU-355|02-02,3334-PU-355|02-02-05,Cambio de rodamientos de bomba
3334-PU-355|02-02,3334-PU-355|02-02-06,Lubric por grasa rodamientos bomba
3334-PU-355|02-02,3334-PU-355|02-02-07,Inspeccion eje caja rodamientos bomba
3334-PU-355|02-02,3334-PU-355|02-02-08,Cambio eje caja rodamientos de bomba
3334-PU-355|02-03,3334-PU-355|02-03-01,Insp sello mecánico de bomba
3334-PU-355|02-03,3334-PU-355|02-03-02,Cambio sello mecánico de bomba
3334-PU-355|03-01,3334-PU-355|03-01-01,Inspección de instrumentos de bomba
3334-PU-355|03-01,3334-PU-355|03-01-02,Mtto de instrumentos de bomba
3334-PU-355|03-01,3334-PU-355|03-01-03,Cambio instrumentos de bomba
3334-PU-355|03-02,3334-PU-355|03-02-01,Contras y/o ajuste transmis bomba
2247-PU-214|01-01,2247-PU-214|01-01-01,Cambio de rodamientos de motor
2247-PU-214|02-01,2247-PU-214|02-01-01,Cambio de rodamientos de bomba
2247-PU-214|03-01,2247-PU-214|03-01-01,Inspección de instrumentos de bomba
2247-PU-214|03-01,2247-PU-214|03-01-02,Mtto de instrumentos de bomba
2247-PU-214|03-01,2247-PU-214|03-01-03,Cambio instrumentos de bomba
3354-FE-330|01-01,3354-FE-330|01-01-01,Insp gen motor eléc de alimentador
3354-FE-330|01-01,3354-FE-330|01-01-02,Medicion eléc mot eléc alimentador
3354-FE-330|01-01,3354-FE-330|01-01-03,Limp ext mot eléctrico alimentador
3354-FE-330|01-01,3354-FE-330|01-01-04,Mtto caja conex mot eléc alimentad
3354-FE-330|01-01,3354-FE-330|01-01-05,Mtto ventil mot eléc alimentador
3354-FE-330|01-01,3354-FE-330|01-01-06,Mtto cable tierra mot eléc aliment
3354-FE-330|01-01,3354-FE-330|01-01-07,Camb rodam delant mot eléc alimentador
3354-FE-330|01-01,3354-FE-330|01-01-08,Med aislamien mot eléc alimentador
3354-FE-330|01-01,3354-FE-330|01-01-09,Lubric rodami mot eléc alimentador
3354-FE-330|01-02,3354-FE-330|01-02-01,Mtt variador velocidad alimentador
3354-FE-330|01-03,3354-FE-330|01-03-01,Inspec fugas reductor alimentador
3354-FE-330|01-03,3354-FE-330|01-03-02,Insp desgaste elem int reduc alim
3354-FE-330|01-03,3354-FE-330|01-03-03,Camb aceite reductor alimentador
3354-FE-330|01-03,3354-FE-330|01-03-04,Mtto general reductor alimentador
3354-FE-330|01-03,3354-FE-330|01-03-05,Camb del reductor de alimentador
3354-FE-330|01-04,3354-FE-330|01-04-01,Inspeccion unión acople alimentador
3354-FE-330|01-04,3354-FE-330|01-04-02,Cambio de acople de alimentador
3354-FE-330|02-01,3354-FE-330|02-01-01,Insp general helicoide alimentador
3354-FE-330|02-01,3354-FE-330|02-01-02,Cambio helicoide de alimentador
3354-FE-330|02-01,3354-FE-330|02-01-03,Insp apoyo rodam helic alimentador
3354-FE-330|02-01,3354-FE-330|02-01-04,Camb rodam apoyos helicoide alimentador
3354-FE-330|02-02,3354-FE-330|02-02-01,Insp y ajuste prensa estopa aliment
3354-FE-330|02-02,3354-FE-330|02-02-02,Cambio prensa estopa alimentador
3354-FE-330|02-03,3354-FE-330|02-03-01,Insp desg carcasa de alimentador
3354-FE-330|02-03,3354-FE-330|02-03-02,Cambio carcasa y soporte de alimentador
3354-FE-330|02-04,3354-FE-330|02-04-01,Cambio empaquetadura alimentador
3354-FE-330|03-01,3354-FE-330|03-01-01,Insp gen instrumentos alimentador
3354-FE-330|03-01,3354-FE-330|03-01-02,Mtto instrumentos alimentador
3354-FE-330|03-01,3354-FE-330|03-01-03,Cambio instrumentos de alimentador
3355-FE-331|01-01,3355-FE-331|01-01-01,Insp gen motor eléc de alimentador
3355-FE-331|01-01,3355-FE-331|01-01-02,Medicion eléc mot eléc alimentador
3355-FE-331|01-01,3355-FE-331|01-01-03,Limp ext mot eléctrico alimentador
3355-FE-331|01-01,3355-FE-331|01-01-04,Mtto caja conex mot eléc alimentad
3355-FE-331|01-01,3355-FE-331|01-01-05,Mtto ventil mot eléc alimentador
3355-FE-331|01-01,3355-FE-331|01-01-06,Mtto cable tierra mot eléc aliment
3355-FE-331|01-01,3355-FE-331|01-01-07,Camb rodam delant mot eléc alimentador
3355-FE-331|01-01,3355-FE-331|01-01-08,Med aislamien mot eléc alimentador
3355-FE-331|01-01,3355-FE-331|01-01-09,Lubric rodami mot eléc alimentador
3355-FE-331|01-02,3355-FE-331|01-02-01,Mtt variador velocidad alimentador
3355-FE-331|01-03,3355-FE-331|01-03-01,Inspec fugas reductor alimentador
3355-FE-331|01-03,3355-FE-331|01-03-02,Insp desgaste elem int reduc alim
3355-FE-331|01-03,3355-FE-331|01-03-03,Camb aceite reductor alimentador
3355-FE-331|01-03,3355-FE-331|01-03-04,Mtto general reductor alimentador
3355-FE-331|01-03,3355-FE-331|01-03-05,Camb del reductor de alimentador
3355-FE-331|01-04,3355-FE-331|01-04-01,Inspeccion unión acople alimentador
3355-FE-331|01-04,3355-FE-331|01-04-02,Cambio de acople de alimentador
3355-FE-331|02-01,3355-FE-331|02-01-01,Insp general helicoide alimentador
3355-FE-331|02-01,3355-FE-331|02-01-02,Cambio helicoide de alimentador
3355-FE-331|02-01,3355-FE-331|02-01-03,Insp apoyo rodam helic alimentador
3355-FE-331|02-01,3355-FE-331|02-01-04,Camb rodam apoyos helicoide alimentador
3355-FE-331|02-02,3355-FE-331|02-02-01,Insp y ajuste prensa estopa aliment
3355-FE-331|02-02,3355-FE-331|02-02-02,Cambio prensa estopa alimentador
3355-FE-331|02-03,3355-FE-331|02-03-01,Insp desg carcasa de alimentador
3355-FE-331|02-03,3355-FE-331|02-03-02,Cambio carcasa y soporte de alimentador
3355-FE-331|02-04,3355-FE-331|02-04-01,Cambio empaquetadura alimentador
3355-FE-331|03-01,3355-FE-331|03-01-01,Insp gen instrumentos alimentador
3355-FE-331|03-01,3355-FE-331|03-01-02,Mtto instrumentos alimentador
3355-FE-331|03-01,3355-FE-331|03-01-03,Cambio instrumentos de alimentador
3354-PU-378|01-01,3354-PU-378|01-01-01,Inspección general de motor
3354-PU-378|01-01,3354-PU-378|01-01-02,Limpieza superficie motor eléc
3354-PU-378|01-01,3354-PU-378|01-01-03,Mtto menor motor eléctrico bomba
3354-PU-378|01-01,3354-PU-378|01-01-04,Cambio de motor eléctrico bomba
3354-PU-378|01-02,3354-PU-378|01-02-01,Inspección menor del reductor bomba
3354-PU-378|01-02,3354-PU-378|01-02-02,"Monitoreo vibracio, temp reductor"
3354-PU-378|01-02,3354-PU-378|01-02-03,Mantenimiento general de reductor bomba
3354-PU-378|01-02,3354-PU-378|01-02-04,Inspección y mtto menor reductor
3354-PU-378|02-01,3354-PU-378|02-01-01,Inspec vibración y temp port rodami
3354-PU-378|02-01,3354-PU-378|02-01-02,Monitoreo vibración y temp porta
3354-PU-378|02-01,3354-PU-378|02-01-03,Cambio rodamientos porta rodamiento
3354-PU-378|02-01,3354-PU-378|02-01-04,Cambio de aceite porta rodamiento
3354-PU-378|02-02,3354-PU-378|02-02-01,Inspección general estator bomba
3354-PU-378|02-02,3354-PU-378|02-02-02,Cambio sello mecánico estator
3354-PU-378|02-02,3354-PU-378|02-02-03,Cambio empaques estator de bomba
3354-PU-378|02-02,3354-PU-378|02-02-04,Prueba eficiencia estator bomba
3354-PU-378|02-02,3354-PU-378|02-02-05,Cambio de estator de estator de bomba
3354-PU-378|02-03,3354-PU-378|02-03-01,Inspección menor del rotor de bomba
3354-PU-378|02-03,3354-PU-378|02-03-02,Cambio de rotor de bomba
3354-PU-378|02-03,3354-PU-378|02-03-03,Mtto menor del rotor de bomba
3355-PU-382|01-01,3355-PU-382|01-01-01,Mantenimiento general de reductor bomba
3355-PU-382|02-01,3355-PU-382|02-01-01,Cambio rodamientos porta rodamiento
3355-PU-382|02-02,3355-PU-382|02-02-01,Cambio de estator de bomba
3355-PU-382|02-03,3355-PU-382|02-03-01,Cambio de rotor de bomba
3355-PU-382|03-01,3355-PU-382|03-01-01,Inspección de instrumentos de bomba
3355-PU-382|03-01,3355-PU-382|03-01-02,Limpieza de instrumentos de bomba
3355-PU-382|03-02,3355-PU-382|03-02-01,Calibración instrumento transmisor
3354-PU-379|01-01,3354-PU-379|01-01-01,Inspección general motor eléctrico
3354-PU-379|01-01,3354-PU-379|01-01-02,Mtto menor motor eléctrico bomba
3354-PU-379|01-02,3354-PU-379|01-02-01,Inspección menor de reductor bomba
3354-PU-379|01-02,3354-PU-379|01-02-02,Monitoreo de reductor de bomba
3354-PU-379|01-02,3354-PU-379|01-02-03,Mantenimiento general de reductor bomba
3354-PU-379|01-02,3354-PU-379|01-02-04,Mtto menor de reductor de bomba
3354-PU-379|01-02,3354-PU-379|01-02-05,Cambio aceite de reductor bomba
3354-PU-379|02-01,3354-PU-379|02-01-01,Inspección porta rodamiento bomba
3354-PU-379|02-01,3354-PU-379|02-01-02,Monitoreo porta rodamiento bomba
3354-PU-379|02-01,3354-PU-379|02-01-03,Cambio rodamientos porta rodamiento
3354-PU-379|02-01,3354-PU-379|02-01-04,Cambio aceite porta rodamiento
3354-PU-379|02-02,3354-PU-379|02-02-01,Inspección sello estator estator
3354-PU-379|02-02,3354-PU-379|02-02-02,Cambio sello mecánico estator
3354-PU-379|02-02,3354-PU-379|02-02-03,Cambio de empaques estator bomba
3354-PU-379|02-02,3354-PU-379|02-02-04,Prueba eficiencia estator bomba
3354-PU-379|02-02,3354-PU-379|02-02-05,Cambio de estator de bomba
3354-PU-379|02-03,3354-PU-379|02-03-01,Inspección de rotor de bomba
3354-PU-379|02-03,3354-PU-379|02-03-02,Cambio de rotor de bomba
