key_component,key_dutie,Primary task
2111-FE-201|01-01,2111-FE-201|01-01-01,Inspección general de motor
2111-FE-201|01-01,2111-FE-201|01-01-02,Mtto menor de motor de faja
2111-FE-201|01-01,2111-FE-201|01-01-03,Mtto caja de conexiones de motor
2111-FE-201|01-01,2111-FE-201|01-01-04,Mtto caja de conexiones RTD motor
2111-FE-201|01-01,2111-FE-201|01-01-05,Mtto de ventilador de motor
2111-FE-201|01-01,2111-FE-201|01-01-06,Mtto de cable a tierra de motor
2111-FE-201|01-01,2111-FE-201|01-01-07,Cambio de rodamientos de motor
2111-FE-201|01-01,2111-FE-201|01-01-08,Medición aislamiento de motor
2111-FE-201|01-01,2111-FE-201|01-01-09,Lubricación de motor de faja
2111-FE-201|01-01,2111-FE-201|01-01-10,Monit temperatura rodamientos motor
2111-FE-201|01-01,2111-FE-201|01-01-11,Monit temperatura estator motor
2111-FE-201|01-01,2111-FE-201|01-01-12,Monitoreo de vibración de motor
2111-FE-201|01-01,2111-FE-201|01-01-13,Monitoreo de termografía de motor
2111-FE-201|01-02,2111-FE-201|01-02-01,Mtto preventivo variador velocidad
2111-FE-201|01-03,2111-FE-201|01-03-01,Inspec panel ctrl caja conex de faja
2111-FE-201|01-03,2111-FE-201|01-03-02,Mtto panel ctrl y caja conex faja
2111-FE-201|01-04,2111-FE-201|01-04-01,Inspec reductor combinado de faja
2111-FE-201|01-04,2111-FE-201|01-04-02,Inspec nivel aceite d reductor faja
2111-FE-201|01-04,2111-FE-201|01-04-03,Monit vibracional reductor faja
2111-FE-201|01-04,2111-FE-201|01-04-04,Camb aceite reductor combinado faj
2111-FE-201|01-04,2111-FE-201|01-04-05,Mtto general d reductor combinado faja
2111-FE-201|01-05,2111-FE-201|01-05-01,Inspec apoyos eje motriz faja
2111-FE-201|01-05,2111-FE-201|01-05-02,Inspec del eje motriz de faja
2111-FE-201|01-05,2111-FE-201|01-05-03,Lubricación apoyos eje motriz faja
2111-FE-201|01-05,2111-FE-201|01-05-04,Camb grasa d apys eje motriz faja
2111-FE-201|01-05,2111-FE-201|01-05-05,Camb apys fijo libre d eje motriz d faja
2111-FE-201|01-05,2111-FE-201|01-05-06,Camb d sprockets del eje motriz d faja
2111-FE-201|01-05,2111-FE-201|01-05-07,Monit ultrasonido eje motriz faja
2111-FE-201|01-05,2111-FE-201|01-05-08,Cambio del eje motriz de faja
2111-FE-201|01-06,2111-FE-201|01-06-01,Cambio d ruedas d cola tensoras d faja
2111-FE-201|02-01,2111-FE-201|02-01-01,Inspec gnrl d placas alimtdrs d faj
2111-FE-201|02-01,2111-FE-201|02-01-02,Inspec d placas almntadoras d faja
2111-FE-201|02-01,2111-FE-201|02-01-03,Cambio de placas alimentadoras de faja
2111-FE-201|02-02,2111-FE-201|02-02-01,Inspección general d cadenas d faja
2111-FE-201|02-02,2111-FE-201|02-02-02,Inspección generl d cadenas d faja
2111-FE-201|02-02,2111-FE-201|02-02-03,Cambio general de cadenas de faja
2111-FE-201|03-01,2111-FE-201|03-01-01,Desgaste d rodillos d carga de faja
2111-FE-201|03-01,2111-FE-201|03-01-02,Inspec d rodillos de carga de faja
2111-FE-201|03-01,2111-FE-201|03-01-03,Cambio de rodillos de carga de faja
2111-FE-201|03-02,2111-FE-201|03-02-01,Inspec d rodillos d retorno d faja
2111-FE-201|03-02,2111-FE-201|03-02-02,Cambio de rodillos de retorno de faja
2111-FE-201|04-01,2111-FE-201|04-01-01,Inspección de instrumentos de faja
2111-FE-201|04-01,2111-FE-201|04-01-02,Mtto de instrumentos de faja
2111-FE-201|04-01,2111-FE-201|04-01-03,Cambio de instrumentos de faja
2122-FE-213|01-01,2122-FE-213|01-01-01,Inspección general de motor
2122-FE-213|01-01,2122-FE-213|01-01-02,Mtto menor de motor de faja
2122-FE-213|01-01,2122-FE-213|01-01-03,Mtto caja de conexiones de motor
2122-FE-213|01-01,2122-FE-213|01-01-04,Mtto caja de conexiones RTD motor
2122-FE-213|01-01,2122-FE-213|01-01-05,Mtto de ventilador de motor
2122-FE-213|01-01,2122-FE-213|01-01-06,Mtto de cable a tierra de motor
2122-FE-213|01-01,2122-FE-213|01-01-07,Cambio de rodamientos de motor
2122-FE-213|01-01,2122-FE-213|01-01-08,Medición aislamiento de motor
2122-FE-213|01-01,2122-FE-213|01-01-09,Lubricación de motor de faja
2122-FE-213|01-01,2122-FE-213|01-01-10,Monit temperatura rodamientos motor
2122-FE-213|01-01,2122-FE-213|01-01-11,Monit temperatura estator motor
2122-FE-213|01-01,2122-FE-213|01-01-12,Monitoreo de vibración de motor
2122-FE-213|01-01,2122-FE-213|01-01-13,Monitoreo de termografía de motor
2122-FE-213|01-02,2122-FE-213|01-02-01,Mtto preventivo variador velocidad
2122-FE-213|01-03,2122-FE-213|01-03-01,Inspec panel ctrl caja conex de faja
2122-FE-213|01-03,2122-FE-213|01-03-02,Mtto panel ctrl y caja conx faja
2122-FE-213|01-04,2122-FE-213|01-04-01,Inspec reductor combinado de faja
2122-FE-213|01-04,2122-FE-213|01-04-02,Inspec nivel aceite d reductor faja
2122-FE-213|01-04,2122-FE-213|01-04-03,Monit condición vibra reductor faj
2122-FE-213|01-04,2122-FE-213|01-04-04,Camb aceite reductor combinado faj
2122-FE-213|01-04,2122-FE-213|01-04-05,Mtto general d reductor combinado faja
2122-FE-213|01-05,2122-FE-213|01-05-01,Inspec apoyos eje motriz faja
2122-FE-213|01-05,2122-FE-213|01-05-02,Inspec del eje motriz de faja
2122-FE-213|01-05,2122-FE-213|01-05-03,Lubricación apoyos eje motriz faja
2122-FE-213|01-05,2122-FE-213|01-05-04,Camb grasa apoyos eje motriz faja
2122-FE-213|01-05,2122-FE-213|01-05-05,Cambio d apys del eje motriz d faja
2122-FE-213|01-05,2122-FE-213|01-05-06,Cambio d sprockets del eje motriz d faja
2122-FE-213|01-05,2122-FE-213|01-05-07,Monit p ultrasnido eje motriz faja
2122-FE-213|01-05,2122-FE-213|01-05-08,Cambio del eje motriz de faja
2122-FE-213|01-06,2122-FE-213|01-06-01,Cambio d ruedas d cola tensoras d faja
2122-FE-213|02-01,2122-FE-213|02-01-01,Inspec gnrl d placas almtdors d faj
2122-FE-213|02-01,2122-FE-213|02-01-02,Inspec d placas almntadoras d faja
2122-FE-213|02-01,2122-FE-213|02-01-03,Cambio d placas alimentadoras d faja
2122-FE-213|02-02,2122-FE-213|02-02-01,Inspección general d cadenas d faja
2122-FE-213|02-02,2122-FE-213|02-02-02,Inspec general d cadenas d faja
2122-FE-213|02-02,2122-FE-213|02-02-03,Cambio de cadenas de faja
2122-FE-213|03-01,2122-FE-213|03-01-01,Desgaste d rodillos d carga de faja
2122-FE-213|03-01,2122-FE-213|03-01-02,Inspec d rodillos de carga de faja
2122-FE-213|03-01,2122-FE-213|03-01-03,Cambio de rodillos de carga de faja
2122-FE-213|03-02,2122-FE-213|03-02-01,Inspec d rodillos d retorno d faja
2122-FE-213|03-02,2122-FE-213|03-02-02,Cambio de rodillos de retorno de faja
2122-FE-213|04-01,2122-FE-213|04-01-01,Inspección de instrumentos de faja
2122-FE-213|04-01,2122-FE-213|04-01-02,Mtto de instrumentos de faja
2122-FE-213|04-01,2122-FE-213|04-01-03,Cambio de instrumentos de faja
2242-PU-275|01-01,2242-PU-275|01-01-01,Inspección general de motor
2242-PU-275|01-01,2242-PU-275|01-01-02,Mtto menor de motor de bomba
2242-PU-275|01-01,2242-PU-275|01-01-03,Mtto caja de conexiones de motor
2242-PU-275|01-01,2242-PU-275|01-01-04,Mtto de ventilador de motor
2242-PU-275|01-01,2242-PU-275|01-01-05,Mtto de cable a tierra de motor
2242-PU-275|01-01,2242-PU-275|01-01-06,Verificación de Termistor de motor
2242-PU-275|01-01,2242-PU-275|01-01-07,Cambio de rodamientos de motor
2242-PU-275|01-01,2242-PU-275|01-01-08,Medición aislamiento de motor
2242-PU-275|01-01,2242-PU-275|01-01-09,Lubricación de motor de bomba
2242-PU-275|01-01,2242-PU-275|01-01-10,Monit temperatura rodamientos motor
2242-PU-275|01-01,2242-PU-275|01-01-11,Monit temperatura estator motor
2242-PU-275|01-01,2242-PU-275|01-01-12,Monitoreo de vibración de motor
2242-PU-275|01-01,2242-PU-275|01-01-13,Monitoreo de termografía de motor
2242-PU-275|01-02,2242-PU-275|01-02-01,Mtto preventivo variador velocidad
2242-PU-275|01-03,2242-PU-275|01-03-01,Cambio de fajas de bomba
2242-PU-275|01-03,2242-PU-275|01-03-02,Alineamiento de fajas de bomba
2242-PU-275|02-01,2242-PU-275|02-01-01,Monitor d caja rodamientos d bomba
2242-PU-275|02-01,2242-PU-275|02-01-02,Cambio de rodamientos de bomba
2242-PU-275|02-01,2242-PU-275|02-01-03,Monit vibra d caja rodamient bomba
2242-PU-275|02-01,2242-PU-275|02-01-04,Lubri d caja rodamientos d bomba
2242-PU-275|02-02,2242-PU-275|02-02-01,Cambio de manguito de eje de bomba
2242-PU-275|02-02,2242-PU-275|02-02-02,Inspección de eje de bomba
2242-PU-275|02-03,2242-PU-275|02-03-01,Inspección de carcasa de bomba
2242-PU-275|02-03,2242-PU-275|02-03-02,Mantenimiento de carcasa de bomba
2242-PU-275|02-03,2242-PU-275|02-03-03,Cambio de revestimiento de carcasa
2242-PU-275|02-04,2242-PU-275|02-04-01,Cambio de impulsor de bomba
2242-PU-275|02-05,2242-PU-275|02-05-01,Inspección de sellos de bomba
2242-PU-275|02-05,2242-PU-275|02-05-02,Cambio ajuste prensoestopa bomba
2242-PU-275|02-06,2242-PU-275|02-06-01,Camb elementos de unión de bomba
2242-PU-275|03-01,2242-PU-275|03-01-01,Inspección de instrumentos de bomba
2242-PU-275|03-01,2242-PU-275|03-01-02,Mtto de instrumentos de bomba
2242-PU-275|03-01,2242-PU-275|03-01-03,Cambio instrumentos de bomba
2243-PU-213|01-01,2243-PU-213|01-01-01,Inspección general de motor
2243-PU-213|01-01,2243-PU-213|01-01-02,Mtto menor de motor de bomba
2243-PU-213|01-01,2243-PU-213|01-01-03,Mtto caja de conexiones de motor
2243-PU-213|01-01,2243-PU-213|01-01-04,Mtto de ventilador de motor
2243-PU-213|01-01,2243-PU-213|01-01-05,Mtto de cable a tierra de motor
2243-PU-213|01-01,2243-PU-213|01-01-06,Verificación de Termistor de motor
2243-PU-213|01-01,2243-PU-213|01-01-07,Cambio de rodamientos de motor
2243-PU-213|01-01,2243-PU-213|01-01-08,Medición aislamiento de motor
2243-PU-213|01-01,2243-PU-213|01-01-09,Lubricación de motor de bomba
2243-PU-213|01-01,2243-PU-213|01-01-10,Monit temperatura rodamientos motor
2243-PU-213|01-01,2243-PU-213|01-01-11,Monit temperatura estator motor
2243-PU-213|01-01,2243-PU-213|01-01-12,Monitoreo de vibración de motor
2243-PU-213|01-01,2243-PU-213|01-01-13,Monitoreo de termografía de motor
2243-PU-213|01-02,2243-PU-213|01-02-01,Mtto preventivo variador velocidad
2243-PU-213|01-03,2243-PU-213|01-03-01,Cambio de fajas de bomba
2243-PU-213|01-03,2243-PU-213|01-03-02,Alineamiento de fajas de bomba
2243-PU-213|02-01,2243-PU-213|02-01-01,Insp caja de rodamientos de bomba
2243-PU-213|02-01,2243-PU-213|02-01-02,Cambio de rodamientos de bomba
2243-PU-213|02-01,2243-PU-213|02-01-03,Insp vibraciones rodamientos bomba
2243-PU-213|02-01,2243-PU-213|02-01-04,Lubr d caja rodamientos d bomba
2243-PU-213|02-02,2243-PU-213|02-02-01,Cambio de manguito de eje de bomba
2243-PU-213|02-02,2243-PU-213|02-02-02,Inspección de eje de bomba
2243-PU-213|02-03,2243-PU-213|02-03-01,Inspección de carcasa de bomba
2243-PU-213|02-03,2243-PU-213|02-03-02,Mantenimiento de carcasa de bomba
2243-PU-213|02-03,2243-PU-213|02-03-03,Cambio de revestimiento de carcasa
2243-PU-213|02-04,2243-PU-213|02-04-01,Cambio de impulsor de bomba
2243-PU-213|02-05,2243-PU-213|02-05-01,Inspección de sellos de bomba
2243-PU-213|02-05,2243-PU-213|02-05-02,Cambio ajuste prensoestopa bomba
2243-PU-213|02-06,2243-PU-213|02-06-01,Camb elementos de unión de bomba
2243-PU-213|03-01,2243-PU-213|03-01-01,Inspección de instrumentos de bomba
2243-PU-213|03-01,2243-PU-213|03-01-02,Mtto de instrumentos de bomba
2243-PU-213|03-01,2243-PU-213|03-01-03,Cambio instrumentos de bomba
2243-PU-213|03-02,2243-PU-213|03-02-01,Cntrstción y/o ajste transm d bmba
3261-CL-301|01-01,3261-CL-301|01-01-01,Inspección general de motor
3261-CL-301|01-01,3261-CL-301|01-01-02,Limpieza exterior de motor
3261-CL-301|01-01,3261-CL-301|01-01-03,Mtto caja de conexiones de motor
3261-CL-301|01-01,3261-CL-301|01-01-04,Mtto de ventilador de motor
3261-CL-301|01-01,3261-CL-301|01-01-05,Mtto de cable a tierra de motor
3261-CL-301|01-01,3261-CL-301|01-01-06,Cambio de motor eléctrico de bomba
3261-CL-301|01-01,3261-CL-301|01-01-07,Lubricación de motor de bomba
3261-CL-301|01-01,3261-CL-301|01-01-08,Lubricación de motor de bomba
3261-CL-301|01-01,3261-CL-301|01-01-09,Monit temperatura rodamientos motor
3261-CL-301|01-01,3261-CL-301|01-01-10,Monit temperatura estator motor
3261-CL-301|01-01,3261-CL-301|01-01-11,Arrancador motor eléctrico d bomba
3261-CL-301|01-02,3261-CL-301|01-02-01,Monit tempe d reduct hidráulic bomb
3261-CL-301|01-02,3261-CL-301|01-02-02,Cambio de motor hidráulico de bomba
3261-CL-301|01-02,3261-CL-301|01-02-03,Insp accionam motor hidráulic bomb
3261-CL-301|01-03,3261-CL-301|01-03-01,Análisis vibra reductor planet bomb
3261-CL-301|01-03,3261-CL-301|01-03-02,Monit tempera reductor planet bomba
3261-CL-301|01-03,3261-CL-301|01-03-03,Análss aceite reductor planet bomb
3261-CL-301|01-03,3261-CL-301|01-03-04,Verific ajuste pernos reductr bomb
3261-CL-301|01-03,3261-CL-301|01-03-05,Limpieza tapones de reductor bomba
3261-CL-301|01-03,3261-CL-301|01-03-06,Cambio aceite reductor planet bomb
3261-CL-301|01-03,3261-CL-301|01-03-07,Cambio de reductor planetario de bomba
3261-CL-301|01-03,3261-CL-301|01-03-08,Cambio frasco reductor planet bomb
3261-CL-301|01-04,3261-CL-301|01-04-01,Insp sistm lubric anillo giro bomb
3261-CL-301|01-04,3261-CL-301|01-04-02,Camb gras sistm lubric anillo bomb
3261-CL-301|01-04,3261-CL-301|01-04-03,Monit temper rodam anillo giro bomb
3261-CL-301|01-04,3261-CL-301|01-04-04,Camb rodamiento d anillo d giro d bomba
3261-CL-301|01-05,3261-CL-301|01-05-01,Inspec elevador rastra levante bomb
3261-CL-301|01-05,3261-CL-301|01-05-02,Lubric bloques guías levante bomb
3261-CL-301|01-05,3261-CL-301|01-05-03,Izaje de rastra levante de bomba
3261-CL-301|01-05,3261-CL-301|01-05-04,Cambio d cilind hidráulic levante bomba
3261-CL-301|01-06,3261-CL-301|01-06-01,Insp conjunto unidad hidráulic bomb
3261-CL-301|01-06,3261-CL-301|01-06-02,Insp d presión d unidad hidra bomba
3261-CL-301|01-06,3261-CL-301|01-06-03,Monit temper roda hidráulic bomb
3261-CL-301|01-06,3261-CL-301|01-06-04,Monit vibra motor uni hidr bomb
3261-CL-301|01-06,3261-CL-301|01-06-05,Lubric motor de und hidráulic bomb
3261-CL-301|01-06,3261-CL-301|01-06-06,Camb filtro succión hidráulic bomb
3261-CL-301|01-06,3261-CL-301|01-06-07,Camb filtro retor und hidrául bomb
3261-CL-301|01-06,3261-CL-301|01-06-08,Camb filtro aire und hidráuli bomb
3261-CL-301|01-06,3261-CL-301|01-06-09,Camb enfriador und hidráulica bomb
3261-CL-301|01-06,3261-CL-301|01-06-10,Camb bomba hidráulic und hidráulica bomb
3261-CL-301|01-06,3261-CL-301|01-06-11,Cambio aceite und hidráulica bomba
3261-CL-301|02-01,3261-CL-301|02-01-01,Inspec visual de feedwell de bomba
3261-CL-301|02-01,3261-CL-301|02-01-02,Insp tubería alimen feedwell bomba
3261-CL-301|02-01,3261-CL-301|02-01-03,Inspec deflector feedwell bomba
3261-CL-301|02-01,3261-CL-301|02-01-04,Cambio de feedwell de feedwell de bomba
3261-CL-301|02-02,3261-CL-301|02-02-01,Comprob pernos brazo rastras bomba
3261-CL-301|02-02,3261-CL-301|02-02-02,Insp brazo rastra rastras bomba
3261-CL-301|02-02,3261-CL-301|02-02-03,Camb cuchillas rastra rastras bomb
3261-CL-301|02-02,3261-CL-301|02-02-04,Camb d brazos d rastra d rastras d bomba
3261-CL-301|02-02,3261-CL-301|02-02-05,Cambio de eje de rastras de bomba
3261-CL-301|02-03,3261-CL-301|02-03-01,Camb raspadores de rastra de bomba
3261-CL-301|02-04,3261-CL-301|02-04-01,Inspec d tanque de tanque de bomba
3261-CL-301|02-04,3261-CL-301|02-04-02,Inspec anual tanque tanque dbomba
3261-CL-301|02-04,3261-CL-301|02-04-03,Inspec d pernos de tanque de bomba
3261-CL-301|02-05,3261-CL-301|02-05-01,Inspec empalme puente puente bomba
3261-CL-301|03-01,3261-CL-301|03-01-01,Inspec instrumen clarificador bomba
3261-CL-301|03-01,3261-CL-301|03-01-02,Mtto instrument clarificador bomba
3261-CL-301|03-01,3261-CL-301|03-01-03,Camb de instruments clarificador d bomba
3261-CL-301|03-02,3261-CL-301|03-02-01,Contrastación clarificador d bomba
3261-CL-301|03-03,3261-CL-301|03-03-01,Limpiar Panel control clarificador
3261-CL-301|03-03,3261-CL-301|03-03-02,Mtto panel cntrl clarific de bomb
3261-CL-301|03-04,3261-CL-301|03-04-01,Inspec instrum und hidráulica bomba
3261-CL-301|03-04,3261-CL-301|03-04-02,Mtto de instrument hidráulica bomb
3261-CL-301|03-04,3261-CL-301|03-04-03,Camb de instrumentos und hidráulica bomb
3261-CL-301|03-05,3261-CL-301|03-05-01,Ajuste válvulas und hidrául bomba
2271-TH-201|01-01,2271-TH-201|01-01-01,Inspec general d motor d espesador
2271-TH-201|01-01,2271-TH-201|01-01-02,Limp exterior d motor d espesador
2271-TH-201|01-01,2271-TH-201|01-01-03,Mtto conexiones d motor espesador
2271-TH-201|01-01,2271-TH-201|01-01-04,Mtto ventilador d motor espesador
2271-TH-201|01-01,2271-TH-201|01-01-05,Mtto cable tierra motor espesador
2271-TH-201|01-01,2271-TH-201|01-01-06,Cambio de motor eléctrico de espesador
2271-TH-201|01-01,2271-TH-201|01-01-07,Lubricación de motor de espesador
2271-TH-201|01-01,2271-TH-201|01-01-08,Lubricación de motor de espesador
2271-TH-201|01-01,2271-TH-201|01-01-09,Monit d tempera rodamientos d motor
2271-TH-201|01-01,2271-TH-201|01-01-10,Monit d temperatura estator d motor
2271-TH-201|01-01,2271-TH-201|01-01-11,Arrancador de motor de espesador
2271-TH-201|01-02,2271-TH-201|01-02-01,Monit tempe reductor motor hidrauli
2271-TH-201|01-02,2271-TH-201|01-02-02,Camb motor hidraulico de espesador
2271-TH-201|01-02,2271-TH-201|01-02-03,Insp accionamiento motor hidraulic
2271-TH-201|01-03,2271-TH-201|01-03-01,Analisis vibra reductor planetario
2271-TH-201|01-03,2271-TH-201|01-03-02,Monit temper d reductor planetario
2271-TH-201|01-03,2271-TH-201|01-03-03,Analisis aceite reductor planetari
2271-TH-201|01-03,2271-TH-201|01-03-04,Verifica perno reductor planetario
2271-TH-201|01-03,2271-TH-201|01-03-05,Limpieza de tapones de reductor
2271-TH-201|01-03,2271-TH-201|01-03-06,Camb aceite d reductor planetario
2271-TH-201|01-03,2271-TH-201|01-03-07,Camb d reductor planetario de espesador
2271-TH-201|01-03,2271-TH-201|01-03-08,Camb respirador d reductor planet
2271-TH-201|01-04,2271-TH-201|01-04-01,Insp elevador d levante d espesador
2271-TH-201|01-04,2271-TH-201|01-04-02,Lubricación d guías d espesador
2271-TH-201|01-04,2271-TH-201|01-04-03,Izaje d rastra levante d espesador
2271-TH-201|01-04,2271-TH-201|01-04-04,Camb d cilindro hidraulico d espesador
2271-TH-201|01-05,2271-TH-201|01-05-01,Insp d und hidraulica de espesador
2271-TH-201|01-05,2271-TH-201|01-05-02,Insp d presion d und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-03,Monit tempe rodamientos motor hidra
2271-TH-201|01-05,2271-TH-201|01-05-04,Monit vibra motor und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-05,Lubricación motor und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-06,Camb filtro succion und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-07,Camb filtro retorno und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-08,Camb filtro aire d und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-09,Camb enfriador d und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-10,Camb calentadores und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-11,Camb bomb hidraulica und hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-12,Camb motor electrico d unidad hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-13,Analisis aceite tanque hidraulica
2271-TH-201|01-05,2271-TH-201|01-05-14,Camb aceite de reservorio hidraulica
2271-TH-201|02-01,2271-TH-201|02-01-01,Inspec visual feedwell d espesador
2271-TH-201|02-01,2271-TH-201|02-01-02,Insp tuberia d alimenta d feedwell
2271-TH-201|02-01,2271-TH-201|02-01-03,Insp raspador d cono d feedwell
2271-TH-201|02-01,2271-TH-201|02-01-04,Cambio de cono deflector de feedwell
2271-TH-201|02-01,2271-TH-201|02-01-05,Cambio d feedwell d feedwell d espesador
2271-TH-201|02-02,2271-TH-201|02-02-01,Comprobar pernos d acoplam d brazo
2271-TH-201|02-02,2271-TH-201|02-02-02,Inspec d espacio tanque y rastras
2271-TH-201|02-02,2271-TH-201|02-02-03,Inspec brazos rastra de espesador
2271-TH-201|02-02,2271-TH-201|02-02-04,Camb cuchillas rastras d espesador
2271-TH-201|02-02,2271-TH-201|02-02-05,Cambio de brazos de rastra de rastras
2271-TH-201|02-02,2271-TH-201|02-02-06,Cambio de eje de rastras de espesador
2271-TH-201|02-03,2271-TH-201|02-03-01,Inspec cono y raspador en descarga
2271-TH-201|02-04,2271-TH-201|02-04-01,Inspec descarga d tanque espesador
2271-TH-201|02-04,2271-TH-201|02-04-02,Inspeccion de tanque espesador
2271-TH-201|02-04,2271-TH-201|02-04-03,Inspeccion anual tanque espesador
2271-TH-201|02-04,2271-TH-201|02-04-04,Inspec d pernos d tanque espesador
2271-TH-201|02-05,2271-TH-201|02-05-01,Inspeccion de tanque desaireacion
2271-TH-201|02-05,2271-TH-201|02-05-02,Mtto d tanque desaireacion d espes
2271-TH-201|02-06,2271-TH-201|02-06-01,Inspec d colgad tuberia floculante
2271-TH-201|02-06,2271-TH-201|02-06-02,Inspec empalme d puente d espesado
2271-TH-201|03-01,2271-TH-201|03-01-01,Inspec instrumentos d clarificador
2271-TH-201|03-01,2271-TH-201|03-01-02,Mtto d instrumentos d clarificador
2271-TH-201|03-01,2271-TH-201|03-01-03,Cambio de instrumentos del clarificador
2271-TH-201|03-02,2271-TH-201|03-02-01,Ajuste d transmisor d clarificador
2271-TH-201|03-03,2271-TH-201|03-03-01,Limpiar interior limpia contactos
2271-TH-201|03-03,2271-TH-201|03-03-02,Mtto panel control d clarificador
2271-TH-201|03-04,2271-TH-201|03-04-01,Inspec instrumentos und hidráulica
2271-TH-201|03-04,2271-TH-201|03-04-02,Mtto d instrumentos und hidráulica
2271-TH-201|03-04,2271-TH-201|03-04-03,Camb instrumentos de unidad hidráulica
2271-TH-201|03-05,2271-TH-201|03-05-01,Ajuste de transmisores y válvulas
3122-FE-302|01-01,3122-FE-302|01-01-01,Inspección general de motor
3122-FE-302|01-01,3122-FE-302|01-01-02,Mtto menor de motor de alimentador
3122-FE-302|01-01,3122-FE-302|01-01-03,Mtto caja de conexiones de motor
3122-FE-302|01-01,3122-FE-302|01-01-04,Mtto caja de conexiones RTD motor
3122-FE-302|01-01,3122-FE-302|01-01-05,Mtto de ventilador de motor
3122-FE-302|01-01,3122-FE-302|01-01-06,Mtto de cable a tierra de motor
3122-FE-302|01-01,3122-FE-302|01-01-07,Cambio de rodamientos de motor
3122-FE-302|01-01,3122-FE-302|01-01-08,Medición aislamiento de motor
3122-FE-302|01-01,3122-FE-302|01-01-09,Lubricación de motor del alim
3122-FE-302|01-01,3122-FE-302|01-01-10,Monit temperatura rodamientos motor
3122-FE-302|01-01,3122-FE-302|01-01-11,Monit temperatura estator motor
3122-FE-302|01-01,3122-FE-302|01-01-12,Monitoreo de vibración de motor
3122-FE-302|01-01,3122-FE-302|01-01-13,Monitoreo de termografía de motor
3122-FE-302|01-02,3122-FE-302|01-02-01,Mtto preventivo variador velocidad
3122-FE-302|01-03,3122-FE-302|01-03-01,Insp panel ctrl y caja conex d alim
3122-FE-302|01-03,3122-FE-302|01-03-02,Mtto panel ctrl y caja conexiones
3122-FE-302|01-04,3122-FE-302|01-04-01,Insp reductor combinado alimentador
3122-FE-302|01-04,3122-FE-302|01-04-02,Insp nivel aceite reductor combinad
3122-FE-302|01-04,3122-FE-302|01-04-03,Monit x vibración reductor combinad
3122-FE-302|01-04,3122-FE-302|01-04-04,Cambio aceite reductor combinado
3122-FE-302|01-04,3122-FE-302|01-04-05,Mtto general de reductor combinado
3122-FE-302|01-05,3122-FE-302|01-05-01,Insp apoyos eje motriz alimentador
3122-FE-302|01-05,3122-FE-302|01-05-02,Inspección eje motriz alimentador
3122-FE-302|01-05,3122-FE-302|01-05-03,Lubric apoyos eje motriz alimentad
3122-FE-302|01-05,3122-FE-302|01-05-04,Cambio grasa apoyos de eje motriz
3122-FE-302|01-05,3122-FE-302|01-05-05,Cambio apoyos eje motriz alimentador
3122-FE-302|01-05,3122-FE-302|01-05-06,Cambio sprockets eje motriz aliment
3122-FE-302|01-05,3122-FE-302|01-05-07,Monit ultrasonido eje motriz alim
3122-FE-302|01-05,3122-FE-302|01-05-08,Cambio de eje motriz alimentador
3122-FE-302|01-06,3122-FE-302|01-06-01,Cambio ruedas d cola tensoras del alim
3122-FE-302|02-01,3122-FE-302|02-01-01,Insp general placas alimentadoras
3122-FE-302|02-01,3122-FE-302|02-01-02,Insp desgaste placas alimentadoras
3122-FE-302|02-01,3122-FE-302|02-01-03,Cambio d placas alimentadoras del alim
3122-FE-302|02-02,3122-FE-302|02-02-01,Insp general de cadenas d aliment
3122-FE-302|02-02,3122-FE-302|02-02-02,Inspección cadenas del alimentador
3122-FE-302|02-02,3122-FE-302|02-02-03,Cambio de cadenas del alimentador
3122-FE-302|03-01,3122-FE-302|03-01-01,Insp desgaste rodillos carga d alim
3122-FE-302|03-01,3122-FE-302|03-01-02,Insp rodillos de carga alimentador
3122-FE-302|03-01,3122-FE-302|03-01-03,Cambio rodillos de carga alimentador
3122-FE-302|03-02,3122-FE-302|03-02-01,Insp rodillos retorno alimentador
3122-FE-302|03-02,3122-FE-302|03-02-02,Cambio rodillos de retorno alimentador
3122-FE-302|04-01,3122-FE-302|04-01-01,Inspección instrumentos alimentador
3122-FE-302|04-01,3122-FE-302|04-01-02,Mtto d instrumentos de alimentador
3122-FE-302|04-01,3122-FE-302|04-01-03,Cambio instrumentos de alimentador
3122-FE-303|01-01,3122-FE-303|01-01-01,Cambio de rodamientos de motor
3122-FE-303|01-02,3122-FE-303|01-02-01,Mtto general de reductor combinado
3122-FE-303|01-03,3122-FE-303|01-03-01,Cambio apoyos eje motriz alimentador
3122-FE-303|01-03,3122-FE-303|01-03-02,Cambio sprockets eje motriz aliment
3122-FE-303|01-03,3122-FE-303|01-03-03,Cambio de eje motriz alimentador
3122-FE-303|01-04,3122-FE-303|01-04-01,Cambio ruedas d cola tensoras del alim
