Asset tag,Name,Cod sap,WBS_1_EN,WBS_1_ES,WBS_2_EN,WBS_2_ES,WBS_3_EN,WBS_3_ES,WBS_4_EN,WBS_4_ES,Responsable,Hour day,Criticidad,Criticidad Name
2146-CV-208,FAJA TRANS 1897T/H 91M 72PULG,10016606,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screen Feed Conveyor,Faja Transportadora de Alimentación Zaranda Terciaria,John&Juan,24,3,Alto
2147-CH-224,CHUTE DE BAJO TAMAÑO DE ZARANDA TERCIARIA,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screening Station,Estación de Zarandeo Terciario,John&Juan,24,1,Bajo
2147-CH-225,CHUTE DE SOBRE TAMAÑO DE ZARANDA TERCIARIA,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screening Station,Estación de Zarandeo Terciario,John&Juan,24,1,Bajo
2147-SC-203,ZARANDA SCHENCKPROCESS SLO4385W 1840T/H,10016607,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screening Station,Estación de Zarandeo Terciario,John&Juan,24,4,Critico
2148-CH-226,"CHUTE DE TRANSFERENCIA DE SOBRE TAMAÑO DE
ZARANDA TERCIARIA",#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screen Oversize Conveyor,Faja Transportadora para Elementos Sobredimensionados Zaranda Terciaria,John&Juan,24,1,Bajo
2148-CH-244,"CHUTE DE MAGNETO DE SOBRE TAMAÑO DE
ZARANDA TERCIARIA",#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screen Oversize Conveyor,Faja Transportadora para Elementos Sobredimensionados Zaranda Terciaria,John&Juan,24,1,Bajo
2148-CV-209,FAJA TRANS 867T/H 97.8M 30PULG,10016611,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screen Oversize Conveyor,Faja Transportadora para Elementos Sobredimensionados Zaranda Terciaria,John&Juan,24,3,Alto
2148-MA-204,MAGNETO ERIEZ SE 7615 SC1,10017186,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Tertiary Screen Oversize Conveyor,Faja Transportadora para Elementos Sobredimensionados Zaranda Terciaria,John&Juan,24,2,Medio
2149-BH-203,FILTRO MANGA AMERICORP 108FT12 996Pa,10016608,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Dust Suppression,Supresión de Polvo,John&Juan,24,2,Medio
2149-CH-248,"CHUTE DE RETORNO DE POLVO DE CHANCADO
TERCIARIO",#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CRUSHING & CRUSHED ORE HANDLING,CHANCADO Y MANEJO DE MINERAL CHANCADO,TERTIARY CRUSHING CIRCUIT,CIRCUITO DE CHANCADO TERCIARIO,Dust Suppression,Supresión de Polvo,John&Juan,24,2,Medio
2221-PU-201,BOMBA CENTRIFUGA METSO MDM650 THC C5HC,10016614,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Primary Grinding Mill Discharge,Descarga de Molino Molienda Primaria,Johan&Jorge,24,4,Critico
2222-CY-201,CICLONES CAVEX 650CVX,10016613,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Primary Grinding Classification,Clasificación de Molienda Primaria,Johan&Jorge,24,4,Critico
2222-SA-201,MUESTREADOR MSA 2/80S,10016615,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Primary Grinding Classification,Clasificación de Molienda Primaria,Johan&Jorge,24,2,Medio
2223-CH-231,CHUTE DE DESCARGA DE MOLINO DE BOLAS,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill,Molino de Bolas,Johan&Jorge,24,1,Bajo
2223-CH-233,CHUTE DE ALIMENTACIÓN AL MOLINO DE BOLAS,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill,Molino de Bolas,Johan&Jorge,24,1,Bajo
2223-CH-234,CHUTE DE RESIDUOS DE MOLINO DE BOLAS,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill,Molino de Bolas,Johan&Jorge,24,1,Bajo
2223-ML-201,MOLINO DE BOLAS OUTOTEC 7.47m X 10.97m,10016612,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill,Molino de Bolas,Johan&Jorge,24,4,Critico
2224-CH-209,CHUTE DE CARGA DE BOLAS,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill Media Feed System,Sistema de Alimentación de Granallado para Molino de Bolas,Johan&Jorge,24,1,Bajo
2224-CH-232,"CHUTE DE DESCARGA DE TOLVA DE ALMACENAMIENTO DE BOLAS DEL MOLINO DE
BOLAS",#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill Media Feed System,Sistema de Alimentación de Granallado para Molino de Bolas,Johan&Jorge,24,1,Bajo
2224-CP-211,COMPRESOR AIRE INGERSOLL RAND 2340L5,10016895,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Ball Mill Media Feed System,Sistema de Alimentación de Granallado para Molino de Bolas,Johan&Jorge,24,1,Bajo
2229-PU-235,BOMBA WEIR MINERALS 100 MR3-5100x1500,10016616,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,PRIMARY GRINDING,MOLIENDA PRIMARIA,Primary Grinding General,Molienda Primaria - General,Johan&Jorge,24,3,Alto
2242-FC-201,CELDA FLOTACION OUTOTEC TANKCELL E200,10016626,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,4,Critico
2242-FC-202,CELDA FLOTACION OUTOTEC TANKCELL E200,10016627,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,4,Critico
2242-FC-203,CELDA FLOTACION OUTOTEC TANKCELL E200,10016628,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,4,Critico
2242-FC-204,CELDA FLOTACION OUTOTEC TANKCELL E200,10016629,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,4,Critico
2242-FC-205,CELDA FLOTACION OUTOTEC TANKCELL E200,10016630,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,4,Critico
2242-PU-233,BOMBA PERIS WEIR MINERALS RP2-65L 32RPM,10016631,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,3,Alto
2242-PU-236,BOMBA WEIR MINERALS 80 MR3-5100x1500,10016624,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,2,Medio
2242-PU-275,BOMBA METSO HR200 FNR-S C5 186M3/H,10016625,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Rougher,Desbastado,Johan&Jorge,24,3,Alto
2243-FC-211,CELDA FLOTACION OUTOTEC TANKCELL E30,10016632,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 1,Limpiador 1,Johan&Jorge,24,4,Critico
2243-FC-212,CELDA FLOTACION OUTOTEC TANKCELL E30,10016633,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 1,Limpiador 1,Johan&Jorge,24,4,Critico
2243-FC-213,CELDA FLOTACION OUTOTEC TANKCELL E30,10016634,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 1,Limpiador 1,Johan&Jorge,24,4,Critico
2243-PU-213,BOMBA METSO HR150 FNR-S C4 53.3M3/H,10016635,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 1,Limpiador 1,Johan&Jorge,24,3,Alto
2244-FC-231,CELDA FLOTACION OUTOTEC OK-8U,10016642,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,4,Critico
2244-FC-232,CELDA FLOTACION OUTOTEC OK-8U,10016643,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,4,Critico
2244-FC-233,CELDA FLOTACION OUTOTEC OK-8U,10016644,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,4,Critico
2244-FC-234,CELDA FLOTACION OUTOTEC OK-8U,10016645,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,4,Critico
2244-PU-215,BOMBA METSO HR200 ENR-S C5 84.7M3/H,10016647,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,3,Alto
2244-PU-285,BOMBA PERIS WEIR MINERALS RP2-65L 32RPM,10016646,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,2,Medio
2244-SA-207,MUESTREADOR OUTOTEC LSA DN 250,10017189,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner 2,Limpiador 2,Johan&Jorge,24,3,Alto
2246-FC-241,CELDAS JAMESON E4232/10M280HCP1-M 36M3,10016621,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scalper,Separador Limpiador,Johan&Jorge,24,4,Critico
2246-PU-277,BOMBA METSO MR300 FNR-S C5,10016622,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scalper,Separador Limpiador,Johan&Jorge,24,3,Alto
2246-PU-288,BOMBA PERIS WEIR MINERALS RP2-65L 32RPM,10016623,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scalper,Separador Limpiador,Johan&Jorge,24,3,Alto
2246-SA-210,MUESTREADOR OUTOTEC LSA DN 300,10017188,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scalper,Separador Limpiador,Johan&Jorge,24,2,Medio
2247-FC-221,CELDA FLOTACION OUTOTEC TANKCELL E30,10016636,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scavenger,Depurador Limpiador,Johan&Jorge,24,4,Critico
2247-FC-222,CELDA FLOTACION OUTOTEC TANKCELL E30,10016637,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scavenger,Depurador Limpiador,Johan&Jorge,24,4,Critico
2247-FC-223,CELDA FLOTACION OUTOTEC TANKCELL E30,10016638,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scavenger,Depurador Limpiador,Johan&Jorge,24,4,Critico
2247-PU-214,BOMBA METSO HR150 FNR-S C4 36M3/H,10016641,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scavenger,Depurador Limpiador,Johan&Jorge,24,3,Alto
2247-PU-287,BOMBA PERIS WEIR MINERALS RP2-65L 32RPM,10016640,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Cleaner Scavenger,Depurador Limpiador,Johan&Jorge,24,3,Alto
2248-AN-201,ANALIZADOR LÍNEA OUTOTEC COURIER 6X SL,10016610,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Particle Size Monitoring (PSM) & On-Stream Analysis (OSA),Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA),Johan&Jorge,24,3,Alto
2248-PU-225,BOMBA METSO HR75 FNR-S C4 36M3/H,10016648,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Particle Size Monitoring (PSM) & On-Stream Analysis (OSA),Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA),Johan&Jorge,24,3,Alto
2248-XM-226,MONITOR TAMAÑO PARTIC OUTOTEC PSI 300i,10016896,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Particle Size Monitoring (PSM) & On-Stream Analysis (OSA),Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA),Johan&Jorge,24,3,Alto
2249-PU-238,BOMBA WEIR MINERALS 100 MR3-5100x1500,10016639,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,FLOTATION,FLOTACIÓN,Flotation General,Flotación - General,Johan&Jorge,24,2,Medio
2252-ML-202,MOLINO DE BOLAS OUTOTEC 3.6m x 6.3m,10016617,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REGRINDING,REMOLIENDA,Regrind Mill,Molino de Remolienda,Johan&Jorge,24,4,Critico
2253-PU-212,BOMBA METSO HR 250 FNR-D C5 HC 321M3/H,10016620,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REGRINDING,REMOLIENDA,Regrind Mill Discharge,Descarga de Molino de Remolienda,Johan&Jorge,24,4,Critico
2254-CY-202,CICLONES CAVEX 250CVX,10016618,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REGRINDING,REMOLIENDA,Regrind Mill Classification,Clasificación de Molino de Remolienda,Johan&Jorge,24,4,Critico
2255-BN-211,TOLVA DE CARGA DE BOLAS DE MOLINO DE REMOLIENDA,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REGRINDING,REMOLIENDA,Ball Mill Media Feed System,Sistema de Alimentación de Granallado para Molino de Bolas,Johan&Jorge,24,1,Bajo
2259-PU-237,BOMBA WEIR MINERALS 80 MR3-5100x1500,10016619,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REGRINDING,REMOLIENDA,Regrinding General,Remolienda - General,Johan&Jorge,24,2,Medio
2261-PU-217,BOMBA PERIS WEIR MINERALS RP2-100LDUPLEX,10016653,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,3,Alto
2261-PU-218,BOMBA PERIS WEIR MINERALS RP2-100LDUPLEX,10016654,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,3,Alto
2261-PU-239,BOMBA WEIR MINERALS 80 MR3-5100x1500,10016649,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,3,Alto
2261-PU-296,BOMBA METSO MM200 EHC-S C5 DWE 287.3M3/H,10016655,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,3,Alto
2261-SA-209,MUESTREADOR METALURGICO MSA 2/50-S-H,10016652,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,2,Medio
2261-SC-201,ZARANDA WEIR MINERALS 4848,10016651,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,4,Critico
2261-TH-202,ESPESADOR HIGH RATE OUTOTEC 20M,10016650,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,4,Critico
2261-TK-265,TANQUE DE REBOSE DE ESPESADOR DE CONCENTRADO,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening,Espesado de Concentrado,Johan&Jorge,24,2,Medio
2262-CP-203,COMPRESOR AIRE INGERSOLL RAND RS185ie,10016664,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,4,Critico
2262-CP-204,COMPRESOR AIRE INGERSOLL RAND RS185ie,10016665,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,4,Critico
2262-CP-205,COMPRESOR AIRE INGERSOLL RAND RS185ie,10016666,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,4,Critico
2262-CP-210,COMPRESOR AIRE INGERSOLL RAND R11i,10016667,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,4,Critico
2262-PU-219,BOMBA RUHRPUMPEN RDP100/76.2-S11 24M3/H,10016663,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,3,Alto
2262-PU-220,BOMBA RUHRPUMPEN CPP 10X8X15 780M3/H,10016662,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,3,Alto
2262-PU-221,BOMBA RUHRPUMPEN CPP 6X4X10 228M3/H,10016661,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,3,Alto
2262-PU-222,BOMBA METSO HM250 EHC-S C5 DWE 500M3/H,10016658,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,3,Alto
2262-TK-206,TANQUE CS 239M3,10016656,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,1,Bajo
2262-TK-217,TANQUE CS 239M3,10016657,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro,Johan&Jorge,24,1,Bajo
2263-FL-201,FILTRO PRENSA AQSEPTENCE GHT 2500 F12,10016659,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Filtration,Filtración de Concentrado,Johan&Jorge,24,4,Critico
2263-HT-212,PUENTE GRÚA KONECRANES CXT 40210020P3,10017192,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Filtration,Filtración de Concentrado,Johan&Jorge,24,3,Alto
