key_dutie,Resource Type,Cod. Material,Cantidad
2261-TH-202|01-06-12,Materials,3040239,1
2261-TH-202|01-06-14,Materials,2520144,21.14
5552-PU-518|01-01-10,Materials,2530835,0.05
5552-PU-518|02-04-01,Materials,3045854,1
5552-PU-518|02-03-01,Materials,3045848,1
5552-PU-518|02-03-01,Materials,3045856,1
5552-PU-518|02-03-01,Materials,3045860,1
5552-PU-518|02-02-05,Materials,3045851,1
5552-PU-518|02-03-01,Materials,3045852,2
5552-PU-518|02-01-02,Materials,3045853,1
5552-PU-518|02-01-02,Materials,3045849,1
5552-PU-518|02-01-02,Materials,3045850,1
5552-PU-518|02-01-05,Materials,2520144,0.369841
5552-PU-518|02-03-02,Materials,3045855,1
5552-PU-518|02-03-02,Materials,3045858,1
5552-PU-518|02-03-02,Materials,3045859,1
5611-PU-510|02-03-04,Materials,2530835,0.25
5611-PU-510|02-03-05,Materials,3041039,1
5611-PU-510|02-01-02,Materials,3041040,1
5611-PU-510|02-01-02,Materials,3041065,2
5611-PU-510|02-01-02,Materials,3041066,1
5611-PU-510|02-01-02,Materials,3041045,1
5611-PU-510|02-02-01,Materials,3041037,1
5611-PU-510|02-01-02,Materials,3041036,1
5611-PU-510|01-03-02,Materials,3041057,1
5611-PU-510|01-03-02,Materials,3041058,1
5611-PU-510|02-03-03,Materials,3041038,1
5611-PU-510|02-03-03,Materials,3041041,1
5611-PU-510|02-03-03,Materials,3041042,1
5611-PU-510|02-03-03,Materials,3041043,1
5611-PU-510|02-03-03,Materials,3041044,1
5611-PU-510|02-03-03,Materials,3041046,1
5611-PU-510|02-03-03,Materials,3041050,1
5611-PU-510|02-03-03,Materials,3041051,1
5611-PU-510|02-03-03,Materials,3041052,1
5611-PU-510|02-03-03,Materials,3041055,1
5611-PU-510|02-03-03,Materials,3041056,1
5611-PU-510|02-03-02,Materials,3041062,1
5611-PU-510|02-03-02,Materials,3041063,1
5611-PU-510|02-03-02,Materials,3041064,2
5611-PU-510|02-03-02,Materials,3041067,6
5611-PU-510|02-03-02,Materials,3041069,1
5611-PU-510|02-03-02,Materials,3041070,2
5611-PU-510|02-03-03,Materials,3041071,4
5611-PU-510|02-03-03,Materials,3041072,1
5611-PU-510|02-03-03,Materials,3041074,3
5611-PU-510|02-03-03,Materials,3041075,4
5111-PU-501|02-02-01,Materials,3045126,1
5111-PU-501|02-02-08,Materials,3045107,1
5111-PU-501|02-02-08,Materials,3045108,3
5111-PU-501|02-02-06,Materials,3045097,9
5111-PU-501|02-02-06,Materials,3045098,6
5111-PU-501|02-02-06,Materials,3045099,4
5111-PU-501|02-02-06,Materials,3045100,3
5111-PU-501|02-03-01,Materials,3045119,9
5111-PU-501|02-03-01,Materials,3045120,2
5111-PU-501|02-03-01,Materials,3045121,7
5111-PU-501|02-03-03,Materials,3045115,1
5111-PU-501|02-03-03,Materials,3045116,1
5111-PU-501|02-03-03,Materials,3045117,1
5111-PU-501|02-03-03,Materials,3045101,2
5111-PU-501|02-03-03,Materials,3045102,2
5111-PU-501|02-03-03,Materials,3045103,2
5111-PU-501|02-03-03,Materials,3045104,1
5111-PU-501|02-03-03,Materials,3045105,1
5111-PU-501|02-03-03,Materials,3045106,1
5111-PU-501|02-01-05,Materials,3045118,1
5111-PU-501|02-01-05,Materials,3045122,2
5111-PU-501|02-01-05,Materials,3045123,2
5111-PU-501|02-01-05,Materials,3045124,1
5111-PU-501|02-01-05,Materials,3045125,3
5111-PU-501|02-03-02,Materials,3045127,1
5561-PU-504|01-01-15,Materials,2530835,0.077
5561-PU-504|01-01-16,Materials,2521376,9.77
5561-PU-504|02-03-02,Materials,3044887,1
5561-PU-504|02-03-02,Materials,3044888,1
5561-PU-504|02-04-02,Materials,3044894,1
5561-PU-504|02-04-02,Materials,3044893,1
5561-PU-504|02-04-02,Materials,3044892,1
5561-PU-504|02-04-02,Materials,3044881,3
5561-PU-504|02-04-02,Materials,3044882,2
5561-PU-504|02-04-02,Materials,3044883,1
5561-PU-504|02-04-02,Materials,3044884,1
5561-PU-504|02-04-02,Materials,3044885,8
5561-PU-504|02-04-02,Materials,3044886,2
5561-PU-504|02-04-02,Materials,3044888,1
5561-PU-504|02-04-02,Materials,3044889,7
5561-PU-504|02-04-02,Materials,3044891,2
5561-PU-504|02-04-02,Materials,3044895,1
5722-CP-501|02-01-03,Materials,3041191,1
5722-CP-501|02-01-03,Materials,3041145,1
5722-CP-501|02-02-03,Materials,3041190,1
5722-CP-501|02-03-03,Materials,3041188,1
5722-CP-501|03-01-05,Materials,3041152,1
5722-CP-501|02-03-02,Materials,3041193,1
5722-CP-501|02-03-02,Materials,3041194,1
5722-CP-501|02-01-07,Materials,3041147,1
5722-CP-501|02-01-07,Materials,3041148,1
5722-CP-501|02-01-07,Materials,3041149,1
5722-CP-501|01-04-02,Materials,3041146,1
5612-PU-506|02-01-05,Materials,3040259,1
5612-PU-506|02-02-06,Materials,2518155,1
5612-PU-506|02-04-01,Materials,3040266,1
5612-PU-506|02-01-03,Materials,3040260,1
5612-PU-506|02-03-02,Materials,3040274,1
5612-PU-506|02-02-04,Materials,3040261,1
5612-PU-506|02-02-05,Materials,3040297,1
5612-PU-506|02-02-05,Materials,3040361,3
5612-PU-506|02-02-05,Materials,3040270,1
5612-PU-506|02-02-05,Materials,3040271,1
5612-PU-506|02-02-05,Materials,3040330,1
5612-PU-506|02-02-05,Materials,3040272,2
5721-PU-517|02-01-01,Materials,3041373,1
5721-PU-517|02-06-01,Materials,3041369,1
5721-PU-517|02-02-01,Materials,3041370,1
5721-PU-517|02-02-01,Materials,3041365,1
5721-PU-517|02-02-01,Materials,3041371,1
5721-PU-517|02-02-03,Materials,3041372,1
5721-PU-517|02-02-03,Materials,3041374,1
5721-PU-517|02-01-01,Materials,3041366,1
5721-PU-517|02-03-02,Materials,3041438,1
5721-PU-517|02-03-02,Materials,3041439,1
5721-PU-517|02-05-03,Materials,2530847,0.053
5721-PU-517|02-05-04,Materials,3041367,1
5721-PU-517|02-05-04,Materials,3041433,1
5721-PU-517|02-05-04,Materials,3041432,1
5721-PU-517|02-05-04,Materials,3041368,1
5721-PU-517|02-05-04,Materials,3041441,1
5721-PU-517|02-05-04,Materials,3041442,1
5612-XM-509|01-01-10,Materials,3045222,1
2243-FC-211|01-01-09,Materials,2520140,60
2243-FC-211|01-02-04,Materials,2520140,0.12
2243-FC-211|01-02-05,Materials,3041034,1
2243-FC-211|01-03-02,Materials,3041026,8
2243-FC-211|01-03-03,Materials,3041024,1
2243-FC-211|01-03-03,Materials,3041025,1
2243-FC-211|02-01-01,Materials,3041022,1
2243-FC-211|02-01-02,Materials,3041033,2
2243-FC-211|02-01-03,Materials,3041023,1
2242-FC-201|01-01-10,Materials,2530835,0.08
2242-FC-201|01-02-10,Materials,2520140,0.8
2242-FC-201|01-02-15,Materials,2530846,80
2242-FC-201|02-01-04,Materials,3040982,1
2242-FC-201|02-01-06,Materials,3040983,1
2222-CY-201|01-03-04,Materials,3040201,1
2222-CY-201|01-03-07,Materials,2523963,1
2222-CY-201|02-02-04,Materials,2523959,1
2222-CY-201|02-02-04,Materials,2523960,1
2222-CY-201|02-02-04,Materials,2523961,1
2222-CY-201|02-02-04,Materials,2523962,1
3211-SB-301|01-01-09,Materials,2530835,105
3211-SB-301|01-06-03,Materials,2530846,260
3211-SB-301|01-06-04,Materials,2530846,260
3211-SB-301|02-01-03,Materials,3043484,4
3211-SB-301|02-02-02,Materials,3043485,2
3211-SB-301|02-04-05,Materials,3043493,1
3111-CR-301|01-02-02,Materials,3039741,1
3111-CR-301|01-03-02,Materials,3039742,1
3111-CR-301|03-01-02,Materials,2523850,16
3111-CR-301|03-02-03,Materials,2523851,16
3111-CR-301|03-03-03,Materials,2523852,16
3111-CR-301|03-03-03,Materials,2523853,16
3111-CR-301|03-04-01,Materials,2523855,1
3111-CR-301|03-04-01,Materials,2523856,1
3111-CR-301|03-04-03,Materials,2523857,3
3111-CR-301|03-04-03,Materials,2523858,3
3111-CR-301|04-01-02,Materials,3039711,1
3111-CR-301|04-02-01,Materials,3039767,1
3111-CR-301|04-03-03,Materials,3039745,1
3111-CR-301|04-03-03,Materials,3039750,4
3111-CR-301|04-04-08,Materials,3039728,1
3111-CR-301|05-06-03,Materials,3039731,1
3111-CR-301|05-06-03,Materials,3039813,1
3111-CR-301|07-07-06,Materials,3039814,1
3111-CR-301|07-07-06,Materials,3039815,1
2111-FE-202|01-01-10,Materials,2530835,40
2111-FE-202|01-06-03,Materials,3043587,5
2111-FE-202|01-06-04,Materials,3043584,1
2111-FE-202|01-06-04,Materials,3043583,1
2111-FE-202|01-06-06,Materials,3043585,1
2111-FE-202|01-06-06,Materials,3043586,1
2111-FE-202|01-07-03,Materials,2518155,30
2111-FE-202|01-08-02,Materials,3043494,1
2111-FE-202|01-08-04,Materials,2521375,8.5
2111-FE-202|02-02-07,Materials,3043571,14
3142-FE-306|01-01-10,Materials,2530835,41
3142-FE-306|01-01-11,Materials,2530835,34
3142-FE-306|01-07-01,Materials,3043578,1
3142-FE-306|01-07-02,Materials,2518155,50
3142-FE-306|01-08-03,Materials,3043605,1
3142-FE-306|01-09-02,Materials,3043601,1
3142-FE-306|01-09-03,Materials,3043575,1
3142-FE-306|01-09-04,Materials,2521375,9
3111-FE-301|01-07-04,Materials,2530846,55
3111-FE-301|01-08-03,Materials,2530835,0.25
3111-FE-301|01-08-04,Materials,2530835,4.38
3111-FE-301|01-08-05,Materials,3041920,1
3111-FE-301|01-08-05,Materials,3041921,1
3111-FE-301|01-08-06,Materials,3041935,2
3111-FE-301|01-08-08,Materials,3041918,1
3111-FE-301|01-09-01,Materials,3041947,2
3111-FE-301|02-01-03,Materials,2524337,149
3111-FE-301|02-02-03,Materials,3041922,4
3111-FE-301|02-02-03,Materials,3041923,2
3111-FE-301|03-01-03,Materials,3041946,74
3111-FE-301|03-02-02,Materials,3041910,10
2113-CV-202|01-01-09,Materials,2530835,0.045
2113-CV-202|01-01-10,Materials,2530835,0.034
2113-CV-202|01-09-03,Materials,2530846,105
2113-CV-202|01-10-06,Materials,2530835,0.04
2113-CV-202|01-10-09,Materials,2530835,0.04
2113-CV-202|02-01-02,Materials,2525525,1553
2113-CV-202|03-01-02,Materials,3041322,1
2113-CV-202|03-02-02,Materials,3041316,1
2113-CV-202|03-02-02,Materials,3041317,1
2113-CV-202|03-02-02,Materials,3041320,1
2113-CV-202|03-02-02,Materials,3041323,1
2113-CV-202|03-03-02,Materials,3041319,1
2113-CV-202|03-03-02,Materials,3041321,1
2113-CV-202|03-04-02,Materials,3041318,1
2114-CV-203|01-01-09,Materials,2530835,105
2114-CV-203|01-10-03,Materials,2530846,330
2114-CV-203|01-11-06,Materials,2530835,0.04
2114-CV-203|01-11-09,Materials,2530835,0.04
2114-CV-203|02-01-02,Materials,2525549,2440
2114-CV-203|03-01-02,Materials,9829302,1
2114-CV-203|03-02-02,Materials,3041316,1
2114-CV-203|03-02-02,Materials,3041317,1
2114-CV-203|03-02-02,Materials,3041320,1
2114-CV-203|03-02-02,Materials,3041323,1
2114-CV-203|03-03-02,Materials,3041319,1
2114-CV-203|03-03-02,Materials,3041321,1
2114-CV-203|03-04-02,Materials,3041318,1
2132-CV-204|01-01-09,Materials,2530835,0.05
2132-CV-204|01-01-10,Materials,2530835,0.04
2132-CV-204|01-09-03,Materials,2530846,74
2132-CV-204|01-10-06,Materials,2530835,0.04
2132-CV-204|02-04-06,Materials,2525546,291
2132-CV-204|03-01-02,Materials,3041322,1
2132-CV-204|03-01-02,Materials,3041324,1
2132-CV-204|03-02-02,Materials,3041316,1
2132-CV-204|03-02-02,Materials,3041317,1
2132-CV-204|03-02-02,Materials,3041320,1
2132-CV-204|03-02-02,Materials,3041323,1
2132-CV-204|03-03-02,Materials,3041319,1
2132-CV-204|03-03-02,Materials,3041321,1
2132-CV-204|03-04-02,Materials,3041318,1
2134-CV-205|01-01-09,Materials,2530835,60
2134-CV-205|01-01-10,Materials,2530835,45
2134-CV-205|01-09-03,Materials,2530846,77
2134-CV-205|01-10-06,Materials,2530835,0.04
2134-CV-205|02-01-02,Materials,2525523,511
2134-CV-205|03-01-02,Materials,3041322,1
2134-CV-205|03-02-02,Materials,3041316,1
2134-CV-205|03-02-02,Materials,3041317,1
2134-CV-205|03-02-02,Materials,3041320,1
2134-CV-205|03-02-02,Materials,3041323,1
2134-CV-205|03-03-02,Materials,3041319,1
2134-CV-205|03-03-02,Materials,3041321,1
2134-CV-205|03-04-02,Materials,3041318,1
2134-CV-205|05-02-02,Materials,3045208,1
2134-CV-205|05-03-02,Materials,3045217,8
2142-CV-206|01-01-09,Materials,2530835,0.05
2142-CV-206|01-01-10,Materials,2530835,0.05
2142-CV-206|01-10-06,Materials,2530835,0.05
2142-CV-206|01-10-09,Materials,2530835,0.05
2142-CV-206|02-01-02,Materials,2525528,229
2142-CV-206|03-01-02,Materials,3041331,1
2142-CV-206|03-02-02,Materials,3041325,1
2142-CV-206|03-02-02,Materials,3041329,1
2142-CV-206|03-02-02,Materials,3041332,1
2142-CV-206|03-03-02,Materials,3041328,1
2142-CV-206|03-03-02,Materials,3041330,1
2142-CV-206|03-04-02,Materials,3041327,1
2142-CV-206|04-02-02,Materials,3045210,1
2142-CV-206|04-02-04,Materials,3045217,8
2144-CV-207|01-01-09,Materials,2530835,0.05
2144-CV-207|01-01-10,Materials,2530835,0.05
2144-CV-207|01-10-06,Materials,2530835,0.05
2144-CV-207|01-10-09,Materials,2530835,0.05
2144-CV-207|02-01-02,Materials,2525528,229
2144-CV-207|03-01-02,Materials,3041322,1
2144-CV-207|03-02-02,Materials,3041316,1
2144-CV-207|03-02-02,Materials,3041317,1
2144-CV-207|03-02-02,Materials,3041320,1
2144-CV-207|03-02-02,Materials,3041323,1
2144-CV-207|03-03-02,Materials,3041319,1
2144-CV-207|03-03-02,Materials,3041321,1
2144-CV-207|03-04-02,Materials,3041318,1
2144-CV-207|04-01-04,Materials,3045208,1
2144-CV-207|04-01-06,Materials,3045217,8
2146-CV-208|01-01-09,Materials,2530835,0.06
2146-CV-208|01-01-10,Materials,2530835,0.045
2146-CV-208|01-10-06,Materials,2530835,0.06
2146-CV-208|01-10-09,Materials,2530835,0.06
2146-CV-208|02-01-02,Materials,2525528,207
2146-CV-208|03-01-02,Materials,3041331,1
2146-CV-208|03-02-02,Materials,3041325,1
2146-CV-208|03-02-02,Materials,3041329,1
2146-CV-208|03-02-02,Materials,3041332,1
2146-CV-208|03-03-02,Materials,3041328,1
2146-CV-208|03-03-02,Materials,3041330,1
2146-CV-208|03-04-02,Materials,3041327,1
2146-CV-208|05-02-02,Materials,3045210,1
2146-CV-208|05-03-02,Materials,3045217,8
2148-CV-209|01-01-09,Materials,2530835,34
2148-CV-209|01-09-03,Materials,2530846,14
2148-CV-209|02-01-02,Materials,2525542,212
2148-CV-209|03-02-02,Materials,3041333,1
2148-CV-209|03-03-02,Materials,3041334,1
2148-CV-209|05-02-02,Materials,3045211,1
2148-CV-209|05-03-02,Materials,3045217,8
2123-CV-210|01-10-06,Materials,2530835,0.04
2123-CV-210|02-01-02,Materials,2525525,583
2123-CV-210|03-01-02,Materials,3041322,1
2123-CV-210|03-02-02,Materials,3041316,1
2123-CV-210|03-02-02,Materials,3041317,1
2123-CV-210|03-02-02,Materials,3041320,1
2123-CV-210|03-02-02,Materials,3041323,1
2123-CV-210|03-03-02,Materials,3041319,1
2123-CV-210|03-03-02,Materials,3041321,1
2123-CV-210|03-04-02,Materials,3041318,1
2123-CV-210|05-02-02,Materials,3045208,1
2123-CV-210|05-03-02,Materials,3045217,8
3112-CV-301|01-01-09,Materials,2530835,45
3112-CV-301|01-01-10,Materials,2530835,34
3112-CV-301|01-09-03,Materials,2530846,59
3112-CV-301|01-10-06,Materials,2530835,0.04
3112-CV-301|02-01-02,Materials,2525546,275
3112-CV-301|03-01-02,Materials,3041322,1
3112-CV-301|03-02-02,Materials,3041316,1
3112-CV-301|03-02-02,Materials,3041317,1
3112-CV-301|03-02-02,Materials,3041320,1
3112-CV-301|03-02-02,Materials,3041323,1
3112-CV-301|03-03-02,Materials,3041319,1
3112-CV-301|03-03-02,Materials,3041321,1
3112-CV-301|03-04-02,Materials,3041318,1
3112-CV-301|05-02-02,Materials,3045208,1
3112-CV-301|05-03-02,Materials,3045217,8
3112-CV-302|01-01-09,Materials,2530835,60
3112-CV-302|01-01-10,Materials,2530835,45
3112-CV-302|01-09-03,Materials,2530846,135
3112-CV-302|01-10-06,Materials,2530835,20
3112-CV-302|02-01-02,Materials,2525526,1874
3112-CV-302|03-01-02,Materials,3041322,1
3112-CV-302|03-02-02,Materials,3041335,1
3112-CV-302|03-02-02,Materials,3041336,1
3112-CV-302|03-02-02,Materials,3041339,1
3112-CV-302|03-02-02,Materials,3041341,1
3112-CV-302|03-03-02,Materials,3041338,1
3112-CV-302|03-03-02,Materials,3041340,1
3112-CV-302|03-04-02,Materials,3041337,1
3112-CV-302|05-02-02,Materials,3045208,1
3112-CV-302|05-03-02,Materials,3045217,8
3112-CV-303|01-01-09,Materials,2530835,210
3112-CV-303|01-01-02,Materials,2530835,210
3112-CV-303|01-11-03,Materials,2530846,350
3112-CV-303|01-12-06,Materials,2530835,80
3112-CV-303|01-12-09,Materials,2530835,80
3112-CV-303|02-01-02,Materials,2525549,1834
3112-CV-303|03-01-02,Materials,3041322,1
3112-CV-303|03-02-02,Materials,3041335,1
3112-CV-303|03-02-02,Materials,3041336,1
3112-CV-303|03-02-02,Materials,3041339,1
3112-CV-303|03-02-02,Materials,3041341,1
3112-CV-303|03-03-02,Materials,3041338,1
3112-CV-303|03-03-02,Materials,3041340,1
3112-CV-303|03-04-02,Materials,3041337,1
3112-CV-303|05-02-03,Materials,3045208,1
3112-CV-303|05-03-03,Materials,3045217,8
3132-CV-304|01-01-09,Materials,2530835,72
3132-CV-304|01-01-10,Materials,2530835,45
3132-CV-304|01-09-03,Materials,2530846,279
3132-CV-304|01-10-06,Materials,2530835,40
3132-CV-304|01-10-09,Materials,2530835,40
3132-CV-304|02-01-02,Materials,2525529,494
3132-CV-304|03-01-02,Materials,3041345,16
3132-CV-304|03-02-02,Materials,3041342,174
3132-CV-304|03-02-02,Materials,3041343,16
3132-CV-304|03-03-02,Materials,3041344,68
3132-CV-304|05-02-03,Materials,3045212,1
3132-CV-304|05-03-03,Materials,3045217,8
3132-CV-305|01-01-09,Materials,2530835,60
3132-CV-305|01-01-10,Materials,2530835,45
3132-CV-305|01-09-03,Materials,2530846,74
3132-CV-305|01-10-06,Materials,2530835,40
3132-CV-305|02-01-02,Materials,2525546,421
3132-CV-305|03-01-02,Materials,3041322,1
3132-CV-305|03-02-02,Materials,3041316,1
3132-CV-305|03-02-02,Materials,3041317,1
3132-CV-305|03-02-02,Materials,3041320,1
3132-CV-305|03-02-02,Materials,3041323,1
3132-CV-305|03-03-02,Materials,3041319,1
3132-CV-305|03-03-02,Materials,3041321,1
3132-CV-305|03-04-02,Materials,3041318,1
3132-CV-305|05-02-03,Materials,3045208,1
3132-CV-305|05-03-03,Materials,3045217,8
3131-CV-306|01-01-09,Materials,2530835,34
3131-CV-306|01-01-10,Materials,2530835,45
3131-CV-306|01-09-03,Materials,2530846,59
3131-CV-306|01-10-06,Materials,2530835,40
3131-CV-306|02-01-02,Materials,2525547,388
3131-CV-306|03-01-02,Materials,3041322,245
3131-CV-306|03-02-02,Materials,3041316,2385
3131-CV-306|03-02-02,Materials,3041317,214
3131-CV-306|03-02-02,Materials,3041320,96
3131-CV-306|03-02-02,Materials,3041323,41
3131-CV-306|03-03-02,Materials,3041319,1028
3131-CV-306|03-03-02,Materials,3041321,97
3131-CV-306|03-04-02,Materials,3041318,77
3131-CV-306|05-02-03,Materials,3045208,1
3131-CV-306|05-03-03,Materials,3045217,8
3131-CV-307|01-01-09,Materials,2530835,34
3131-CV-307|01-09-03,Materials,2530846,14
3131-CV-307|02-01-02,Materials,2525543,35
3131-CV-307|03-01-02,Materials,3041322,245
3131-CV-307|03-02-02,Materials,3041316,2385
3131-CV-307|03-02-02,Materials,3041317,214
3131-CV-307|03-02-02,Materials,3041320,96
3131-CV-307|03-02-02,Materials,3041323,41
3131-CV-307|03-03-02,Materials,3041319,1028
3131-CV-307|03-03-02,Materials,3041321,97
3131-CV-307|03-04-02,Materials,3041318,77
3133-CV-308|01-01-09,Materials,2530835,72
3133-CV-308|01-01-10,Materials,2530835,45
3133-CV-308|01-12-06,Materials,2530835,40
3133-CV-308|01-12-09,Materials,2530835,40
3133-CV-308|02-01-02,Materials,2525528,502
3133-CV-308|03-01-02,Materials,3041331,1
3133-CV-308|03-02-02,Materials,3041325,1
3133-CV-308|03-02-02,Materials,3041326,1
3133-CV-308|03-02-02,Materials,3041329,1
3133-CV-308|03-02-02,Materials,3041332,1
3133-CV-308|03-03-02,Materials,3041328,1
3133-CV-308|03-03-02,Materials,3041330,1
3133-CV-308|03-04-02,Materials,3041327,1
3133-CV-308|05-02-03,Materials,3045210,1
3133-CV-308|05-03-03,Materials,3045217,8
3141-CV-309|01-09-03,Materials,2530846,34
3141-CV-309|01-10-06,Materials,2530835,40
3141-CV-309|02-01-02,Materials,2525544,76
3141-CV-309|03-01-02,Materials,3041331,1
3141-CV-309|03-02-02,Materials,3041332,1
3141-CV-309|03-03-02,Materials,3041328,1
3141-CV-309|03-03-02,Materials,3041330,1
3141-CV-309|03-04-02,Materials,3041327,1
3141-CV-309|05-02-03,Materials,3045210,1
3141-CV-309|05-03-03,Materials,3045217,8
3143-CV-310|01-01-09,Materials,2530835,105
3143-CV-310|01-09-03,Materials,2530846,135
3143-CV-310|01-10-06,Materials,2530835,40
3143-CV-310|01-10-09,Materials,2530835,40
3143-CV-310|02-01-02,Materials,2525524,538
3143-CV-310|03-01-02,Materials,3041322,1
3143-CV-310|03-02-02,Materials,3041335,1
3143-CV-310|03-02-02,Materials,3041336,1
3143-CV-310|03-02-02,Materials,3041339,1
3143-CV-310|03-02-02,Materials,3041341,1
3143-CV-310|03-03-02,Materials,3041338,1
3143-CV-310|03-03-02,Materials,3041340,1
3143-CV-310|03-04-02,Materials,3041337,1
3143-CV-310|05-02-03,Materials,3045208,1
3143-CV-310|05-03-03,Materials,3045217,8
3161-CV-311|01-01-09,Materials,2530835,0.045
3161-CV-311|01-01-10,Materials,2530835,0.045
3161-CV-311|01-09-03,Materials,2530846,74
3161-CV-311|01-10-06,Materials,2530835,0.034
3161-CV-311|02-01-02,Materials,2525547,321
3161-CV-311|03-01-02,Materials,3041322,1
3161-CV-311|03-02-02,Materials,3041316,1
3161-CV-311|03-02-02,Materials,3041317,1
3161-CV-311|03-02-02,Materials,3041320,1
3161-CV-311|03-03-02,Materials,3041319,1
3161-CV-311|03-03-02,Materials,3041321,1
3161-CV-311|03-04-02,Materials,3041318,1
3161-CV-311|05-02-03,Materials,3045208,1
3161-CV-311|05-03-03,Materials,3045217,8
3221-CV-313|01-01-09,Materials,2530835,0.105
3221-CV-313|01-11-03,Materials,2530846,59
3221-CV-313|01-12-06,Materials,2530835,0.04
3221-CV-313|01-12-09,Materials,2530835,0.04
3221-CV-313|02-01-02,Materials,2525527,1623
3221-CV-313|03-01-02,Materials,3041352,1
3221-CV-313|03-02-02,Materials,3041355,1
3221-CV-313|03-02-02,Materials,3041357,1
3221-CV-313|03-03-02,Materials,3041356,1
3221-CV-313|05-02-03,Materials,3045208,1
3221-CV-313|05-03-03,Materials,3045217,8
3221-CV-314|02-01-02,Materials,2525541,112
3221-CV-314|03-02-02,Materials,3041346,1
3221-CV-314|03-02-02,Materials,3041353,1
3221-CV-314|03-02-02,Materials,3041354,1
3221-CV-314|03-03-02,Materials,3041349,1
3221-CV-314|03-03-02,Materials,3041351,1
3221-CV-314|03-04-02,Materials,3041348,1
3221-CV-314|05-02-03,Materials,3045213,1
3221-CV-314|05-03-03,Materials,3045220,1
3233-CV-318|01-01-09,Materials,2530835,0.072
3233-CV-318|01-01-10,Materials,2530835,0.072
3233-CV-318|01-11-03,Materials,2530846,540
3233-CV-318|01-12-06,Materials,2530835,0.04
3233-CV-318|01-12-09,Materials,2530835,0.04
3233-CV-318|02-01-02,Materials,2525540,427
3233-CV-318|03-02-02,Materials,3041358,1
3233-CV-318|03-02-02,Materials,3041361,1
3233-CV-318|03-03-02,Materials,3041360,1
3233-CV-318|03-03-02,Materials,3041362,1
3233-CV-318|03-04-02,Materials,3041359,1
3233-CV-318|05-02-03,Materials,3045215,1
3233-CV-318|05-02-03,Materials,3045216,1
3233-CV-318|05-03-03,Materials,3045220,8
3232-CV-320|01-01-09,Materials,2530835,0.05
3232-CV-320|01-01-10,Materials,2530835,0.06
3232-CV-320|02-01-02,Materials,2525548,300
3232-CV-320|03-02-02,Materials,3041346,1
3232-CV-320|03-02-02,Materials,3041347,1
3232-CV-320|03-02-02,Materials,3041350,1
3232-CV-320|03-03-02,Materials,3041349,1
3232-CV-320|03-03-02,Materials,3041351,1
3232-CV-320|03-04-02,Materials,3041348,1
3232-CV-320|05-02-03,Materials,3045208,1
3232-CV-320|05-03-03,Materials,3045217,8
3232-CV-321|01-01-09,Materials,2530835,0.054
3232-CV-321|01-09-03,Materials,2530846,34
3232-CV-321|01-10-06,Materials,2530835,0.054
3232-CV-321|02-01-02,Materials,2525545,39
3232-CV-321|03-03-02,Materials,3041349,1
3232-CV-321|03-03-02,Materials,3041351,1
3232-CV-321|03-04-02,Materials,3041348,1
3232-CV-321|05-02-03,Materials,3045208,1
3232-CV-321|05-03-03,Materials,3045220,8
2262-CP-203|01-01-05,Materials,2520140,0.5
2262-CP-203|02-01-03,Materials,3041178,1
2262-CP-203|02-02-03,Materials,3041179,1
2262-CP-203|02-02-04,Materials,3041182,1
2321-CP-207|01-01-05,Materials,2520140,0.5
2321-CP-207|02-01-03,Materials,3041197,1
2321-CP-207|02-02-03,Materials,3041196,1
2321-CP-207|02-02-04,Materials,3041199,1
2321-CP-207|03-01-04,Materials,3041198,2
3521-CP-301|01-01-05,Materials,2520140,0.5
3521-CP-301|02-01-02,Materials,3041165,1
3521-CP-301|02-02-04,Materials,3041167,1
3521-CP-301|03-01-04,Materials,3041166,1
2263-FL-201|01-01-09,Materials,2530835,0.05
2263-FL-201|01-03-02,Materials,3041285,2
2263-FL-201|01-03-02,Materials,3041287,2
2263-FL-201|01-04-03,Materials,2521373,800
2263-FL-201|01-04-04,Materials,3041284,1
2263-FL-201|01-04-04,Materials,3041277,1
2263-FL-201|01-05-03,Materials,3041282,1
2263-FL-201|02-01-02,Materials,3041285,2
2263-FL-201|02-01-02,Materials,3041287,2
2263-FL-201|02-01-02,Materials,3041282,1
2263-FL-201|02-01-02,Materials,3041309,1
2263-FL-201|02-01-02,Materials,3041301,1
2263-FL-201|02-01-02,Materials,3041264,4
2263-FL-201|02-02-02,Materials,3041264,4
2263-FL-201|02-02-02,Materials,3041252,4
2263-FL-201|02-03-09,Materials,2530835,0.05
2263-FL-201|02-04-03,Materials,2530848,50
2263-FL-201|02-04-08,Materials,3041264,4
2263-FL-201|02-04-08,Materials,3041252,4
2263-FL-201|03-01-07,Materials,2530835,0.05
2263-FL-201|03-02-03,Materials,2530848,50
2263-FL-201|03-03-07,Materials,2530835,0.05
2263-FL-201|03-04-03,Materials,2530848,50
2252-ML-202|01-05-05,Materials,3044762,1
2252-ML-202|01-06-03,Materials,3044765,1
2252-ML-202|01-07-03,Materials,3044766,1
2252-ML-202|01-08-03,Materials,3044772,1
2252-ML-202|01-08-03,Materials,3044773,1
2252-ML-202|01-09-03,Materials,3044768,1
2252-ML-202|01-11-03,Materials,3044767,1
2252-ML-202|04-01-02,Materials,2525489,1
2252-ML-202|04-04-02,Materials,3044770,1
2252-ML-202|04-04-03,Materials,3044770,1
