key_dutie,Resource Type,Cod. Material,Cantidad
3142-SC-304|02-01-01,Materials,2524813,20
3142-SC-304|02-01-02,Materials,2524814,20
3142-SC-305|01-04-01,Materials,3043618,1
3142-SC-305|01-04-02,Materials,3043613,2
3142-SC-305|02-01-01,Materials,2524812,56
3142-SC-305|02-01-01,Materials,2524812,56
3142-SC-305|01-02-01,Materials,3043622,1
3142-SC-305|01-02-01,Materials,3043623,1
3142-SC-305|02-01-01,Materials,2524813,20
3142-SC-305|02-01-02,Materials,2524814,20
3335-XM-364|01-03-03,Materials,3045163,96
3335-XM-364|01-03-03,Materials,3045164,24
3335-XM-364|01-03-03,Materials,3045165,96
3335-XM-364|01-03-03,Materials,3045166,14
3335-XM-364|01-03-03,Materials,3045167,14
3335-XM-364|01-03-03,Materials,3045168,4
3335-XM-364|01-02-05,Materials,3045169,1
3335-XM-364|01-02-05,Materials,3045170,1
3335-XM-364|01-02-05,Materials,3045171,1
3335-XM-364|01-02-05,Materials,3045172,1
3335-XM-364|01-02-05,Materials,3045173,1
3335-XM-364|01-02-05,Materials,3045174,1
3335-XM-364|01-02-05,Materials,3045175,1
3335-XM-364|01-02-05,Materials,3045176,1
3335-XM-364|01-02-05,Materials,3045177,1
3335-XM-364|01-02-05,Materials,3045178,1
3335-XM-364|01-02-05,Materials,3045179,1
3335-XM-364|01-02-05,Materials,3045180,1
2262-PU-221|02-02-01,Materials,3041472,1
2262-PU-221|02-02-01,Materials,3041473,1
2262-PU-221|02-02-01,Materials,3041469,1
2262-PU-221|02-05-01,Materials,3041474,1
2262-PU-221|02-02-01,Materials,3041480,1
2262-PU-221|02-03-05,Materials,2530847,0.44973545
2262-PU-221|01-01-10,Materials,2530835,0.054
2262-PU-221|02-03-04,Materials,3041470,1
2262-PU-221|02-03-04,Materials,3041471,1
2262-PU-221|02-03-04,Materials,3041467,1
2262-PU-221|02-03-04,Materials,3041466,1
2262-PU-221|02-03-04,Materials,3041475,1
2262-PU-221|02-03-04,Materials,3041476,1
2262-PU-221|02-01-03,Materials,3041477,1
2262-PU-221|02-01-03,Materials,3041468,1
2262-PU-221|02-01-03,Materials,3041479,1
2131-SC-202|01-08-08,Materials,2521376,5.952380952
2131-SC-202|01-08-09,Materials,2518155,0.09
2131-SC-202|01-07-02,Materials,2518155,0.05
2131-SC-202|01-01-10,Materials,2530835,0.15
2131-SC-202|01-06-02,Materials,3043587,5
2131-SC-202|02-03-02,Materials,2524813,20
2131-SC-202|02-03-02,Materials,2524799,20
2131-SC-202|01-08-05,Materials,3043575,1
2131-SC-202|01-08-01,Materials,3043594,1
2131-SC-202|02-01-02,Materials,2524798,12
2131-SC-202|02-01-04,Materials,2524812,20
2131-SC-202|02-04-08,Materials,3043602,10
2131-SC-202|02-04-08,Materials,3043603,10
2131-SC-202|01-08-04,Materials,3043588,3
2131-SC-202|01-06-03,Materials,3043592,1
2131-SC-202|01-06-03,Materials,3043593,1
2131-SC-202|01-06-09,Materials,3043617,1
2131-SC-202|01-06-06,Materials,3043620,2
2147-SC-203|01-08-08,Materials,2521376,3.968253968
2147-SC-203|01-06-07,Materials,2518155,0.06
2147-SC-203|01-07-02,Materials,2518155,0.05
2147-SC-203|01-01-10,Materials,2530835,0.15
2147-SC-203|01-06-02,Materials,3043587,5
2147-SC-203|01-08-05,Materials,3043620,2
2147-SC-203|01-07-03,Materials,3043620,2
2147-SC-203|01-06-09,Materials,3043597,1
2147-SC-203|01-07-04,Materials,3043619,1
2147-SC-203|01-08-04,Materials,3043588,2
2147-SC-203|01-06-03,Materials,3043600,1
2147-SC-203|01-06-03,Materials,3043593,1
2147-SC-203|01-06-06,Materials,3043575,1
2147-SC-203|02-01-02,Materials,2524810,20
2147-SC-203|02-01-04,Materials,2524811,20
2147-SC-203|02-04-08,Materials,3043602,40
2147-SC-203|02-04-08,Materials,3043603,40
3353-PU-381|01-03-07,Materials,3044434,1
3353-PU-381|01-03-07,Materials,3044435,1
3353-PU-381|01-03-05,Materials,3044467,1
3353-PU-381|01-03-06,Materials,3044466,1
3353-PU-381|01-03-05,Materials,3044468,1
3353-PU-390|01-01-03,Materials,3044434,1
3353-PU-390|01-01-03,Materials,3044435,1
3353-PU-390|01-01-01,Materials,3044467,1
3353-PU-390|01-01-02,Materials,3044466,1
3353-PU-390|01-01-01,Materials,3044468,1
3351-XM-306|01-02-10,Materials,3045222,1
3211-PU-320|02-02-01,Materials,3047094,1
3211-PU-320|02-03-04,Materials,3047096,1
3211-PU-320|02-03-04,Materials,3047095,2
3211-PU-320|02-03-05,Materials,2530831,0.5
3211-PU-320|02-03-06,Materials,3041084,1
3241-PU-737|02-01-02,Materials,3047091,1
3241-PU-737|02-02-01,Materials,3047094,1
3241-PU-737|02-03-02,Materials,3047096,1
3241-PU-737|02-03-02,Materials,3047095,2
3241-PU-737|02-03-03,Materials,3047093,1
3241-PU-738|02-01-01,Materials,3047091,1
3241-PU-738|02-02-01,Materials,3047094,1
3241-PU-738|02-03-02,Materials,3047096,1
3241-PU-738|02-03-02,Materials,3047095,2
3241-PU-738|02-03-03,Materials,3047093,1
3241-PU-739|02-01-02,Materials,3047091,1
3241-PU-739|02-02-01,Materials,3047094,1
3241-PU-739|02-03-02,Materials,3047096,1
3241-PU-739|02-03-02,Materials,3047095,2
3241-PU-739|02-03-03,Materials,3047093,1
3241-PU-740|02-01-02,Materials,3047091,1
3241-PU-740|02-02-01,Materials,3047094,1
3241-PU-740|02-03-02,Materials,3047096,1
3241-PU-740|02-03-02,Materials,3047095,2
3241-PU-740|02-03-03,Materials,3047093,1
3241-PU-741|02-01-02,Materials,3047091,1
3241-PU-741|02-02-01,Materials,3047094,1
3241-PU-741|02-03-02,Materials,3047096,1
3241-PU-741|02-03-02,Materials,3047095,2
3241-PU-741|02-03-03,Materials,3047093,1
4533-PU-420|01-01-06,Materials,3046269,1
4533-PU-420|01-01-06,Materials,3046268,1
4533-PU-420|01-01-06,Materials,3046273,5
4533-PU-420|01-01-07,Materials,3046270,1
4533-PU-420|01-01-07,Materials,3046272,1
4533-PU-420|01-01-07,Materials,3046274,2.5
4533-PU-420|02-01-02,Materials,3046269,1
4533-PU-420|02-01-02,Materials,3046268,1
4533-PU-420|02-01-02,Materials,3046273,5
3254-PU-330|02-02-06,Materials,2518155,100
3254-PU-330|01-01-09,Materials,2530835,0.08
3254-PU-330|02-02-04,Materials,3040323,1
3254-PU-330|02-02-04,Materials,3040324,1
3254-PU-330|02-02-04,Materials,3040325,1
3254-PU-330|02-02-04,Materials,3040326,3
3254-PU-330|02-02-04,Materials,3040327,1
3254-PU-330|02-02-04,Materials,3040328,1
3254-PU-330|02-02-04,Materials,3040329,1
3254-PU-330|02-02-04,Materials,3040330,2
3254-PU-330|02-04-01,Materials,3040321,1
3254-PU-330|02-01-03,Materials,3040335,1
3254-PU-330|02-03-02,Materials,3040332,1
3254-PU-331|02-02-01,Materials,3040323,1
3254-PU-331|02-02-01,Materials,3040324,1
3254-PU-331|02-02-01,Materials,3040325,1
3254-PU-331|02-02-01,Materials,3040326,3
3254-PU-331|02-02-01,Materials,3040327,1
3254-PU-331|02-02-01,Materials,3040328,1
3254-PU-331|02-02-01,Materials,3040329,1
3254-PU-331|02-02-01,Materials,3040330,2
3254-PU-331|02-04-01,Materials,3040321,1
3254-PU-331|02-01-01,Materials,3040335,1
3254-PU-331|02-03-01,Materials,3040332,1
3252-PU-325|02-02-01,Materials,3040323,1
3252-PU-325|02-02-01,Materials,3040324,1
3252-PU-325|02-02-01,Materials,3040325,1
3252-PU-325|02-02-01,Materials,3040326,3
3252-PU-325|02-02-01,Materials,3040327,1
3252-PU-325|02-02-01,Materials,3040328,1
3252-PU-325|02-02-01,Materials,3040329,1
3252-PU-325|02-02-01,Materials,3040330,2
3252-PU-325|02-01-01,Materials,3040335,1
3252-PU-325|02-03-01,Materials,3040332,1
3334-PU-354|02-01-02,Materials,3040311,1
3334-PU-354|01-01-08,Materials,2530835,50
3334-PU-354|02-02-06,Materials,2518155,0.065
3334-PU-354|02-03-02,Materials,3040312,1
3334-PU-354|02-02-08,Materials,3040355,1
3334-PU-354|02-02-04,Materials,3040357,1
3334-PU-354|02-02-04,Materials,3040324,1
3334-PU-354|02-02-04,Materials,3040358,1
3334-PU-354|02-02-04,Materials,3040278,3
3334-PU-354|02-02-04,Materials,3040359,1
3334-PU-354|02-02-04,Materials,3040360,1
3334-PU-354|02-02-04,Materials,3040362,1
3334-PU-354|02-02-04,Materials,3040363,2
3334-PU-355|02-01-02,Materials,3040292,1
3334-PU-355|02-02-06,Materials,2518155,0.05
3334-PU-355|01-01-08,Materials,2530835,0.05
3334-PU-355|02-03-02,Materials,3040287,1
3334-PU-355|02-02-08,Materials,3040341,1
3334-PU-355|02-02-04,Materials,3040284,1
3334-PU-355|02-02-04,Materials,3040324,1
3334-PU-355|02-02-04,Materials,3040358,1
3334-PU-355|02-02-04,Materials,3040278,3
3334-PU-355|02-02-04,Materials,3040359,1
3334-PU-355|02-02-04,Materials,3040360,1
3334-PU-355|02-02-04,Materials,3040362,1
3334-PU-355|02-02-04,Materials,3040363,2
2247-PU-214|02-01-01,Materials,3040119,1
3354-FE-330|01-03-03,Materials,2530839,0.4
3354-FE-330|01-01-09,Materials,2530835,0.005
3355-FE-331|01-03-03,Materials,2530839,0.4
3355-FE-331|01-01-09,Materials,2530835,0.005
3354-PU-378|02-01-04,Materials,2530846,0.14
3354-PU-379|01-02-05,Materials,2530846,0.26
2282-PU-253|02-02-09,Materials,3044432,1
2282-PU-253|02-02-09,Materials,3044433,1
2282-PU-253|02-02-08,Materials,3044434,1
2282-PU-253|02-02-08,Materials,3044435,1
2282-PU-253|02-02-07,Materials,3044437,1
2282-PU-257|02-01-04,Materials,3044432,1
2282-PU-257|02-01-04,Materials,3044433,1
2282-PU-257|02-01-03,Materials,3044434,1
2282-PU-257|02-01-03,Materials,3044435,1
2282-PU-257|02-01-02,Materials,3044437,1
2283-PU-264|02-01-04,Materials,3044432,1
2283-PU-264|02-01-04,Materials,3044433,1
2283-PU-264|02-01-03,Materials,3044434,1
2283-PU-264|02-01-03,Materials,3044435,1
2283-PU-264|02-01-02,Materials,3044437,1
2283-PU-265|02-01-04,Materials,3044432,1
2283-PU-265|02-01-04,Materials,3044433,1
2283-PU-265|02-01-03,Materials,3044434,1
2283-PU-265|02-01-03,Materials,3044435,1
2283-PU-265|02-01-02,Materials,3044437,1
2283-PU-267|02-01-04,Materials,3044432,1
2283-PU-267|02-01-04,Materials,3044433,1
2283-PU-267|02-01-03,Materials,3044434,1
2283-PU-267|02-01-03,Materials,3044435,1
2283-PU-267|02-01-02,Materials,3044437,1
2282-PU-255|02-02-09,Materials,3044439,1
2282-PU-255|02-02-09,Materials,3044440,1
2282-PU-255|02-02-08,Materials,3044434,1
2282-PU-255|02-02-08,Materials,3044435,1
2282-PU-255|02-02-07,Materials,3044442,1
2282-PU-258|02-01-04,Materials,3044439,1
2282-PU-258|02-01-04,Materials,3044440,1
2282-PU-258|02-01-03,Materials,3044434,1
2282-PU-258|02-01-03,Materials,3044435,1
2282-PU-258|02-01-02,Materials,3044442,1
2282-PU-256|02-02-09,Materials,3044439,1
2282-PU-256|02-02-09,Materials,3044440,1
2282-PU-256|02-02-08,Materials,3044434,1
2282-PU-256|02-02-08,Materials,3044435,1
2282-PU-256|02-02-07,Materials,3044442,1
2284-PU-280|02-02-09,Materials,3044444,1
2284-PU-280|02-02-09,Materials,3044445,1
2284-PU-280|02-02-08,Materials,3044446,1
2284-PU-280|02-02-08,Materials,3044447,1
2284-PU-280|02-02-07,Materials,3044449,1
2284-PU-282|02-01-04,Materials,3044444,1
2284-PU-282|02-01-04,Materials,3044445,1
2284-PU-282|02-01-03,Materials,3044446,1
2284-PU-282|02-01-03,Materials,3044447,1
2284-PU-282|02-01-02,Materials,3044449,1
2284-PU-281|02-02-09,Materials,3044451,1
2284-PU-281|02-02-09,Materials,3044452,1
2284-PU-281|02-02-08,Materials,3044453,1
2284-PU-281|02-02-08,Materials,3044454,1
2284-PU-281|02-02-07,Materials,3044456,1
2283-PU-268|02-02-09,Materials,3044432,1
2283-PU-268|02-02-09,Materials,3044433,1
2283-PU-268|02-02-08,Materials,3044434,1
2283-PU-268|02-02-08,Materials,3044435,1
2283-PU-268|02-02-07,Materials,3044437,1
2149-BH-203|02-03-02,Materials,2530835,0.01
4314-PU-405|02-02-01,Materials,3041469,1
4314-PU-405|02-05-01,Materials,3041474,1
4314-PU-405|02-02-01,Materials,3041386,1
4314-PU-405|02-02-01,Materials,3041472,1
4314-PU-405|02-02-01,Materials,3041473,1
4314-PU-405|02-03-05,Materials,2530847,0.44973545
4314-PU-405|02-03-04,Materials,3041466,1
4314-PU-405|02-03-04,Materials,3041467,1
4314-PU-405|02-03-04,Materials,3041475,1
4314-PU-405|02-03-04,Materials,3041476,1
4314-PU-405|02-03-04,Materials,3041470,1
4314-PU-405|02-03-04,Materials,3041471,1
4314-PU-405|02-01-03,Materials,3041385,1
4314-PU-405|02-01-03,Materials,3041383,1
4314-PU-405|02-01-03,Materials,3041468,1
4314-PU-405|02-01-03,Materials,3041388,1
4314-PU-405|02-01-03,Materials,3041387,2
4314-PU-406|02-02-01,Materials,3041466,1
4314-PU-406|02-02-01,Materials,3041467,1
4314-PU-406|02-02-01,Materials,3041475,1
4314-PU-406|02-02-01,Materials,3041476,1
4314-PU-406|02-02-01,Materials,3041470,1
4314-PU-406|02-02-01,Materials,3041471,1
4314-PU-406|02-01-01,Materials,3041385,1
4314-PU-406|02-01-01,Materials,3041383,1
4314-PU-406|02-01-01,Materials,3041468,1
4314-PU-406|02-01-01,Materials,3041388,1
4314-PU-406|02-01-01,Materials,3041387,2
4311-PU-418|02-02-01,Materials,3041455,1
4311-PU-418|02-02-01,Materials,3041456,1
4311-PU-418|02-02-01,Materials,3041453,1
4311-PU-418|02-02-01,Materials,3041378,1
4311-PU-418|02-05-01,Materials,3041457,1
4311-PU-418|02-03-05,Materials,2530847,0.793650794
4311-PU-418|01-01-10,Materials,2530835,0.07
4311-PU-418|02-03-04,Materials,3041451,1
4311-PU-418|02-03-04,Materials,3041450,1
4311-PU-418|02-03-04,Materials,3041458,1
4311-PU-418|02-03-04,Materials,3041459,1
4311-PU-418|02-01-03,Materials,3041462,1
4311-PU-418|02-01-03,Materials,3041380,1
4311-PU-418|02-01-03,Materials,3041389,1
4311-PU-418|02-01-03,Materials,3041465,1
4311-PU-418|02-01-03,Materials,3041382,1
4311-PU-404|02-02-01,Materials,3041451,1
4311-PU-404|02-02-01,Materials,3041450,1
4311-PU-404|02-02-01,Materials,3041458,1
4311-PU-404|02-02-01,Materials,3041459,1
4311-PU-404|02-01-01,Materials,3041462,1
4311-PU-404|02-01-01,Materials,3041380,1
4311-PU-404|02-01-01,Materials,3041389,1
4311-PU-404|02-01-01,Materials,3041465,1
4311-PU-404|02-01-01,Materials,3041382,1
4316-PU-410|02-02-01,Materials,3041392,1
4316-PU-410|02-05-01,Materials,3041395,1
4316-PU-410|02-02-01,Materials,3041398,1
4316-PU-410|02-02-01,Materials,3041472,1
4316-PU-410|02-02-01,Materials,3041394,1
4316-PU-410|02-03-05,Materials,2530847,0.198412698
4316-PU-410|02-03-04,Materials,3041466,1
4316-PU-410|02-03-04,Materials,3041390,1
4316-PU-410|02-03-04,Materials,3041393,1
4316-PU-410|02-03-04,Materials,3041470,1
4316-PU-410|02-01-03,Materials,3041516,1
4316-PU-410|02-01-03,Materials,3041396,1
4316-PU-410|02-01-03,Materials,3041391,1
4316-PU-410|02-01-03,Materials,3041518,1
4316-PU-410|02-01-03,Materials,3041399,1
3211-PU-320|02-03-05,Materials,2530831,0.5
3211-PU-320|02-03-04,Materials,3047096,1
3211-PU-320|02-03-04,Materials,3047095,2
3211-PU-320|02-03-06,Materials,3041084,1
3211-PU-320|02-02-01,Materials,3047094,1
3242-PU-742|02-01-03,Materials,3040369,1
3242-PU-742|02-02-06,Materials,2518155,0.05
3242-PU-742|01-01-08,Materials,2530835,0.05
3242-PU-742|02-02-04,Materials,3040324,1
3242-PU-742|02-04-01,Materials,3040341,1
3242-PU-742|02-02-04,Materials,3040345,1
3242-PU-742|02-02-04,Materials,3040346,1
3242-PU-742|02-02-04,Materials,3040347,1
3242-PU-742|02-02-04,Materials,3040348,2
3242-PU-742|02-03-02,Materials,3040350,1
3252-PU-325|02-02-01,Materials,3040323,1
3252-PU-325|02-02-01,Materials,3040324,1
3252-PU-325|02-02-01,Materials,3040325,1
3252-PU-325|02-02-01,Materials,3040326,3
3252-PU-325|02-02-01,Materials,3040327,1
3252-PU-325|02-02-01,Materials,3040328,1
3252-PU-325|02-02-01,Materials,3040329,1
3252-PU-325|02-02-01,Materials,3040330,2
3254-PU-330|02-02-06,Materials,2518155,100
3254-PU-330|02-04-01,Materials,3040321,1
3254-PU-330|02-01-03,Materials,3040335,1
3254-PU-330|02-03-02,Materials,3040332,1
3254-PU-330|01-01-09,Materials,2530835,0.08
3254-PU-330|02-02-04,Materials,3040323,1
3254-PU-330|02-02-04,Materials,3040324,1
3254-PU-330|02-02-04,Materials,3040325,1
3254-PU-330|02-02-04,Materials,3040326,3
3254-PU-330|02-02-04,Materials,3040327,1
3254-PU-330|02-02-04,Materials,3040328,1
3254-PU-330|02-02-04,Materials,3040329,1
3254-PU-330|02-02-04,Materials,3040330,2
3254-PU-330|02-02-06,Materials,2518155,100
3254-PU-330|02-04-01,Materials,3040321,1
3254-PU-330|02-01-03,Materials,3040335,1
3254-PU-330|02-03-02,Materials,3040332,1
3254-PU-330|01-01-09,Materials,2530835,0.08
3254-PU-330|02-02-04,Materials,3040323,1
3254-PU-330|02-02-04,Materials,3040324,1
3254-PU-330|02-02-04,Materials,3040325,1
3254-PU-330|02-02-04,Materials,3040326,3
3254-PU-330|02-02-04,Materials,3040327,1
3254-PU-330|02-02-04,Materials,3040328,1
3254-PU-330|02-02-04,Materials,3040329,1
3254-PU-330|02-02-04,Materials,3040330,2
3253-PU-327|02-01-01,Materials,3040324,1
3253-PU-327|02-01-01,Materials,3040339,1
3253-PU-327|02-01-01,Materials,3040326,3
3253-PU-327|02-01-01,Materials,3040327,1
3253-PU-327|02-01-01,Materials,3040328,1
3253-PU-327|02-01-01,Materials,3040329,1
3253-PU-327|02-01-01,Materials,3040330,2
3334-PU-354|01-01-08,Materials,2530835,50
3334-PU-354|02-02-08,Materials,3040355,1
3334-PU-354|02-02-04,Materials,3040357,1
3334-PU-354|02-02-04,Materials,3040324,1
3334-PU-354|02-02-04,Materials,3040358,1
3334-PU-354|02-02-04,Materials,3040278,3
3334-PU-354|02-02-04,Materials,3040359,1
3334-PU-354|02-02-04,Materials,3040360,1
3334-PU-354|02-02-04,Materials,3040362,1
3334-PU-354|02-02-04,Materials,3040363,2
3334-PU-355|02-01-02,Materials,3040292,1
3334-PU-355|02-02-06,Materials,2518155,0.05
3334-PU-355|01-01-08,Materials,2530835,0.05
3334-PU-355|02-03-02,Materials,3040287,1
3334-PU-355|02-02-08,Materials,3040341,1
3334-PU-355|02-02-04,Materials,3040284,1
3334-PU-355|02-02-04,Materials,3040324,1
3334-PU-355|02-02-04,Materials,3040358,1
3334-PU-355|02-02-04,Materials,3040278,3
3334-PU-355|02-02-04,Materials,3040359,1
3334-PU-355|02-02-04,Materials,3040360,1
3334-PU-355|02-02-04,Materials,3040362,1
3334-PU-355|02-02-04,Materials,3040363,2
4533-PU-419|02-01-02,Materials,3046281,1
4313-PU-408|02-02-06,Materials,2518155,0.05
3332-PU-352|02-03-05,Materials,2530847,0.45
3332-PU-352|02-02-01,Materials,3041439,1
3332-PU-352|02-02-01,Materials,3041394,1
3332-PU-352|02-02-01,Materials,3041392,1
3332-PU-352|02-02-01,Materials,3041429,1
3332-PU-352|02-03-04,Materials,3041390,1
3332-PU-352|02-03-04,Materials,3041422,1
3332-PU-352|02-08-01,Materials,3041426,1
3332-PU-352|02-08-01,Materials,3041423,1
3332-PU-352|02-08-01,Materials,3041428,1
3332-PU-352|02-08-01,Materials,3041431,1
3332-PU-352|02-08-01,Materials,3041425,1
2262-PU-219|02-03-01,Materials,3041482,2
2262-PU-219|02-03-01,Materials,3041484,1
2262-PU-219|02-03-01,Materials,3041489,1
2262-PU-219|02-03-01,Materials,3041490,3
2262-PU-219|02-03-01,Materials,3041491,3
2262-PU-219|02-03-01,Materials,3041493,3
2262-PU-219|02-03-01,Materials,3041494,1
2262-PU-219|02-03-01,Materials,3041495,12
2262-PU-219|02-03-01,Materials,3041496,15
2262-PU-219|02-03-01,Materials,3041498,3
2262-PU-219|02-03-01,Materials,3041499,3
2262-PU-219|02-03-01,Materials,3041500,3
2262-PU-219|02-03-01,Materials,3041501,2
2262-PU-219|02-03-01,Materials,3041502,2
2262-PU-219|02-03-01,Materials,3041503,1
2262-PU-219|02-03-01,Materials,3041504,3
2262-PU-219|01-04-03,Materials,2530836,5.291005291
2262-PU-219|02-05-02,Materials,2520129,8.73015873
2262-PU-219|02-04-01,Materials,3041510,6
2262-PU-219|02-04-01,Materials,3041511,6
2262-PU-219|02-04-01,Materials,3041512,6
2262-PU-219|02-04-01,Materials,3041513,6
2262-PU-219|02-01-03,Materials,3041483,2
2262-PU-219|02-02-02,Materials,3041505,3
2262-PU-219|02-02-03,Materials,3041492,3
2262-PU-219|02-02-03,Materials,3041497,3
2262-PU-219|02-02-03,Materials,3041506,3
2262-PU-219|02-02-03,Materials,3041508,6
2262-PU-219|02-05-04,Materials,3041485,1
2262-PU-219|02-05-04,Materials,3041487,1
2262-PU-219|02-05-04,Materials,3041488,1
2262-PU-219|02-02-01,Materials,3041507,1
2262-PU-219|02-01-02,Materials,3041481,1
2284-PU-279|01-01-10,Materials,2530835,20
2284-PU-279|02-02-05,Materials,2518155,30
2284-PU-291|01-01-10,Materials,2530835,20
2284-PU-291|02-02-05,Materials,2518155,30
3122-CV-319|01-01-09,Materials,2530835,0.6
3122-CV-319|01-01-10,Materials,2530835,0.045
3122-CV-319|01-09-03,Materials,2530846,74
3122-CV-319|01-09-04,Materials,2530846,74
3122-CV-319|01-10-06,Materials,2530835,0.05
3122-CV-319|02-01-02,Materials,2525546,1076
3122-CV-319|02-02-05,Materials,2518155,2
3122-CV-319|02-03-05,Materials,2518155,2
3122-CV-319|02-04-05,Materials,2518155,2
3122-CV-319|02-05-05,Materials,2518155,2
3122-CV-319|03-01-02,Materials,3041322,
3122-CV-319|03-02-02,Materials,3041316,
3122-CV-319|03-02-02,Materials,3041317,
3122-CV-319|03-02-02,Materials,3041320,
3122-CV-319|03-02-02,Materials,3041323,
3122-CV-319|03-03-02,Materials,3041319,
3122-CV-319|03-03-02,Materials,3041321,
3122-CV-319|03-04-02,Materials,3041318,
3122-CV-319|05-02-03,Materials,3045208,
3122-CV-319|05-03-03,Materials,3045217,
3221-CV-312|01-01-09,Materials,2530835,0.06
3221-CV-312|01-09-03,Materials,2530846,34
3221-CV-312|01-10-06,Materials,2530835,0.05
3221-CV-312|02-01-02,Materials,2525545,124
3221-CV-312|02-02-05,Materials,2518155,2
3221-CV-312|02-03-05,Materials,2518155,2
3221-CV-312|03-01-02,Materials,3041352,
3221-CV-312|03-02-02,Materials,3041346,
3221-CV-312|03-02-02,Materials,3041347,
3221-CV-312|03-02-02,Materials,3041350,
3221-CV-312|03-02-02,Materials,3041353,
3221-CV-312|03-03-02,Materials,3041349,
3221-CV-312|03-03-02,Materials,3041351,
3221-CV-312|03-04-02,Materials,3041348,
3221-CV-312|05-02-02,Materials,3045208,
3221-CV-312|05-03-02,Materials,3045217,
3131-FE-304|01-01-10,Materials,2530835,0.041
3131-FE-304|01-01-11,Materials,2530835,0.034
3131-FE-304|01-07-01,Materials,3043578,1
3131-FE-304|01-08-01,Materials,3043601,1
3131-FE-304|02-01-01,Materials,3043602,40
3131-FE-304|02-01-01,Materials,3043603,40
3142-FE-307|01-02-01,Materials,3043602,12
3142-FE-307|01-03-01,Materials,3043601,1
3142-FE-307|02-01-01,Materials,3043602,12
3142-FE-307|02-01-01,Materials,3043603,12
3142-FE-308|01-02-01,Materials,3043602,12
3142-FE-308|01-03-01,Materials,3043601,1
3142-FE-308|02-01-01,Materials,3043602,12
3142-FE-308|02-01-01,Materials,3043603,12
3142-FE-309|01-02-01,Materials,3043602,12
3142-FE-309|01-03-01,Materials,3043601,1
3142-FE-309|02-01-01,Materials,3043602,12
3142-FE-309|02-01-01,Materials,3043603,12
3335-CN-303|01-01-03,Materials,2530846,1.322751323
3335-CN-303|01-01-04,Materials,2530846,6.613756614
3335-CN-303|01-02-02,Materials,3043190,2
3335-CN-303|01-02-02,Materials,3043202,4
3335-CN-303|01-02-02,Materials,3043193,2
3335-CN-303|01-02-02,Materials,3043199,1
3335-CN-303|01-03-01,Materials,2530832,3
3335-CN-303|01-03-02,Materials,3043181,2
3335-CN-303|01-03-02,Materials,3043182,2
3335-CN-303|01-03-02,Materials,3043183,2
3335-CN-303|01-03-02,Materials,3043184,8
3335-CN-303|01-03-02,Materials,3043185,2
3335-CN-303|01-03-02,Materials,3043186,6
3335-CN-303|01-03-02,Materials,3043187,8
3335-CN-303|02-01-03,Materials,2530846,1.322751323
3335-CN-303|02-01-04,Materials,2530846,6.613756614
3335-CN-303|02-01-06,Materials,3043179,2
3335-CN-303|02-01-06,Materials,3043180,2
3335-CN-303|02-03-01,Materials,2530832,3
3335-CN-303|02-03-02,Materials,3043181,2
3335-CN-303|02-03-02,Materials,3043182,2
3335-CN-303|02-03-02,Materials,3043183,2
3335-CN-303|02-03-02,Materials,3043184,8
3335-CN-303|02-03-02,Materials,3043185,2
3335-CN-303|02-03-02,Materials,3043186,6
3335-CN-303|02-03-02,Materials,3043187,8
3335-CN-303|03-01-05,Materials,2530835,0.005
3335-CN-303|03-01-11,Materials,3043173,1
3335-CN-303|03-03-02,Materials,2530832,3
3335-CN-303|03-03-03,Materials,3043188,6
3335-CN-303|03-03-04,Materials,3043193,2
3335-CN-303|03-03-04,Materials,3043194,2
3335-CN-303|03-03-04,Materials,3043172,1
3335-CN-303|03-03-04,Materials,3043198,1
3335-CN-303|03-04-02,Materials,2530846,1.322751323
3335-CN-303|03-04-03,Materials,2530846,19.31216931
3335-CN-303|03-04-04,Materials,3043174,1
3335-CN-303|03-05-02,Materials,2530832,0.3
3335-CN-303|03-06-02,Materials,3043171,2
2284-PU-295|01-01-10,Materials,2530835,20
2284-PU-295|02-02-05,Materials,2518155,30
3324-PU-340|02-02-04,Materials,3044313,1
3324-PU-340|01-02-06,Materials,2530846,1.5
3324-PU-340|02-02-04,Materials,3044307,1
3324-PU-340|02-02-07,Materials,3044308,1
3324-PU-340|02-03-02,Materials,3044309,2
3324-PU-340|02-03-02,Materials,3044310,2
3324-PU-340|02-03-02,Materials,3044311,2
3324-PU-340|02-03-02,Materials,3044312,2
3324-PU-340|02-03-02,Materials,3044314,1
3324-PU-340|02-03-02,Materials,3044315,4
3324-PU-340|02-03-02,Materials,3044316,2
3324-PU-341|02-02-01,Materials,3044317,1
3324-PU-341|02-03-01,Materials,3044318,1
3324-PU-341|02-03-01,Materials,3044319,2
3324-PU-341|02-03-01,Materials,3044320,2
3324-PU-341|02-03-01,Materials,3044321,2
3324-PU-341|02-03-01,Materials,3044322,2
3324-PU-341|02-03-01,Materials,3044324,1
3324-PU-341|02-03-01,Materials,3044325,4
3324-PU-341|02-03-01,Materials,3044326,2
3324-PU-342|02-03-05,Materials,2530835,0.04
3324-PU-342|01-03-03,Materials,3041097,1
3324-PU-342|01-03-03,Materials,3041098,1
3324-PU-342|01-03-03,Materials,3041124,1
3324-PU-342|01-03-03,Materials,3041079,1
3324-PU-342|02-02-01,Materials,3041125,1
3324-PU-342|02-02-01,Materials,3041126,1
