Asset tag,key_system,System
4533-PU-421,4533-PU-421|02,
4533-PU-421,4533-PU-421|03,
4533-TK-404,4533-TK-404|01,
4533-TK-404,4533-TK-404|02,
4561-BL-40866,4561-BL-40866|01,
4561-BL-40866,4561-BL-40866|02,
4561-BL-40866,4561-BL-40866|03,
4561-BL-40867,4561-BL-40867|01,
4561-BL-40867,4561-BL-40867|02,
4561-BL-40867,4561-BL-40867|03,
4561-BL-40868,4561-BL-40868|01,
4561-BL-40868,4561-BL-40868|02,
4561-BL-40868,4561-BL-40868|03,
4561-CP-40886,4561-CP-40886|01,
4561-CP-40886,4561-CP-40886|02,
4561-FL-40883,4561-FL-40883|01,
4561-FL-40883,4561-FL-40883|02,
4561-FL-40883,4561-FL-40883|03,
4561-PU-40850,4561-PU-40850|01,
4561-PU-40850,4561-PU-40850|02,
4561-PU-40850,4561-PU-40850|03,
4561-PU-40851,4561-PU-40851|01,
4561-PU-40856,4561-PU-40856|01,
4561-PU-40856,4561-PU-40856|02,
4561-PU-40856,4561-PU-40856|03,
4561-PU-40857,4561-PU-40857|01,
4561-PU-40857,4561-PU-40857|02,
4561-PU-40861,4561-PU-40861|01,
4561-PU-40861,4561-PU-40861|02,
4561-PU-40862,4561-PU-40862|01,
4561-PU-40862,4561-PU-40862|02,
4561-PU-40869,4561-PU-40869|01,
4561-PU-40869,4561-PU-40869|02,
4561-PU-40869,4561-PU-40869|03,
4561-PU-40870,4561-PU-40870|01,
4561-PU-40870,4561-PU-40870|02,
4561-PU-40870,4561-PU-40870|03,
4561-PU-40875,4561-PU-40875|01,
4561-PU-40875,4561-PU-40875|02,
4561-PU-40876,4561-PU-40876|01,
4561-PU-40876,4561-PU-40876|02,
4561-PU-40877,4561-PU-40877|01,
4561-PU-40877,4561-PU-40877|02,
4561-PU-40877,4561-PU-40877|03,
4561-PU-40878,4561-PU-40878|01,
4561-PU-40878,4561-PU-40878|02,
4561-PU-40882,4561-PU-40882|01,
4561-PU-40882,4561-PU-40882|02,
4561-PU-40884,4561-PU-40884|01,
4561-PU-40884,4561-PU-40884|02,
4561-TK-407,4561-TK-407|01,
4561-TK-407,4561-TK-407|02,
4561-TK-40881,4561-TK-40881|01,
4561-TK-40881,4561-TK-40881|02,
4561-TK-40888,4561-TK-40888|01,
4561-TK-40888,4561-TK-40888|02,
4561-TK-40889,4561-TK-40889|01,
4561-TK-40889,4561-TK-40889|02,
4561-TK-40890,4561-TK-40890|01,
4561-TK-40890,4561-TK-40890|02,
4561-TK-40891,4561-TK-40891|01,
4561-TK-40891,4561-TK-40891|02,
4561-TK-40892,4561-TK-40892|01,
4561-TK-40892,4561-TK-40892|02,
4561-TK-40893,4561-TK-40893|01,
4561-TK-40893,4561-TK-40893|02,
4561-TK-40894,4561-TK-40894|01,
4561-TK-40894,4561-TK-40894|02,
4561-TK-40895,4561-TK-40895|01,
4561-TK-40895,4561-TK-40895|02,
4561-TK-40896,4561-TK-40896|01,
4561-TK-40896,4561-TK-40896|02,
4561-TK-40897,4561-TK-40897|01,
4561-TK-40897,4561-TK-40897|02,
4561-TK-40900,4561-TK-40900|01,
4561-TK-40900,4561-TK-40900|02,
5111-PU-501,5111-PU-501|01,
5111-PU-501,5111-PU-501|02,
5111-PU-501,5111-PU-501|03,
5111-PU-501,5111-PU-501|04,
5111-PU-521,5111-PU-521|01,
5111-PU-521,5111-PU-521|02,
5111-PU-521,5111-PU-521|03,
5111-PU-522,5111-PU-522|01,
5111-PU-522,5111-PU-522|02,
5111-PU-522,5111-PU-522|03,
5111-TK-510,5111-TK-510|01,
5111-TK-510,5111-TK-510|02,
5121-XM-521,5121-XM-521|01,
5121-XM-521,5121-XM-521|02,
5121-XM-522,5121-XM-522|02,
5551-CP-506,5551-CP-506|01,
5551-CP-506,5551-CP-506|02,
5551-CP-506,5551-CP-506|03,
5551-CP-506,5551-CP-506|04,
5551-XM-511,5551-XM-511|01,
5551-XM-511,5551-XM-511|02,
5551-XM-511,5551-XM-511|03,
5551-XM-511,5551-XM-511|04,
5552-PU-518,5552-PU-518|01,
5552-PU-518,5552-PU-518|02,
5552-PU-518,5552-PU-518|03,
5552-PU-519,5552-PU-519|03,
5561-FL-505,5561-FL-505|01,
5561-FL-505,5561-FL-505|02,
5561-PU-504,5561-PU-504|01,
5561-PU-504,5561-PU-504|02,
5561-PU-504,5561-PU-504|03,
5561-PU-527,5561-PU-527|01,
5561-PU-528,5561-PU-528|01,
5561-PU-529,5561-PU-529|01,
5561-TK-513,5561-TK-513|01,
5561-TK-513,5561-TK-513|02,
5562-TK-501,5562-TK-501|01,
5562-TK-501,5562-TK-501|02,
5611-PU-510,5611-PU-510|01,
5611-PU-510,5611-PU-510|02,
5611-PU-510,5611-PU-510|03,
5611-TK-502,5611-TK-502|01,
5611-TK-502,5611-TK-502|02,
5611-TK-503,5611-TK-503|01,
5611-TK-503,5611-TK-503|02,
5611-TK-504,5611-TK-504|01,
5611-TK-504,5611-TK-504|02,
5612-PU-506,5612-PU-506|01,
5612-PU-506,5612-PU-506|02,
5612-PU-506,5612-PU-506|03,
5612-XM-509,5612-XM-509|01,
5612-XM-509,5612-XM-509|02,
5612-XM-510,5612-XM-510|01,
5612-XM-510,5612-XM-510|02,
5721-PU-517,5721-PU-517|01,
5721-PU-517,5721-PU-517|02,
5721-PU-517,5721-PU-517|03,
5722-CP-501,5722-CP-501|01,
5722-CP-501,5722-CP-501|02,
5722-CP-501,5722-CP-501|03,
5722-CP-501,5722-CP-501|04,
2242-FC-202,2242-FC-202|01,
2242-FC-202,2242-FC-202|02,
2242-FC-202,2242-FC-202|03,
2242-FC-203,2242-FC-203|01,
2242-FC-203,2242-FC-203|02,
2242-FC-203,2242-FC-203|03,
2242-FC-204,2242-FC-204|01,
2242-FC-204,2242-FC-204|02,
2242-FC-204,2242-FC-204|03,
2242-FC-205,2242-FC-205|01,
2242-FC-205,2242-FC-205|02,
2242-FC-205,2242-FC-205|03,
3131-FE-304,3131-FE-304|01,
3131-FE-304,3131-FE-304|02,
3131-FE-304,3131-FE-304|03,
3142-FE-307,3142-FE-307|01,
3142-FE-307,3142-FE-307|02,
3142-FE-307,3142-FE-307|03,
3142-FE-308,3142-FE-308|01,
3142-FE-308,3142-FE-308|02,
3142-FE-308,3142-FE-308|03,
3142-FE-309,3142-FE-309|01,
3142-FE-309,3142-FE-309|02,
3142-FE-309,3142-FE-309|03,
2133-FE-205,2133-FE-205|01,
2133-FE-205,2133-FE-205|02,
2133-FE-205,2133-FE-205|03,
2133-FE-205,2133-FE-205|04,
2133-FE-205,2133-FE-205|05,
3122-FE-303,3122-FE-303|01,
3122-FE-303,3122-FE-303|02,
3122-FE-303,3122-FE-303|03,
3122-FE-303,3122-FE-303|04,
5111-PU-502,5111-PU-502|01,
5111-PU-502,5111-PU-502|02,
5111-PU-502,5111-PU-502|03,
5111-PU-502,5111-PU-502|04,
5111-PU-503,5111-PU-503|01,
5111-PU-503,5111-PU-503|02,
5111-PU-503,5111-PU-503|03,
5111-PU-503,5111-PU-503|04,
5561-PU-505,5561-PU-505|01,
5561-PU-505,5561-PU-505|02,
5561-PU-505,5561-PU-505|03,
5612-PU-507,5612-PU-507|01,
5612-PU-507,5612-PU-507|02,
5612-PU-507,5612-PU-507|03,
5612-PU-508,5612-PU-508|01,
5612-PU-508,5612-PU-508|02,
5612-PU-508,5612-PU-508|03,
2247-PU-214,2247-PU-214|01,
2247-PU-214,2247-PU-214|02,
2247-PU-214,2247-PU-214|03,
2249-PU-238,2249-PU-238|01,
2249-PU-238,2249-PU-238|02,
2249-PU-238,2249-PU-238|03,
2261-PU-239,2261-PU-239|01,
2261-PU-239,2261-PU-239|02,
2261-PU-239,2261-PU-239|03,
2279-PU-240,2279-PU-240|01,
2279-PU-240,2279-PU-240|02,
2279-PU-240,2279-PU-240|03,
2281-PU-242,2281-PU-242|01,
2281-PU-242,2281-PU-242|02,
2281-PU-242,2281-PU-242|03,
2287-PU-245,2287-PU-245|01,
2287-PU-245,2287-PU-245|02,
2287-PU-245,2287-PU-245|03,
4131-PU-411,4131-PU-411|01,
4131-PU-411,4131-PU-411|02,
4131-PU-411,4131-PU-411|03,
4131-PU-412,4131-PU-412|01,
4131-PU-412,4131-PU-412|02,
4131-PU-412,4131-PU-412|03,
4131-PU-434B,4131-PU-434B|01,
4131-PU-434B,4131-PU-434B|02,
4131-PU-434B,4131-PU-434B|03,
3351-PU-373,3351-PU-373|01,
3351-PU-373,3351-PU-373|02,
3351-PU-373,3351-PU-373|03,
3351-PU-374,3351-PU-374|01,
3351-PU-374,3351-PU-374|02,
3351-PU-374,3351-PU-374|03,
3335-PU-399,3335-PU-399|01,
3335-PU-399,3335-PU-399|02,
3335-PU-399,3335-PU-399|03,
3353-PU-390,3353-PU-390|01,
3353-PU-390,3353-PU-390|02,
2242-PU-233,2242-PU-233|01,
2242-PU-233,2242-PU-233|02,
2242-PU-233,2242-PU-233|03,
2244-PU-285,2244-PU-285|01,
2244-PU-285,2244-PU-285|02,
2244-PU-285,2244-PU-285|03,
2247-PU-287,2247-PU-287|01,
2247-PU-287,2247-PU-287|02,
2247-PU-287,2247-PU-287|03,
2261-PU-218,2261-PU-218|01,
2261-PU-218,2261-PU-218|02,
2261-PU-218,2261-PU-218|03,
2283-PU-262,2283-PU-262|01,
2283-PU-262,2283-PU-262|02,
3355-PU-382,3355-PU-382|01,
3355-PU-382,3355-PU-382|02,
3355-PU-383,3355-PU-383|01,
3355-PU-383,3355-PU-383|02,
3355-PU-383,3355-PU-383|03,
3355-PU-389,3355-PU-389|01,
3355-PU-389,3355-PU-389|02,
3355-PU-389,3355-PU-389|03,
2282-PU-258,2282-PU-258|01,
2282-PU-258,2282-PU-258|02,
2282-PU-258,2282-PU-258|03,
2283-PU-266,2283-PU-266|01,
2283-PU-266,2283-PU-266|02,
2283-PU-266,2283-PU-266|03,
2284-PU-282,2284-PU-282|01,
2284-PU-282,2284-PU-282|02,
2284-PU-282,2284-PU-282|03,
4311-PU-404,4311-PU-404|01,
4311-PU-404,4311-PU-404|02,
4311-PU-404,4311-PU-404|03,
4314-PU-406,4314-PU-406|01,
4314-PU-406,4314-PU-406|02,
4314-PU-406,4314-PU-406|03,
2312-PU-231,2312-PU-231|01,
2312-PU-231,2312-PU-231|02,
2312-PU-231,2312-PU-231|03,
4122-PU-402,4122-PU-402|01,
4122-PU-402,4122-PU-402|02,
4122-PU-402,4122-PU-402|03,
4122-PU-403,4122-PU-403|01,
4122-PU-403,4122-PU-403|02,
4122-PU-403,4122-PU-403|03,
2284-PU-291,2284-PU-291|01,
2284-PU-291,2284-PU-291|02,
2284-PU-291,2284-PU-291|03,
3351-XM-307,3351-XM-307|01,
3351-XM-307,3351-XM-307|02,
2243-FC-212,2243-FC-212|01,
2243-FC-212,2243-FC-212|02,
2243-FC-212,2243-FC-212|03,
2243-FC-213,2243-FC-213|01,
2243-FC-213,2243-FC-213|02,
2243-FC-213,2243-FC-213|03,
2247-FC-221,2247-FC-221|01,
2247-FC-221,2247-FC-221|02,
2247-FC-221,2247-FC-221|03,
2247-FC-222,2247-FC-222|01,
2247-FC-222,2247-FC-222|02,
2247-FC-222,2247-FC-222|03,
2247-FC-223,2247-FC-223|01,
2247-FC-223,2247-FC-223|02,
2247-FC-223,2247-FC-223|03,
2244-FC-232,2244-FC-232|01,
2244-FC-232,2244-FC-232|02,
2244-FC-232,2244-FC-232|03,
2244-FC-233,2244-FC-233|01,
2244-FC-233,2244-FC-233|02,
2244-FC-233,2244-FC-233|03,
2244-FC-234,2244-FC-234|01,
2244-FC-234,2244-FC-234|02,
2244-FC-234,2244-FC-234|03,
2133-CR-203,2133-CR-203|01,
2133-CR-203,2133-CR-203|02,
2133-CR-203,2133-CR-203|03,
2133-CR-203,2133-CR-203|04,
2133-CR-203,2133-CR-203|05,
2133-CR-203,2133-CR-203|06,
2133-CR-203,2133-CR-203|07,
2254-CY-202,2254-CY-202|01,
2254-CY-202,2254-CY-202|02,
2254-CY-202,2254-CY-202|03,
2321-CP-208,2321-CP-208|01,
2321-CP-208,2321-CP-208|02,
2321-CP-208,2321-CP-208|03,
2321-CP-208,2321-CP-208|04,
3521-CP-302,3521-CP-302|01,
3521-CP-302,3521-CP-302|02,
3521-CP-302,3521-CP-302|03,
3521-CP-302,3521-CP-302|04,
3231-CN-302,3231-CN-302|01,
3231-CN-302,3231-CN-302|02,
3231-CN-302,3231-CN-302|03,
3231-CN-302,3231-CN-302|04,
3332-HX-302,3332-HX-302|01,
3332-HX-302,3332-HX-302|02,
3232-SA-302,3232-SA-302|01,
3232-SA-302,3232-SA-302|02,
2323-BL-202,2323-BL-202|01,
2323-BL-202,2323-BL-202|02,
2323-BL-202,2323-BL-202|03,
